,PseKNC_5_Xc1.AAA,PseKNC_5_Xc1.AAC,PseKNC_5_Xc1.AAG,PseKNC_5_Xc1.AAT,PseKNC_5_Xc1.ACA,PseKNC_5_Xc1.ACC,PseKNC_5_Xc1.ACG,PseKNC_5_Xc1.ACT,PseKNC_5_Xc1.AGA,PseKNC_5_Xc1.AGC,PseKNC_5_Xc1.AGG,PseKNC_5_Xc1.AGT,PseKNC_5_Xc1.ATA,PseKNC_5_Xc1.ATC,PseKNC_5_Xc1.ATG,PseKNC_5_Xc1.ATT,PseKNC_5_Xc1.CAA,PseKNC_5_Xc1.CAC,PseKNC_5_Xc1.CAG,PseKNC_5_Xc1.CAT,PseKNC_5_Xc1.CCA,PseKNC_5_Xc1.CCC,PseKNC_5_Xc1.CCG,PseKNC_5_Xc1.CCT,PseKNC_5_Xc1.CGA,PseKNC_5_Xc1.CGC,PseKNC_5_Xc1.CGG,PseKNC_5_Xc1.CGT,PseKNC_5_Xc1.CTA,PseKNC_5_Xc1.CTC,PseKNC_5_Xc1.CTG,PseKNC_5_Xc1.CTT,PseKNC_5_Xc1.GAA,PseKNC_5_Xc1.GAC,PseKNC_5_Xc1.GAG,PseKNC_5_Xc1.GAT,PseKNC_5_Xc1.GCA,PseKNC_5_Xc1.GCC,PseKNC_5_Xc1.GCG,PseKNC_5_Xc1.GCT,PseKNC_5_Xc1.GGA,PseKNC_5_Xc1.GGC,PseKNC_5_Xc1.GGG,PseKNC_5_Xc1.GGT,PseKNC_5_Xc1.GTA,PseKNC_5_Xc1.GTC,PseKNC_5_Xc1.GTG,PseKNC_5_Xc1.GTT,PseKNC_5_Xc1.TAA,PseKNC_5_Xc1.TAC,PseKNC_5_Xc1.TAG,PseKNC_5_Xc1.TAT,PseKNC_5_Xc1.TCA,PseKNC_5_Xc1.TCC,PseKNC_5_Xc1.TCG,PseKNC_5_Xc1.TCT,PseKNC_5_Xc1.TGA,PseKNC_5_Xc1.TGC,PseKNC_5_Xc1.TGG,PseKNC_5_Xc1.TGT,PseKNC_5_Xc1.TTA,PseKNC_5_Xc1.TTC,PseKNC_5_Xc1.TTG,PseKNC_5_Xc1.TTT,PseKNC_5_Xc2.lambda.1,PseKNC_5_Xc2.lambda.2,PseKNC_5_Xc2.lambda.3,PseKNC_5_Xc2.lambda.4,PseKNC_5_Xc2.lambda.5
DVU1325,0.009,0.002,0.009,0.002,0.002,0.002,0,0,0.003,0.003,0.005,0.005,0,0.005,0.002,0,0.007,0.002,0.003,0.002,0.003,0.009,0.007,0.002,0.002,0.003,0.005,0.003,0.002,0,0.005,0.002,0.005,0,0.003,0.002,0.005,0.007,0.007,0.003,0,0.009,0.005,0.002,0,0.003,0.005,0.002,0.002,0,0.002,0,0.003,0.003,0,0.003,0.005,0.007,0,0,0.002,0.002,0,0,0.185,0.15,0.146,0.166,0.159
DVU1326,0.001,0.004,0.005,0.001,0.002,0.004,0.004,0.001,0.003,0.002,0.002,0.001,0.001,0.006,0.001,0,0.005,0.001,0.002,0.002,0.001,0.003,0.006,0.002,0.004,0.006,0.004,0.006,0.002,0.001,0.004,0.001,0.005,0.004,0.001,0.003,0.003,0.002,0.006,0.002,0.002,0.002,0.001,0.005,0.002,0.006,0.004,0.001,0,0.003,0,0.001,0.004,0.002,0.005,0.002,0.003,0.003,0.003,0.001,0,0.001,0.001,0,0.209,0.155,0.145,0.158,0.165
DVU1327,0.002,0.003,0.006,0,0.003,0.003,0.003,0,0.005,0.004,0.004,0,0,0.003,0.002,0.001,0.006,0.004,0.004,0.004,0.006,0.005,0.007,0.001,0.001,0.007,0.005,0.005,0.001,0.002,0.001,0.001,0.003,0.003,0.003,0,0.004,0.008,0.005,0.002,0.001,0.006,0.004,0.004,0.001,0.004,0.002,0.003,0.001,0.001,0,0,0.005,0.003,0.004,0.001,0.002,0.002,0.002,0,0,0.004,0,0.001,0.202,0.157,0.138,0.154,0.164
DVU1328,0.001,0.003,0.006,0,0.002,0.003,0.003,0.001,0.002,0.004,0.003,0.002,0.001,0.003,0.002,0.001,0.003,0.002,0.003,0.002,0.002,0.003,0.007,0.003,0.005,0.007,0.002,0.005,0.001,0.002,0.002,0.004,0.004,0.002,0.002,0.003,0.004,0.006,0.005,0.004,0.001,0.004,0.001,0.003,0.002,0.003,0.004,0.002,0.002,0.002,0,0.001,0.003,0.004,0.004,0.001,0.003,0.004,0.002,0.001,0.001,0.004,0.002,0.002,0.207,0.153,0.149,0.153,0.162
DVU1329,0.001,0.004,0.005,0.001,0.002,0.003,0.003,0.002,0.004,0.004,0.003,0.002,0.001,0.004,0.004,0.001,0.004,0.002,0.003,0.004,0.003,0.002,0.004,0.002,0.007,0.003,0.004,0.003,0.001,0.005,0.003,0.003,0.005,0.004,0.004,0.003,0.003,0.003,0.004,0.004,0.003,0.004,0.003,0.003,0.001,0.004,0.003,0.001,0,0.001,0,0.002,0.005,0.002,0.006,0.004,0.003,0.004,0.003,0.001,0,0.004,0.001,0.001,0.199,0.154,0.152,0.15,0.16
DVU1330,0,0.002,0.004,0,0.001,0.004,0.003,0.001,0.002,0.004,0.003,0,0.001,0.003,0,0,0.004,0.004,0.002,0.002,0.002,0.006,0.006,0.005,0.004,0.006,0.003,0.007,0.001,0.003,0.006,0.002,0.003,0.002,0.003,0.002,0.005,0.007,0.005,0.004,0.001,0.008,0.001,0.001,0.001,0.003,0.003,0.003,0.001,0.002,0.001,0,0.003,0.002,0.005,0.002,0.002,0.004,0.004,0.001,0,0.003,0.003,0,0.207,0.156,0.142,0.164,0.154
DVU1331,0.001,0.001,0.003,0.001,0.001,0.002,0.002,0.001,0.002,0.003,0.002,0.002,0.001,0.003,0.004,0.002,0.001,0.001,0.003,0.004,0.001,0.002,0.004,0.005,0.004,0.004,0.003,0.004,0,0.004,0.004,0.005,0.004,0.003,0.002,0.004,0.004,0.004,0.004,0.004,0.002,0.005,0.005,0.002,0.002,0.003,0.005,0.002,0,0.001,0.001,0.002,0.004,0.004,0.004,0.002,0.005,0.006,0.003,0.004,0,0.003,0.005,0.001,0.205,0.152,0.147,0.16,0.156
DVU1333,0.003,0.005,0.001,0.004,0.007,0.001,0.003,0.003,0.001,0.001,0,0.001,0.003,0,0.004,0,0.007,0.003,0,0.001,0,0.003,0.001,0,0.004,0.008,0.003,0.004,0,0.001,0.004,0.003,0.001,0.004,0.003,0,0.003,0,0.012,0.003,0.001,0.003,0.003,0.003,0.003,0.003,0.005,0.004,0.003,0.001,0.001,0,0.001,0,0.003,0.003,0.001,0.005,0.004,0.007,0,0.003,0.004,0.001,0.224,0.132,0.16,0.155,0.166
DVU1334,0.001,0.002,0.006,0.001,0.002,0.003,0.003,0.002,0.004,0.003,0.005,0.002,0.001,0.003,0.004,0.001,0.003,0.001,0.004,0.003,0.003,0.003,0.007,0.003,0.006,0.007,0.002,0.004,0.001,0.003,0.003,0.002,0.006,0.004,0.003,0.003,0.005,0.006,0.003,0.003,0.003,0.004,0.001,0.003,0.001,0.005,0.003,0.001,0,0.001,0,0,0.003,0.003,0.007,0.002,0.003,0.003,0.003,0.001,0,0.004,0.001,0.001,0.2,0.157,0.141,0.156,0.161
DVU1335,0,0.001,0.002,0.001,0.003,0.003,0.002,0.001,0.002,0.004,0.003,0.001,0.002,0.005,0.004,0.002,0.002,0.003,0.005,0.005,0.004,0.003,0.004,0.003,0.004,0.005,0.003,0.003,0.001,0.003,0.004,0.001,0.003,0.003,0.003,0.003,0.003,0.006,0.005,0.004,0.003,0.005,0.004,0.001,0.002,0.001,0.002,0.001,0,0.002,0.001,0.003,0.004,0.003,0.003,0.002,0.003,0.004,0.003,0.001,0,0.003,0.001,0.001,0.212,0.148,0.159,0.151,0.159
DVU1336,0,0.002,0.005,0.001,0.003,0.003,0.003,0,0.003,0.003,0.005,0.001,0.001,0.005,0.003,0.001,0.004,0.002,0.003,0.005,0.003,0.002,0.004,0.003,0.006,0.005,0.004,0.003,0.001,0.004,0.003,0.002,0.004,0.003,0.003,0.003,0.004,0.004,0.005,0.004,0.002,0.006,0.003,0.003,0.001,0.002,0.003,0.001,0,0.001,0,0.001,0.004,0.003,0.006,0.002,0.002,0.004,0.002,0.002,0,0.003,0.001,0,0.206,0.153,0.149,0.156,0.158
DVU1337,0.001,0.002,0.005,0,0.002,0.003,0.004,0.001,0.004,0.003,0.004,0.001,0.001,0.003,0.002,0.001,0.003,0.002,0.003,0.003,0.003,0.004,0.005,0.003,0.006,0.006,0.004,0.004,0.001,0.004,0.004,0.002,0.004,0.004,0.005,0.003,0.004,0.005,0.005,0.004,0.004,0.005,0.003,0.003,0.001,0.004,0.003,0.001,0,0.001,0,0.001,0.003,0.003,0.006,0.002,0.002,0.005,0.002,0.002,0,0.002,0.001,0.001,0.203,0.154,0.15,0.155,0.154
DVU1338,0.001,0.003,0.002,0,0.002,0.006,0.004,0.002,0.003,0.003,0.003,0.001,0.001,0.002,0.002,0,0.002,0.005,0.005,0.002,0.003,0.005,0.006,0.005,0.004,0.006,0.004,0.003,0.001,0.004,0.004,0.002,0.004,0.003,0.003,0.002,0.005,0.007,0.004,0.003,0.002,0.005,0.003,0.003,0.001,0.003,0.004,0.001,0,0.001,0.001,0,0.004,0.002,0.004,0.002,0.002,0.005,0.003,0.002,0,0.002,0.002,0,0.206,0.156,0.142,0.157,0.16
DVU1339,0,0.003,0.003,0.001,0.002,0.003,0.004,0.002,0.001,0.001,0.004,0.001,0.001,0.001,0.002,0.001,0.003,0.002,0.003,0.002,0.002,0.006,0.006,0.004,0.005,0.008,0.006,0.003,0.001,0.005,0.004,0.003,0.004,0.004,0.002,0.001,0.003,0.006,0.006,0.004,0.004,0.006,0.004,0.004,0,0.004,0.004,0.002,0,0.002,0,0,0.003,0.003,0.006,0.003,0.001,0.004,0.003,0.003,0,0.004,0.002,0.001,0.203,0.155,0.145,0.161,0.151
DVU1340,0,0.002,0.002,0.001,0.003,0.003,0.006,0.003,0.002,0.001,0.003,0,0,0.001,0.003,0,0.002,0.007,0.001,0.002,0.006,0.008,0.007,0.004,0.004,0.009,0.005,0.003,0.001,0.004,0.004,0.003,0.003,0.005,0.003,0,0.004,0.009,0.004,0.003,0.003,0.004,0.002,0.003,0.001,0.004,0.003,0.001,0,0.001,0,0.001,0,0.005,0.005,0.002,0.003,0.005,0.002,0.002,0,0.003,0.001,0,0.212,0.149,0.151,0.161,0.147
DVU1341,0.001,0.001,0.001,0,0.001,0.003,0.003,0.001,0.001,0.002,0.001,0,0.001,0.003,0.004,0,0.001,0.003,0.002,0.006,0.003,0.003,0.006,0.006,0.003,0.008,0.005,0.003,0.001,0.005,0.005,0.003,0.001,0.003,0.001,0.001,0.005,0.008,0.002,0.005,0.001,0.006,0.004,0.004,0.001,0.004,0.004,0.002,0,0.001,0.001,0.001,0.003,0.003,0.008,0.002,0.002,0.005,0.004,0.003,0,0.004,0.001,0.001,0.207,0.161,0.136,0.165,0.154
DVU1342,0,0.002,0.002,0,0.003,0.005,0.004,0.002,0.001,0.002,0.002,0.002,0,0.002,0.004,0,0.002,0.004,0.004,0.003,0.004,0.006,0.005,0.003,0.005,0.004,0.006,0.005,0.001,0.004,0.003,0.003,0.001,0.005,0.002,0.002,0.004,0.004,0.004,0.004,0.002,0.008,0.005,0.001,0.002,0.003,0.002,0.002,0,0.002,0,0.002,0.003,0.003,0.005,0.002,0.002,0.004,0.003,0.001,0,0.004,0.001,0.001,0.205,0.155,0.152,0.154,0.157
DVU1343,0.001,0.002,0.002,0,0.002,0.005,0.003,0.002,0.002,0.003,0.002,0.001,0,0.003,0.003,0,0.002,0.005,0.004,0.005,0.005,0.006,0.007,0.003,0.005,0.009,0.003,0.003,0.001,0.004,0.002,0.002,0.003,0.005,0.002,0.001,0.005,0.009,0.005,0.002,0.002,0.004,0.002,0.002,0.001,0.002,0.003,0.002,0,0.001,0,0.001,0.003,0.002,0.006,0.002,0.002,0.004,0.002,0.001,0,0.003,0.001,0,0.208,0.153,0.147,0.159,0.159
DVU1344,0,0.002,0.003,0.001,0.001,0.003,0.002,0.002,0.003,0.002,0.004,0.001,0.001,0.004,0.002,0.001,0.003,0.002,0.002,0.004,0.003,0.003,0.005,0.002,0.005,0.007,0.005,0.004,0,0.004,0.003,0.001,0.002,0.004,0.004,0.002,0.004,0.004,0.006,0.004,0.003,0.006,0.003,0.004,0.002,0.004,0.005,0.001,0,0.001,0,0.001,0.003,0.003,0.006,0.001,0.002,0.004,0.003,0.002,0,0.002,0.001,0.001,0.208,0.154,0.149,0.16,0.156
DVU1345,0,0.002,0.004,0,0.001,0.003,0.004,0.002,0.002,0.002,0.004,0.001,0.001,0.002,0.003,0,0.003,0.002,0.002,0.004,0.003,0.004,0.006,0.003,0.006,0.007,0.004,0.004,0.001,0.004,0.003,0.002,0.004,0.004,0.003,0.001,0.004,0.006,0.006,0.004,0.002,0.006,0.003,0.003,0.001,0.003,0.005,0.002,0,0.002,0,0,0.003,0.003,0.005,0.002,0.002,0.005,0.003,0.001,0,0.003,0.001,0,0.207,0.151,0.149,0.156,0.159
DVU1346,0,0.002,0.002,0,0.001,0.002,0.004,0.002,0.002,0.003,0.003,0.001,0.001,0.002,0.002,0.001,0.001,0.003,0.003,0.003,0.002,0.004,0.006,0.003,0.004,0.008,0.006,0.004,0.001,0.003,0.003,0.003,0.002,0.003,0.004,0.002,0.004,0.006,0.008,0.003,0.003,0.005,0.005,0.004,0.002,0.003,0.004,0.002,0,0.002,0.001,0.001,0.002,0.002,0.005,0.002,0.002,0.004,0.003,0.002,0,0.004,0.002,0.002,0.21,0.147,0.156,0.156,0.155
DVU1347,0,0.001,0.003,0,0.001,0.002,0.003,0.001,0.001,0.003,0.004,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.003,0.001,0.003,0.007,0.001,0.004,0.006,0.005,0.006,0.001,0.002,0.003,0.003,0.002,0.003,0.003,0.001,0.004,0.005,0.007,0.003,0.002,0.005,0.004,0.006,0.002,0.005,0.006,0.003,0,0.002,0,0.001,0.002,0.003,0.005,0.003,0.002,0.005,0.003,0.002,0.001,0.004,0.002,0.002,0.214,0.148,0.149,0.162,0.156
DVU1348,0.001,0.001,0.008,0,0.001,0.002,0.004,0.001,0.006,0.006,0.007,0.002,0.002,0.001,0.002,0.002,0.002,0.001,0.004,0,0,0.004,0.006,0.004,0.008,0.008,0.003,0.002,0.001,0.003,0.005,0.002,0.006,0.005,0.007,0.006,0.005,0.006,0.006,0.005,0.008,0.006,0.004,0.001,0.001,0.002,0.002,0.001,0.001,0.002,0.001,0,0.002,0.001,0.005,0.002,0.002,0.002,0.005,0.001,0,0.003,0.002,0.002,0.191,0.164,0.137,0.146,0.168
DVU1349,0,0.001,0.001,0,0.001,0.003,0.003,0.001,0.002,0.002,0.003,0.001,0.001,0.003,0.004,0.001,0.001,0.001,0.004,0.004,0.003,0.002,0.004,0.005,0.005,0.006,0.005,0.004,0.001,0.005,0.003,0.003,0.001,0.005,0.002,0.002,0.005,0.006,0.006,0.004,0.001,0.007,0.005,0.003,0.001,0.003,0.003,0.001,0,0.001,0.001,0.001,0.001,0.003,0.008,0.002,0.003,0.005,0.003,0.001,0,0.003,0.002,0,0.208,0.159,0.149,0.16,0.15
DVU1350,0.001,0.002,0.002,0,0.002,0.003,0.004,0.001,0.002,0.002,0.003,0.001,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.004,0.003,0.003,0.006,0.004,0.005,0.006,0.005,0.005,0.001,0.003,0.004,0.002,0.003,0.004,0.002,0.002,0.004,0.006,0.005,0.003,0.003,0.007,0.005,0.002,0.001,0.003,0.004,0.002,0,0.001,0,0.001,0.003,0.003,0.005,0.002,0.002,0.004,0.004,0.002,0,0.004,0.001,0.001,0.207,0.155,0.146,0.159,0.155
DVU1351,0,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0,0.005,0.005,0,0.001,0.002,0.003,0.008,0.003,0.006,0.007,0.004,0.004,0.008,0.003,0.004,0,0.005,0.003,0.004,0.002,0.002,0.002,0.002,0.004,0.008,0.007,0.003,0.002,0.007,0.004,0.001,0.001,0.003,0.003,0.001,0,0.001,0,0.001,0.005,0.003,0.006,0.004,0.001,0.005,0.005,0.001,0,0.004,0.001,0.001,0.207,0.154,0.144,0.163,0.154
DVU1352,0.001,0.003,0.003,0.003,0.004,0.005,0.005,0.002,0.001,0.001,0.003,0,0,0.002,0.003,0.001,0.004,0.007,0,0.002,0.003,0.003,0.005,0.004,0.005,0.005,0.005,0.005,0.001,0.004,0.002,0.003,0.005,0.003,0.003,0.001,0.004,0.005,0.003,0.003,0.003,0.004,0.002,0.003,0.002,0.004,0.004,0,0,0.003,0,0,0.003,0.001,0.006,0.002,0.002,0.005,0.002,0.002,0,0.003,0.001,0.001,0.214,0.141,0.16,0.16,0.147
DVU1353,0.001,0.002,0.005,0.001,0.003,0.004,0.004,0.001,0.003,0.002,0.004,0.001,0.001,0.003,0.003,0.001,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.006,0.007,0.004,0.003,0.001,0.004,0.003,0.002,0.004,0.005,0.003,0.002,0.004,0.006,0.005,0.003,0.003,0.005,0.003,0.003,0.001,0.003,0.003,0.001,0,0.002,0,0.001,0.003,0.002,0.006,0.002,0.002,0.004,0.003,0.001,0,0.003,0.001,0.001,0.207,0.15,0.15,0.16,0.154
DVU1354,0,0,0,0.001,0.001,0.002,0.001,0,0,0.001,0.001,0.001,0.001,0.002,0.007,0.001,0,0.002,0.002,0.007,0.001,0.008,0.007,0.004,0.001,0.009,0.006,0.005,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.006,0.008,0.009,0.001,0.002,0.006,0.001,0.002,0.001,0.005,0.002,0.002,0,0.001,0,0.002,0.002,0.002,0.004,0.001,0.001,0.008,0.004,0.002,0.001,0.002,0.002,0.001,0.223,0.136,0.167,0.174,0.14
DVU1355,0,0.001,0.002,0.001,0.001,0.004,0.002,0,0.003,0.002,0.006,0.002,0,0.004,0.003,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.006,0.004,0.004,0.006,0.007,0.002,0,0.002,0.005,0.005,0.002,0.003,0.007,0.002,0.003,0.008,0.006,0.004,0.004,0.007,0.006,0.005,0.001,0.004,0.005,0.002,0,0.001,0,0.001,0.004,0.001,0.005,0.004,0.004,0.005,0.003,0.002,0.001,0.005,0.002,0,0.202,0.161,0.134,0.172,0.14
DVU1356,0,0.001,0.001,0,0.003,0.003,0.002,0.001,0.001,0.002,0.002,0.001,0.001,0.003,0.004,0,0.001,0.003,0.003,0.004,0.001,0.005,0.006,0.003,0.004,0.007,0.005,0.004,0,0.002,0.003,0.004,0.001,0.004,0.002,0.002,0.004,0.005,0.009,0.003,0.003,0.005,0.004,0.003,0.001,0.002,0.006,0.002,0,0.001,0.001,0.001,0.003,0.002,0.003,0.002,0.001,0.006,0.004,0.003,0,0.004,0.001,0.001,0.215,0.146,0.154,0.165,0.149
DVU1357,0,0.002,0.001,0,0.001,0.003,0.003,0.001,0.001,0.001,0.002,0.001,0,0.001,0.004,0.001,0.001,0.001,0.002,0.003,0.002,0.004,0.006,0.003,0.003,0.007,0.004,0.007,0.001,0.002,0.005,0.002,0.002,0.003,0.002,0.001,0.004,0.006,0.008,0.005,0.002,0.006,0.007,0.002,0.001,0.003,0.006,0.002,0,0.002,0.001,0.001,0.001,0.001,0.004,0.002,0.002,0.008,0.004,0.003,0,0.002,0.002,0.001,0.218,0.144,0.156,0.164,0.15
DVU1358,0,0.002,0.002,0.001,0.001,0.004,0.007,0.002,0.001,0.002,0.002,0,0,0.001,0.002,0.001,0.001,0.005,0.002,0.003,0.002,0.004,0.007,0.002,0.006,0.007,0.005,0.004,0.001,0.002,0.006,0.002,0.004,0.006,0.002,0.001,0.005,0.006,0.004,0.004,0.002,0.006,0.003,0.003,0,0.003,0.005,0.002,0,0.001,0,0,0.003,0.002,0.004,0.001,0.003,0.005,0.004,0.003,0,0.003,0.002,0.001,0.212,0.157,0.144,0.158,0.154
DVU1359,0.001,0.002,0.003,0,0.002,0.004,0.004,0.001,0.002,0.003,0.003,0.001,0.001,0.003,0.003,0.001,0.002,0.003,0.002,0.004,0.002,0.006,0.007,0.003,0.005,0.008,0.004,0.004,0.002,0.004,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.006,0.005,0.003,0.002,0.004,0.004,0.003,0.002,0.003,0.002,0.002,0,0.003,0,0.001,0.003,0.003,0.004,0.003,0.001,0.003,0.002,0.001,0,0.003,0.001,0.001,0.211,0.15,0.151,0.163,0.152
DVU1360,0,0.002,0.002,0.001,0.002,0.003,0.003,0.002,0.001,0.003,0.002,0.001,0.002,0.002,0.004,0.001,0.003,0.002,0.002,0.004,0.002,0.005,0.004,0.003,0.004,0.005,0.006,0.005,0.001,0.003,0.004,0.002,0.001,0.004,0.002,0.002,0.005,0.005,0.006,0.003,0.002,0.008,0.003,0.002,0,0.004,0.004,0.002,0,0.002,0,0.001,0.002,0.001,0.006,0.002,0.003,0.004,0.003,0.003,0,0.003,0.001,0.001,0.21,0.153,0.148,0.16,0.159
DVU1361,0.001,0.002,0.002,0.001,0.002,0.004,0.002,0.002,0.001,0.002,0.002,0.001,0.001,0.003,0.003,0.001,0.001,0.004,0.002,0.005,0.003,0.007,0.006,0.005,0.004,0.008,0.005,0.003,0.002,0.004,0.003,0.003,0.003,0.003,0.001,0.002,0.005,0.007,0.006,0.003,0.002,0.006,0.003,0.002,0,0.002,0.003,0,0,0.002,0,0.001,0.003,0.002,0.005,0.002,0.002,0.006,0.004,0.001,0,0.002,0.002,0,0.21,0.151,0.15,0.163,0.151
DVU1362,0,0.002,0.001,0,0.002,0.004,0.003,0.001,0.001,0.002,0.001,0,0,0.004,0.003,0,0.002,0.003,0.002,0.007,0.004,0.005,0.005,0.004,0.003,0.008,0.004,0.004,0.001,0.005,0.006,0.002,0.002,0.003,0.001,0.001,0.003,0.007,0.006,0.005,0.001,0.006,0.004,0.002,0.001,0.003,0.003,0.002,0,0.001,0,0,0.004,0.002,0.005,0.003,0.002,0.005,0.004,0.003,0,0.003,0.001,0,0.21,0.157,0.141,0.166,0.151
DVU1363,0.001,0.003,0.003,0,0.003,0.004,0.005,0.003,0.002,0.001,0.002,0.001,0,0.002,0.002,0.001,0.003,0.004,0.003,0.003,0.003,0.004,0.007,0.004,0.004,0.006,0.005,0.004,0.001,0.002,0.005,0.003,0.002,0.007,0.001,0.001,0.006,0.007,0.004,0.002,0.003,0.006,0.004,0.003,0.001,0.004,0.003,0.001,0,0.002,0,0,0.002,0.003,0.003,0.002,0.001,0.005,0.004,0.002,0,0.003,0.002,0.001,0.208,0.153,0.155,0.155,0.151
DVU1364,0.001,0.004,0.003,0.001,0.004,0.005,0.005,0.002,0.002,0.001,0.002,0.001,0.001,0.002,0.002,0.001,0.003,0.003,0.003,0.004,0.003,0.005,0.006,0.004,0.006,0.006,0.005,0.003,0.002,0.003,0.003,0.003,0.004,0.006,0.001,0.001,0.002,0.005,0.005,0.004,0.003,0.005,0.004,0.002,0.001,0.003,0.002,0.001,0,0.003,0,0.001,0.003,0.002,0.004,0.001,0.002,0.003,0.003,0.001,0,0.003,0.001,0.001,0.205,0.154,0.145,0.158,0.162
DVU1365,0.001,0.001,0.002,0.001,0.002,0.002,0.004,0.001,0.001,0.002,0.003,0.001,0.001,0.002,0.004,0.001,0.001,0.003,0.003,0.004,0.002,0.004,0.005,0.002,0.005,0.005,0.005,0.004,0,0.002,0.004,0.003,0.003,0.004,0.002,0.001,0.005,0.005,0.005,0.004,0.002,0.006,0.005,0.004,0.002,0.002,0.004,0.002,0,0.002,0,0.001,0.002,0.002,0.005,0.002,0.002,0.005,0.005,0.002,0,0.005,0.001,0.001,0.21,0.148,0.152,0.163,0.151
DVU1366,0,0.001,0.003,0.001,0.002,0.003,0.002,0.002,0.001,0.002,0.004,0.001,0,0.003,0.003,0.001,0.002,0.002,0.003,0.003,0.002,0.005,0.006,0.003,0.005,0.006,0.005,0.005,0.001,0.002,0.006,0.003,0.003,0.004,0.003,0.002,0.004,0.006,0.007,0.004,0.002,0.009,0.005,0.003,0.001,0.005,0.003,0.001,0,0.002,0,0.001,0.002,0.002,0.005,0.004,0.003,0.004,0.005,0.002,0,0.004,0.002,0.001,0.205,0.154,0.154,0.155,0.151
DVU1367,0.001,0.005,0.006,0,0.004,0.003,0.004,0.002,0.006,0.004,0.002,0,0,0.003,0.001,0.001,0.006,0.001,0.003,0.001,0.003,0.003,0.006,0.004,0.005,0.001,0.008,0.007,0.001,0.004,0.003,0.003,0.004,0.007,0.003,0.002,0.001,0.005,0.002,0.004,0.004,0.005,0.009,0.003,0.002,0.007,0,0.002,0.002,0,0,0.001,0.003,0.005,0.009,0.001,0.001,0.002,0.002,0.001,0,0.004,0.002,0.002,0.185,0.169,0.137,0.146,0.16
DVU1368,0,0.002,0.002,0,0.002,0.002,0.004,0.001,0,0.002,0.004,0.002,0,0.002,0.002,0,0.002,0.003,0.002,0.003,0.003,0.004,0.005,0.003,0.005,0.006,0.005,0.005,0.001,0.003,0.004,0.003,0.002,0.003,0.003,0.001,0.004,0.007,0.006,0.004,0.003,0.007,0.004,0.004,0.001,0.003,0.006,0.002,0,0.001,0,0.001,0.002,0.002,0.005,0.002,0.002,0.006,0.005,0.002,0,0.002,0.002,0.001,0.211,0.153,0.147,0.161,0.154
DVU1369,0,0.002,0.002,0,0,0.002,0.006,0.001,0.003,0.002,0.003,0,0.001,0.001,0.005,0,0.001,0.001,0.002,0.001,0,0.006,0.006,0.004,0.006,0.007,0.008,0.002,0.001,0.001,0.005,0.003,0.004,0.005,0.004,0.004,0.003,0.006,0.009,0.005,0.005,0.006,0.004,0.002,0,0.001,0.004,0.002,0,0.001,0,0.001,0.001,0.002,0.002,0,0.002,0.008,0.002,0.003,0,0.003,0.002,0.002,0.209,0.146,0.155,0.157,0.157
DVU1370,0,0.001,0.002,0.001,0.001,0.002,0.004,0.002,0.002,0.001,0.004,0.001,0.001,0.001,0.003,0,0.001,0.002,0.002,0.002,0.001,0.004,0.008,0.005,0.006,0.008,0.005,0.004,0.001,0.004,0.005,0.003,0.002,0.005,0.004,0.001,0.004,0.008,0.006,0.004,0.002,0.006,0.004,0.003,0.001,0.004,0.004,0.002,0,0.001,0.001,0.001,0.002,0.003,0.005,0.002,0.002,0.007,0.003,0.002,0,0.003,0.002,0.001,0.206,0.153,0.152,0.158,0.151
DVU1371,0,0.002,0.001,0,0.004,0.003,0.004,0.003,0.002,0.002,0.003,0.001,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.005,0.002,0.003,0.004,0.003,0.005,0.006,0.004,0.004,0.002,0.002,0.004,0.003,0.001,0.006,0.003,0.002,0.006,0.004,0.005,0.003,0.003,0.004,0.004,0.003,0.001,0.003,0.005,0.001,0,0.003,0.001,0,0.002,0.003,0.006,0.002,0.003,0.006,0.002,0.002,0,0.004,0.001,0.001,0.216,0.143,0.156,0.159,0.152
DVU1372,0.002,0.001,0,0.004,0,0.004,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.007,0.002,0.002,0.003,0.001,0.002,0.003,0.002,0.003,0.004,0.003,0.002,0.006,0.002,0.006,0.003,0.004,0.004,0.002,0.002,0.002,0.001,0.001,0.003,0.004,0.003,0.003,0.001,0.002,0.002,0.004,0.002,0.004,0.007,0.001,0.001,0.002,0.001,0.002,0.004,0.002,0.009,0.004,0.002,0.004,0.004,0.003,0,0.004,0.001,0.001,0.207,0.161,0.135,0.165,0.165
