,PseKNC_3_Xc1.AAA,PseKNC_3_Xc1.AAC,PseKNC_3_Xc1.AAG,PseKNC_3_Xc1.AAT,PseKNC_3_Xc1.ACA,PseKNC_3_Xc1.ACC,PseKNC_3_Xc1.ACG,PseKNC_3_Xc1.ACT,PseKNC_3_Xc1.AGA,PseKNC_3_Xc1.AGC,PseKNC_3_Xc1.AGG,PseKNC_3_Xc1.AGT,PseKNC_3_Xc1.ATA,PseKNC_3_Xc1.ATC,PseKNC_3_Xc1.ATG,PseKNC_3_Xc1.ATT,PseKNC_3_Xc1.CAA,PseKNC_3_Xc1.CAC,PseKNC_3_Xc1.CAG,PseKNC_3_Xc1.CAT,PseKNC_3_Xc1.CCA,PseKNC_3_Xc1.CCC,PseKNC_3_Xc1.CCG,PseKNC_3_Xc1.CCT,PseKNC_3_Xc1.CGA,PseKNC_3_Xc1.CGC,PseKNC_3_Xc1.CGG,PseKNC_3_Xc1.CGT,PseKNC_3_Xc1.CTA,PseKNC_3_Xc1.CTC,PseKNC_3_Xc1.CTG,PseKNC_3_Xc1.CTT,PseKNC_3_Xc1.GAA,PseKNC_3_Xc1.GAC,PseKNC_3_Xc1.GAG,PseKNC_3_Xc1.GAT,PseKNC_3_Xc1.GCA,PseKNC_3_Xc1.GCC,PseKNC_3_Xc1.GCG,PseKNC_3_Xc1.GCT,PseKNC_3_Xc1.GGA,PseKNC_3_Xc1.GGC,PseKNC_3_Xc1.GGG,PseKNC_3_Xc1.GGT,PseKNC_3_Xc1.GTA,PseKNC_3_Xc1.GTC,PseKNC_3_Xc1.GTG,PseKNC_3_Xc1.GTT,PseKNC_3_Xc1.TAA,PseKNC_3_Xc1.TAC,PseKNC_3_Xc1.TAG,PseKNC_3_Xc1.TAT,PseKNC_3_Xc1.TCA,PseKNC_3_Xc1.TCC,PseKNC_3_Xc1.TCG,PseKNC_3_Xc1.TCT,PseKNC_3_Xc1.TGA,PseKNC_3_Xc1.TGC,PseKNC_3_Xc1.TGG,PseKNC_3_Xc1.TGT,PseKNC_3_Xc1.TTA,PseKNC_3_Xc1.TTC,PseKNC_3_Xc1.TTG,PseKNC_3_Xc1.TTT,PseKNC_3_Xc2.lambda.1,PseKNC_3_Xc2.lambda.2,PseKNC_3_Xc2.lambda.3
DVU1376,0,0.004,0.004,0.001,0.003,0.004,0.005,0.002,0.003,0.004,0.005,0.001,0.001,0.005,0.005,0.001,0.004,0.004,0.005,0.006,0.006,0.005,0.006,0.005,0.005,0.009,0.007,0.006,0.002,0.004,0.004,0.004,0.005,0.005,0.003,0.002,0.006,0.008,0.008,0.005,0.003,0.009,0.006,0.005,0.002,0.005,0.006,0.002,0,0.003,0.001,0.002,0.004,0.005,0.007,0.002,0.003,0.006,0.005,0.002,0,0.005,0.002,0.003,0.304,0.224,0.218
DVU1377,0.003,0.003,0.006,0.002,0.002,0.005,0.005,0.001,0.006,0.005,0.006,0.002,0.002,0.006,0.004,0,0.005,0.003,0.006,0.005,0.003,0.004,0.005,0.004,0.007,0.007,0.004,0.007,0.001,0.005,0.002,0.004,0.006,0.005,0.004,0.004,0.007,0.004,0.008,0.005,0.002,0.007,0.004,0.005,0.002,0.006,0.006,0.003,0.001,0.001,0.003,0.001,0.007,0.003,0.009,0.003,0.004,0.005,0.004,0.002,0.001,0.004,0.002,0.002,0.298,0.227,0.215
DVU1378,0,0.002,0.009,0.001,0.002,0.005,0.005,0.002,0.006,0.004,0.008,0.001,0.001,0.007,0.003,0.001,0.005,0.003,0.005,0.006,0.006,0.005,0.008,0.005,0.007,0.008,0.008,0.007,0.003,0.005,0.002,0.003,0.007,0.005,0.005,0.003,0.004,0.01,0.009,0.003,0.004,0.009,0.002,0.005,0.001,0.005,0.005,0.002,0,0.004,0,0.001,0.006,0.003,0.008,0.003,0.003,0.005,0.003,0.001,0.001,0.004,0.001,0.002,0.297,0.229,0.21
DVU1379,0.003,0.002,0.01,0,0,0,0.002,0.005,0.003,0.002,0.012,0,0.003,0.005,0.003,0.002,0.005,0.002,0.003,0.007,0.003,0,0.007,0.003,0.003,0.003,0.002,0.008,0.002,0.003,0.002,0.008,0.005,0.003,0,0.003,0.007,0.01,0.005,0.003,0.002,0.017,0.01,0.003,0.003,0.005,0.008,0,0.002,0,0.003,0.003,0.007,0.003,0.003,0.003,0.005,0.003,0.008,0.003,0,0.003,0.007,0.008,0.292,0.219,0.223
DVU1380,0,0.001,0.002,0.001,0.005,0.005,0.002,0.003,0.003,0.003,0.004,0.001,0.001,0.005,0.005,0.002,0.002,0.009,0.005,0.006,0.008,0.005,0.008,0.002,0.005,0.008,0.003,0.002,0.001,0.003,0.011,0.004,0.002,0.003,0.004,0.003,0.009,0.009,0.004,0.009,0.001,0.006,0.002,0.003,0.003,0.003,0.002,0,0,0.003,0,0.003,0.001,0.003,0.004,0.005,0.004,0.013,0.003,0.002,0.001,0.002,0.004,0.002,0.318,0.232,0.203
DVU1381,0.005,0.004,0.006,0.004,0.003,0.003,0.006,0.005,0.003,0.004,0.006,0.001,0.003,0.006,0.004,0.001,0.005,0.001,0.008,0.005,0.004,0.004,0.001,0.005,0.008,0.014,0.003,0.005,0,0.008,0.004,0.006,0.009,0.01,0,0.003,0.004,0.005,0.01,0.004,0.006,0.004,0.005,0.003,0,0.01,0.001,0.001,0,0.001,0,0.001,0.009,0.003,0.011,0.004,0.006,0.001,0.004,0.004,0,0.003,0.006,0,0.288,0.228,0.213
DVU1383,0.002,0.002,0.003,0.001,0.003,0.004,0.005,0.002,0.004,0.002,0.005,0.003,0.001,0.001,0.008,0.003,0.002,0.004,0.003,0.003,0.002,0.004,0.006,0.004,0.006,0.005,0.006,0.008,0.001,0.006,0.005,0.004,0.004,0.005,0.004,0.008,0.004,0.006,0.006,0.006,0.004,0.008,0.012,0.004,0.004,0.005,0.005,0.004,0,0.003,0.003,0.001,0.003,0.002,0.008,0.005,0.008,0.006,0.006,0.003,0.001,0.006,0.004,0.004,0.299,0.229,0.206
DVU1384,0,0.001,0.003,0.001,0.001,0.004,0.005,0.003,0.001,0.002,0.005,0.001,0.001,0.005,0.007,0.001,0.002,0.003,0.003,0.006,0.005,0.002,0.004,0.006,0.012,0.006,0.005,0.005,0.002,0.008,0.004,0.003,0.002,0.007,0.003,0.004,0.006,0.007,0.008,0.005,0.002,0.008,0.003,0.005,0.001,0.006,0.006,0.002,0,0.002,0,0.003,0.003,0.003,0.011,0.005,0.002,0.008,0.006,0.005,0.001,0.002,0.003,0,0.31,0.23,0.213
DVU1385,0.003,0.003,0.003,0.008,0.005,0.003,0.008,0.003,0.008,0.003,0.008,0,0.003,0.005,0.003,0.003,0.011,0.008,0.008,0.003,0.003,0.008,0.008,0.003,0.005,0.005,0.005,0.005,0,0.003,0,0.005,0.003,0.008,0.008,0.003,0.014,0.008,0,0.003,0.005,0.011,0,0,0,0.005,0.003,0.003,0,0,0.003,0,0.008,0.003,0.005,0,0.003,0.005,0.003,0.003,0,0.003,0.008,0.005,0.288,0.241,0.198
DVU1386,0.001,0.001,0.003,0.001,0.003,0.003,0.003,0.003,0.001,0.002,0.003,0.002,0.001,0.004,0.003,0.002,0.002,0.004,0.004,0.007,0.003,0.005,0.007,0.006,0.004,0.01,0.007,0.005,0.002,0.007,0.008,0.006,0.003,0.005,0.001,0.001,0.006,0.009,0.007,0.009,0.003,0.008,0.005,0.005,0.002,0.005,0.005,0.003,0,0.003,0.001,0.002,0.005,0.004,0.009,0.006,0.002,0.01,0.005,0.003,0,0.008,0.004,0.004,0.302,0.231,0.209
DVU1387,0.001,0.004,0.003,0.002,0.005,0.004,0.005,0.003,0.004,0.003,0.003,0.002,0.001,0.005,0.006,0.002,0.004,0.003,0.005,0.007,0.003,0.005,0.006,0.004,0.005,0.004,0.005,0.005,0.003,0.005,0.005,0.003,0.005,0.006,0.003,0.004,0.006,0.004,0.004,0.004,0.003,0.004,0.004,0.005,0.003,0.005,0.005,0.004,0,0.005,0.001,0.002,0.005,0.004,0.005,0.005,0.005,0.006,0.004,0.005,0.001,0.005,0.003,0.002,0.308,0.227,0.216
DVU1388,0.001,0.003,0.003,0.001,0.003,0.005,0.005,0.003,0.004,0.003,0.004,0.002,0.001,0.003,0.006,0.001,0.002,0.003,0.005,0.005,0.007,0.004,0.005,0.004,0.005,0.004,0.006,0.007,0.002,0.004,0.005,0.003,0.005,0.007,0.003,0.003,0.004,0.005,0.007,0.005,0.005,0.006,0.006,0.005,0.002,0.005,0.004,0.006,0,0.003,0.001,0.002,0.003,0.005,0.006,0.004,0.004,0.007,0.007,0.003,0,0.006,0.004,0.003,0.295,0.223,0.224
DVU1389,0.002,0.003,0.005,0.002,0.005,0.003,0.006,0.002,0.003,0.005,0.005,0.002,0.001,0.003,0.006,0.001,0.004,0.006,0.006,0.004,0.004,0.009,0.007,0.006,0.007,0.007,0.007,0.003,0.001,0.005,0.007,0.003,0.006,0.006,0.003,0.003,0.008,0.009,0.006,0.006,0.003,0.009,0.005,0.004,0.001,0.003,0.004,0.002,0,0.001,0,0.001,0.004,0.004,0.005,0.003,0.005,0.009,0.004,0.001,0,0.004,0.003,0.001,0.298,0.226,0.214
DVU1390,0.004,0.004,0.005,0.001,0.004,0.003,0.006,0.002,0.001,0.006,0.004,0.001,0.001,0.007,0.004,0.001,0.005,0.007,0.005,0.008,0.008,0.005,0.008,0.005,0.005,0.007,0.005,0.007,0.001,0.009,0.008,0.002,0.005,0.003,0.002,0.002,0.008,0.01,0.005,0.006,0.003,0.009,0.003,0.002,0.001,0.007,0.003,0.001,0,0.001,0.001,0.001,0.005,0.008,0.005,0.008,0.002,0.006,0.005,0.003,0.001,0.002,0.001,0,0.3,0.233,0.205
DVU1391,0.006,0.002,0.003,0.004,0.003,0.004,0.001,0.001,0.006,0.002,0.006,0.002,0.002,0.001,0.009,0.003,0.004,0.001,0.007,0.004,0.004,0.006,0.008,0.003,0.005,0.004,0.005,0.006,0.001,0.003,0.003,0.003,0.004,0.004,0.006,0.006,0.006,0.006,0.007,0.004,0.007,0.008,0.007,0.003,0.002,0.006,0.007,0.003,0.001,0.003,0.001,0.001,0.002,0.005,0.004,0.002,0.002,0.009,0.008,0.006,0.001,0.003,0.005,0,0.298,0.216,0.227
DVU1392,0.002,0.003,0.005,0.002,0.004,0.003,0.005,0.002,0.005,0.004,0.003,0.003,0.001,0.006,0.006,0.001,0.004,0.003,0.007,0.005,0.004,0.005,0.006,0.005,0.006,0.007,0.006,0.003,0.002,0.005,0.005,0.005,0.006,0.005,0.004,0.005,0.006,0.007,0.006,0.006,0.004,0.008,0.006,0.003,0.002,0.003,0.005,0.003,0,0.003,0.001,0.002,0.005,0.004,0.005,0.005,0.004,0.006,0.005,0.004,0,0.006,0.003,0.002,0.298,0.223,0.215
DVU1393,0.002,0.004,0.004,0.001,0.002,0.001,0.007,0.004,0.001,0.004,0,0.001,0.001,0.004,0.006,0,0.001,0.005,0.001,0.006,0.001,0.004,0.007,0.002,0.007,0.01,0.006,0.01,0,0.006,0.002,0.007,0.007,0.004,0,0.001,0.005,0.007,0.011,0.005,0.002,0.004,0.004,0.002,0.005,0.004,0.005,0.002,0.001,0.002,0.001,0.002,0.005,0.002,0.007,0.005,0.001,0.011,0.002,0.001,0.001,0.006,0.002,0.006,0.317,0.2,0.239
DVU1394,0.002,0.003,0.003,0.002,0.003,0.002,0.006,0.003,0.002,0.003,0.003,0,0.002,0.006,0.006,0.002,0,0.005,0.003,0.008,0.003,0.003,0.005,0.002,0.01,0.008,0.005,0.01,0,0.006,0.003,0.006,0.006,0.005,0.002,0.003,0.002,0.005,0.01,0.006,0.002,0.006,0,0.003,0.005,0.005,0.002,0.002,0.002,0.002,0,0.003,0.008,0.003,0.011,0.005,0.005,0.005,0.003,0,0,0.01,0.002,0.006,0.308,0.213,0.229
DVU1395,0.001,0.002,0.006,0.002,0.001,0.002,0.001,0.001,0.002,0.001,0.008,0.002,0.002,0.001,0.006,0.004,0.001,0,0.002,0.002,0.001,0.005,0.011,0.005,0.008,0.009,0.009,0.001,0.001,0,0.008,0.006,0.007,0.004,0.006,0.005,0.001,0.011,0.015,0.008,0.002,0.014,0.007,0.005,0.001,0.001,0.007,0,0.002,0,0,0.002,0.002,0.004,0.001,0.001,0.009,0.011,0.004,0.001,0,0.006,0.004,0.002,0.291,0.227,0.224
DVU1396,0.004,0.002,0.004,0,0.003,0.005,0.006,0.001,0.003,0.004,0.003,0.002,0,0.001,0.005,0.003,0.005,0.005,0.003,0.004,0.005,0.009,0.009,0.01,0.006,0.004,0.007,0.005,0.001,0.007,0.006,0.004,0.001,0.007,0.005,0.003,0.01,0.011,0.004,0.004,0.004,0.011,0.006,0.001,0.002,0.002,0.002,0.003,0,0.001,0.001,0.001,0,0.007,0.004,0.004,0.003,0.01,0.005,0.001,0,0.005,0.005,0.004,0.284,0.209,0.233
DVU1397,0.001,0.006,0.007,0.001,0.007,0.006,0.005,0.004,0.004,0.005,0.005,0.002,0,0.005,0.006,0.001,0.006,0.006,0.005,0.008,0.008,0.004,0.003,0.004,0.009,0.005,0.004,0.003,0.003,0.004,0.004,0.004,0.009,0.007,0.003,0.003,0.005,0.007,0.005,0.004,0.004,0.006,0.005,0.001,0.001,0.003,0.004,0.001,0,0.004,0.001,0,0.005,0.002,0.007,0.003,0.005,0.005,0.002,0.002,0,0.004,0.001,0.001,0.301,0.235,0.2
DVU1398,0.002,0.002,0.006,0.004,0.005,0.003,0.004,0.002,0.004,0.005,0.004,0.002,0.002,0.004,0.006,0.003,0.006,0.003,0.005,0.005,0.003,0.003,0.005,0.003,0.005,0.005,0.004,0.007,0.002,0.004,0.004,0.002,0.005,0.004,0.004,0.005,0.007,0.003,0.008,0.004,0.004,0.006,0.002,0.003,0.001,0.005,0.005,0.005,0.001,0.004,0.001,0.001,0.004,0.004,0.004,0.004,0.005,0.007,0.004,0.003,0.002,0.004,0.004,0.003,0.305,0.22,0.226
DVU1399,0.009,0.002,0.008,0.003,0.001,0.003,0.006,0.001,0.007,0.005,0.004,0.004,0.001,0.003,0.006,0.005,0.001,0.001,0.003,0.005,0.003,0.001,0.005,0.002,0.01,0.004,0.006,0.007,0.003,0.004,0.001,0.004,0.011,0.006,0.008,0.004,0.003,0.003,0.006,0.006,0.006,0.007,0.001,0.004,0.001,0.007,0.005,0.004,0.001,0.002,0.001,0.002,0.002,0.004,0.011,0.004,0.006,0.003,0.007,0.001,0.001,0.007,0.006,0.003,0.284,0.238,0.202
DVU1400,0.001,0.003,0.005,0.001,0.003,0.003,0.006,0.001,0.005,0.004,0.007,0.002,0.001,0.005,0.005,0.001,0.005,0.004,0.006,0.007,0.005,0.002,0.007,0.004,0.008,0.008,0.009,0.005,0.001,0.003,0.003,0.003,0.004,0.006,0.006,0.003,0.008,0.009,0.009,0.003,0.003,0.011,0.006,0.005,0.001,0.005,0.005,0.002,0,0.001,0.001,0,0.005,0.003,0.008,0.001,0.004,0.005,0.003,0.002,0,0.004,0.002,0.001,0.303,0.234,0.205
DVU1401,0.001,0.004,0.002,0.001,0.003,0.004,0.005,0.002,0.002,0.003,0.002,0.001,0.001,0.005,0.005,0.001,0.003,0.005,0.005,0.009,0.006,0.004,0.006,0.005,0.003,0.008,0.01,0.004,0.002,0.008,0.005,0.005,0.002,0.003,0.002,0.001,0.009,0.008,0.006,0.007,0.002,0.011,0.004,0.003,0.002,0.003,0.004,0.003,0.001,0.003,0,0.001,0.004,0.005,0.008,0.005,0.001,0.008,0.005,0.003,0,0.006,0.003,0.001,0.309,0.229,0.21
DVU1402,0.001,0.001,0.002,0,0.003,0.002,0.005,0.001,0.001,0.003,0.005,0.002,0,0.004,0.004,0.002,0.001,0.003,0.004,0.005,0.002,0.004,0.008,0.004,0.006,0.009,0.01,0.005,0.002,0.004,0.005,0.005,0.002,0.006,0.004,0.003,0.004,0.009,0.01,0.008,0.004,0.012,0.009,0.005,0.001,0.004,0.007,0.003,0,0.001,0.001,0.002,0.004,0.003,0.006,0.003,0.004,0.007,0.006,0.003,0.001,0.005,0.005,0.001,0.301,0.228,0.217
DVU1403,0.003,0.004,0.007,0.002,0.006,0.004,0.005,0.004,0.005,0.001,0.007,0.002,0.001,0.002,0.006,0.001,0.004,0.004,0.005,0.006,0.002,0.004,0.007,0.004,0.005,0.01,0.007,0.004,0.001,0.007,0.006,0.002,0.008,0.009,0.003,0.001,0.008,0.006,0.008,0.004,0.007,0.008,0.006,0.005,0.001,0.002,0.006,0.003,0.001,0.002,0,0.001,0.003,0.003,0.006,0.004,0.004,0.007,0.007,0.002,0,0.004,0.001,0.001,0.297,0.206,0.233
DVU1404,0.001,0.004,0.003,0.001,0.006,0.005,0.007,0.004,0.001,0.004,0.003,0.001,0.001,0.003,0.004,0.002,0.003,0.008,0.005,0.007,0.006,0.006,0.007,0.005,0.006,0.009,0.008,0.003,0.002,0.007,0.005,0.003,0.005,0.007,0.001,0,0.008,0.008,0.005,0.004,0.004,0.007,0.007,0.005,0.001,0.004,0.004,0.001,0,0.003,0,0.001,0.004,0.004,0.007,0.004,0.002,0.006,0.004,0.002,0,0.005,0.001,0.001,0.306,0.22,0.217
DVU1405,0.001,0.002,0.003,0.001,0.004,0.009,0.005,0.002,0.003,0.005,0.004,0.001,0.003,0.004,0.005,0.001,0.003,0.006,0.004,0.007,0.007,0.01,0.01,0.009,0.007,0.01,0.007,0.004,0.001,0.006,0.005,0.002,0.002,0.009,0.003,0.003,0.006,0.01,0.009,0.002,0.004,0.006,0.005,0.003,0.003,0.004,0.003,0.001,0.001,0.003,0.003,0.001,0.004,0.006,0.004,0.002,0.004,0.006,0.002,0.003,0.001,0.002,0.002,0.002,0.311,0.232,0.201
DVU1406,0.001,0.003,0.004,0.001,0.004,0.003,0.004,0.002,0.002,0.003,0.005,0.002,0.002,0.005,0.005,0.001,0.004,0.004,0.004,0.006,0.004,0.004,0.007,0.003,0.008,0.006,0.006,0.006,0.002,0.005,0.005,0.003,0.003,0.005,0.004,0.004,0.006,0.007,0.006,0.005,0.002,0.008,0.004,0.006,0.002,0.006,0.006,0.003,0,0.002,0.001,0.002,0.004,0.004,0.009,0.005,0.003,0.007,0.005,0.003,0,0.005,0.001,0.001,0.306,0.223,0.218
DVU1407,0.001,0.005,0.005,0.001,0.003,0.006,0.007,0.002,0.004,0.005,0.004,0.001,0.001,0.004,0.004,0.001,0.004,0.005,0.004,0.006,0.005,0.008,0.009,0.006,0.006,0.011,0.006,0.005,0.002,0.006,0.006,0.004,0.007,0.006,0.004,0.001,0.006,0.01,0.007,0.005,0.004,0.006,0.004,0.002,0.001,0.004,0.004,0.001,0,0.002,0,0.001,0.004,0.004,0.006,0.004,0.004,0.006,0.003,0.002,0,0.005,0.002,0.001,0.301,0.218,0.219
DVU1408,0.001,0.004,0.004,0.002,0.001,0.003,0.004,0.003,0.003,0.003,0.005,0,0.001,0.002,0.007,0,0.003,0.002,0.005,0.004,0.005,0.004,0.007,0.005,0.005,0.005,0.007,0.005,0.002,0.008,0.005,0.008,0.005,0.005,0.002,0.003,0.004,0.009,0.004,0.012,0.003,0.005,0.008,0.006,0,0.004,0.008,0.005,0.001,0,0.001,0.001,0.004,0.005,0.007,0.005,0.005,0.015,0.002,0.006,0,0.007,0.006,0.005,0.288,0.216,0.223
DVU1409,0.001,0.004,0.005,0.001,0.005,0.001,0.004,0.002,0.004,0.006,0.007,0.003,0.002,0.003,0.004,0.002,0.003,0.003,0.007,0.006,0.002,0.002,0.005,0.003,0.008,0.006,0.007,0.005,0.001,0.003,0.001,0.006,0.006,0.005,0.006,0.002,0.008,0.008,0.011,0.002,0.003,0.012,0.007,0.004,0.002,0.006,0.003,0.004,0.001,0.001,0.002,0.002,0.004,0.002,0.007,0.003,0.003,0.005,0.005,0.003,0.001,0.004,0.007,0.004,0.299,0.235,0.206
DVU1410,0.001,0.004,0.003,0,0.005,0.006,0.006,0.002,0.002,0.002,0.004,0.002,0.001,0.003,0.004,0.001,0.003,0.004,0.005,0.007,0.004,0.008,0.007,0.006,0.008,0.009,0.004,0.004,0.002,0.005,0.006,0.005,0.004,0.009,0.003,0.001,0.006,0.009,0.006,0.004,0.004,0.007,0.004,0.004,0.001,0.004,0.006,0.002,0,0.003,0.001,0.001,0.003,0.003,0.007,0.004,0.003,0.007,0.006,0.003,0,0.005,0.003,0.001,0.301,0.214,0.228
DVU1411,0.001,0.003,0.004,0.001,0.002,0.005,0.003,0.001,0.003,0.003,0.005,0.002,0,0.005,0.006,0.001,0.003,0.002,0.004,0.007,0.005,0.005,0.008,0.004,0.006,0.012,0.007,0.004,0.001,0.006,0.005,0.004,0.004,0.005,0.005,0.003,0.007,0.009,0.01,0.007,0.004,0.009,0.005,0.004,0.001,0.004,0.005,0.002,0,0.001,0,0.001,0.003,0.005,0.008,0.003,0.003,0.008,0.005,0.002,0.001,0.003,0.003,0.001,0.303,0.225,0.214
DVU1412,0.001,0.004,0.003,0.001,0.004,0.004,0.006,0.003,0.004,0.002,0.002,0.001,0.001,0.004,0.005,0.002,0.004,0.005,0.003,0.007,0.004,0.009,0.009,0.003,0.005,0.008,0.007,0.006,0.001,0.006,0.006,0.003,0.005,0.006,0.002,0.002,0.008,0.007,0.005,0.006,0.004,0.008,0.006,0.003,0.001,0.006,0.005,0.002,0,0.002,0.001,0.002,0.003,0.004,0.007,0.003,0.003,0.007,0.005,0.003,0.001,0.003,0.003,0.001,0.304,0.221,0.22
DVU1413,0,0.002,0.002,0.001,0.002,0.003,0.004,0.001,0.002,0.003,0.005,0.002,0.002,0.003,0.005,0,0.003,0.002,0.005,0.004,0.002,0.005,0.008,0.006,0.006,0.007,0.008,0.007,0.002,0.005,0.004,0.005,0.002,0.004,0.005,0.004,0.005,0.009,0.007,0.003,0.004,0.008,0.009,0.005,0.001,0.006,0.006,0.004,0,0.003,0,0.002,0.004,0.004,0.008,0.005,0.003,0.007,0.005,0.003,0.001,0.006,0.003,0.004,0.298,0.221,0.22
DVU1414,0.001,0.002,0.002,0.001,0.002,0.004,0.005,0.001,0.003,0.003,0.004,0.002,0.001,0.004,0.005,0.001,0.002,0.003,0.004,0.005,0.004,0.003,0.007,0.005,0.006,0.008,0.009,0.007,0.001,0.004,0.005,0.004,0.003,0.005,0.005,0.003,0.005,0.007,0.009,0.005,0.004,0.009,0.007,0.005,0.002,0.006,0.005,0.005,0,0.002,0.001,0.002,0.004,0.004,0.009,0.003,0.003,0.007,0.004,0.004,0,0.006,0.004,0.002,0.303,0.221,0.22
DVU1415,0.001,0.002,0.003,0.001,0.002,0.004,0.005,0.002,0.002,0.002,0.005,0.001,0.001,0.003,0.004,0.001,0.002,0.003,0.004,0.004,0.003,0.005,0.008,0.005,0.005,0.008,0.009,0.007,0.001,0.004,0.007,0.005,0.003,0.006,0.004,0.003,0.005,0.008,0.009,0.006,0.005,0.009,0.01,0.005,0.002,0.006,0.006,0.003,0,0.002,0,0.002,0.004,0.005,0.007,0.004,0.004,0.008,0.005,0.003,0,0.006,0.003,0.002,0.299,0.224,0.213
DVU1416,0.003,0.004,0.005,0.001,0.003,0.005,0.006,0.001,0.004,0.006,0.007,0.001,0.002,0.003,0.005,0.001,0.003,0.004,0.006,0.005,0.004,0.012,0.01,0.006,0.007,0.01,0.008,0.006,0,0.003,0.004,0.003,0.006,0.005,0.006,0.003,0.007,0.01,0.009,0.002,0.007,0.008,0.004,0.004,0.002,0.007,0.003,0.001,0.001,0.002,0,0.001,0.004,0.005,0.006,0.001,0.002,0.005,0.004,0.002,0,0.003,0.001,0.001,0.297,0.218,0.219
DVU1417,0.005,0.005,0.006,0.002,0.007,0.008,0.009,0.001,0.001,0.002,0.003,0.001,0.002,0.002,0.008,0,0.007,0.014,0.001,0.006,0.005,0.002,0.006,0.005,0.006,0.007,0.006,0.005,0.001,0.003,0.003,0.001,0.005,0.005,0.001,0.002,0.013,0.007,0.005,0.001,0.003,0.005,0,0.002,0.001,0.002,0.007,0.001,0.001,0.002,0,0.001,0.003,0,0.003,0.002,0.003,0.012,0.001,0.003,0,0.001,0.001,0,0.335,0.199,0.229
DVU1418,0.001,0.003,0.003,0.001,0.003,0.006,0.004,0.002,0.004,0.003,0.005,0.002,0.001,0.004,0.004,0.001,0.003,0.004,0.006,0.004,0.004,0.006,0.008,0.005,0.005,0.008,0.008,0.006,0.001,0.006,0.005,0.004,0.004,0.006,0.005,0.003,0.006,0.007,0.008,0.005,0.005,0.01,0.008,0.003,0.002,0.005,0.003,0.004,0,0.002,0,0.001,0.006,0.004,0.008,0.003,0.004,0.004,0.004,0.002,0,0.006,0.002,0.002,0.292,0.228,0.212
DVU1419,0.002,0.004,0.005,0.001,0.003,0.003,0.004,0.003,0.004,0.004,0.006,0.002,0.001,0.002,0.006,0.002,0.003,0.003,0.005,0.005,0.002,0.003,0.006,0.004,0.006,0.007,0.006,0.005,0.001,0.004,0.005,0.005,0.007,0.005,0.006,0.003,0.007,0.007,0.007,0.005,0.006,0.008,0.006,0.005,0.001,0.005,0.006,0.003,0,0.001,0.001,0.001,0.005,0.002,0.006,0.001,0.005,0.007,0.006,0.004,0,0.004,0.005,0.002,0.297,0.219,0.224
DVU1420,0.001,0.004,0.003,0.001,0.004,0.003,0.004,0.003,0.004,0.003,0.007,0.001,0.001,0.001,0.007,0.002,0.003,0.002,0.006,0.004,0.001,0.004,0.009,0.003,0.007,0.007,0.008,0.005,0.001,0.006,0.007,0.003,0.004,0.007,0.006,0.004,0.009,0.007,0.009,0.006,0.005,0.012,0.004,0.005,0.001,0.004,0.006,0.004,0.001,0,0.001,0.001,0.002,0.003,0.006,0.005,0.005,0.008,0.007,0.002,0,0.006,0.002,0.001,0.297,0.231,0.207
DVU1421,0.006,0.003,0.01,0.003,0.002,0.005,0.004,0.002,0.003,0.008,0.003,0.003,0.002,0.004,0.004,0.002,0.007,0.003,0.005,0.005,0.003,0.005,0.01,0.004,0.007,0.008,0.006,0.004,0.002,0.005,0.005,0.001,0.008,0.004,0.003,0.002,0.009,0.007,0.007,0.005,0.003,0.005,0.003,0.003,0.003,0.004,0.005,0.002,0.001,0.002,0.001,0.002,0.005,0.004,0.005,0.003,0.003,0.007,0.002,0.003,0,0.004,0.001,0.001,0.302,0.228,0.21
DVU1422,0.002,0.005,0.009,0.001,0.003,0.004,0.005,0.003,0.002,0.005,0.006,0.002,0,0.004,0.003,0.001,0.008,0.004,0.005,0.005,0.007,0.008,0.01,0.006,0.006,0.011,0.004,0.007,0.002,0.007,0.005,0.005,0.006,0.005,0.002,0.002,0.006,0.012,0.005,0.006,0.003,0.008,0.003,0.002,0.001,0.006,0.003,0.002,0.001,0.002,0,0.001,0.005,0.007,0.008,0.003,0.004,0.005,0.003,0.001,0.001,0.005,0.002,0.001,0.291,0.231,0.206
DVU1423,0.001,0.003,0.005,0.001,0.003,0.005,0.007,0.002,0.003,0.003,0.005,0.001,0.001,0.005,0.003,0.002,0.004,0.006,0.005,0.006,0.006,0.005,0.006,0.006,0.006,0.007,0.01,0.005,0.001,0.006,0.004,0.004,0.005,0.006,0.002,0.003,0.007,0.009,0.008,0.004,0.005,0.011,0.007,0.003,0.002,0.006,0.003,0.001,0,0.002,0.001,0.001,0.005,0.003,0.009,0.003,0.003,0.005,0.004,0.002,0.001,0.003,0.003,0.002,0.296,0.229,0.213
