TACC_Dnase I.lag1,TACC_Dnase I.lag2,TACC_Nucleosome.lag1,TACC_Nucleosome.lag2,TACC_Dnase I.Nucleosome.lag.1,TACC_Dnase I.Nucleosome.lag.2,TACC_Nucleosome.Dnase I.lag.1,TACC_Nucleosome.Dnase I.lag.2
DVU2038,0.066,-0.073,0.255,-0.028,-0.084,0.025,-0.14,-0.058
DVU2039,0.003,-0.026,0.192,0.006,-0.087,0.009,-0.126,0.003
DVU2040,0.039,0.178,0.294,0.091,-0.229,-0.132,-0.184,-0.116
DVU2041,0.01,0.018,0.281,0.007,-0.125,0.01,-0.117,-0.068
DVU2042,0.017,0.067,0.281,-0.014,-0.147,-0.05,-0.149,-0.043
DVU2043,0.05,0.025,0.294,0.013,-0.158,-0.006,-0.184,-0.039
DVU2044,-0.061,0.202,0.37,0.128,-0.082,0.005,-0.048,-0.088
DVU2045,-0.099,0.101,0.232,-0.094,-0.133,0.061,-0.154,-0.059
DVU2046,0.083,0.081,0.482,0.148,-0.2,-0.06,-0.256,-0.102
DVU2047,-0.036,-0.034,0.224,0.03,-0.113,-0.095,-0.081,-0.058
DVU2048,-0.048,0.014,0.409,0.13,-0.13,-0.124,-0.147,-0.049
DVU2051,0.226,0.186,0.714,0.251,-0.155,-0.067,-0.062,-0.102
DVU2052,0.017,-0.009,0.25,0.005,-0.104,-0.007,-0.091,0.015
DVU2053,-0.021,0.024,0.281,0.082,-0.095,-0.019,-0.066,-0.06
DVU2054,0.078,0.174,0.599,0.298,-0.02,-0.013,-0.001,-0.135
DVU2055,0.022,0.022,0.277,0.028,-0.135,-0.032,-0.114,-0.003
DVU2056,-0.133,-0.053,0.237,0.026,-0.041,0.037,-0.123,0.007
DVU2057,0.033,0.016,0.295,0.064,-0.119,-0.042,-0.099,-0.008
DVU2058,-0.006,-0.025,0.286,0.08,-0.083,-0.064,-0.09,-0.024
DVU2059,0.027,-0.026,0.182,-0.077,-0.099,0.028,-0.09,0.058
DVU2060,-0.03,0.055,0.281,0.016,-0.118,-0.012,-0.145,0.034
DVU2061,0.02,-0.01,0.232,-0.011,-0.114,-0.013,-0.114,0.025
DVU2062,0.022,0.025,0.251,0.018,-0.113,-0.027,-0.132,-0.011
DVU2063,0.037,-0.003,0.205,-0.006,-0.096,0.006,-0.115,0
DVU2064,0.009,0.037,0.258,0.049,-0.13,-0.055,-0.098,-0.029
DVU2065,-0.038,0.131,0.368,-0.033,-0.207,-0.139,-0.125,-0.1
DVU2066,0.018,0.042,0.27,0.035,-0.125,-0.046,-0.117,-0.032
DVU2067,-0.018,0.01,0.2,-0.013,-0.087,0.002,-0.051,0
DVU2068,0.007,0.037,0.274,0.064,-0.142,-0.093,-0.08,-0.044
DVU4011,0.013,-0.015,0.345,0.06,-0.098,0.042,-0.146,0.003
DVU2069,0.006,0.004,0.235,0.039,-0.127,-0.027,-0.079,-0.025
DVU2070,-0.022,0.065,0.248,-0.037,-0.129,-0.024,-0.085,-0.012
DVU2071,-0.032,-0.002,0.186,0.013,-0.046,-0.003,-0.057,-0.015
DVU2072,0.03,0.046,0.248,0.038,-0.132,-0.035,-0.108,-0.037
DVU2073,0.039,-0.044,0.266,-0.003,-0.147,0.05,-0.149,0.006
DVU2074,0.036,0.05,0.337,0.064,-0.149,-0.03,-0.104,-0.017
DVU2075,-0.005,0.017,0.256,-0.003,-0.112,-0.02,-0.101,-0.006
DVU2076,0.033,0.055,0.257,0.015,-0.155,-0.044,-0.121,-0.027
DVU2077,-0.001,0.021,0.22,0.032,-0.105,-0.02,-0.091,-0.031
DVU2078,0.02,0.032,0.278,0.016,-0.165,-0.018,-0.109,-0.047
DVU2079,0.035,0.048,0.28,0.025,-0.161,-0.053,-0.115,-0.027
DVU4018,-0.035,0.028,0.313,0.074,-0.086,-0.046,-0.109,-0.019
DVU2081,0.178,0.195,0.535,0.287,-0.13,-0.101,-0.031,-0.027
DVU2082,-0.004,0.011,0.262,0.035,-0.133,-0.021,-0.116,-0.026
DVU2083,0.014,-0.001,0.241,0.001,-0.102,-0.002,-0.113,-0.004
DVU2084,0.016,0.002,0.252,0.009,-0.096,-0.008,-0.096,-0.026
DVU2085,0.049,0.006,0.252,0.025,-0.12,-0.02,-0.134,-0.011
DVU2086,0.007,0.046,0.223,-0.013,-0.122,-0.017,-0.066,-0.031
DVU2087,0.013,0.009,0.191,0.033,-0.101,0.001,-0.096,-0.025
DVU2088,-0.016,0.013,0.191,-0.005,-0.09,-0.035,-0.045,0.003
DVU2089,0.352,0.282,0.67,0.406,-0.39,-0.25,-0.302,-0.225
DVU2090,0.03,-0.043,0.233,-0.039,-0.102,0.051,-0.151,0.016
DVU2091,0.008,0.016,0.245,0.087,-0.106,-0.066,-0.102,-0.039
DVU2092,0.015,-0.02,0.219,-0.042,-0.101,0.019,-0.092,0.027
DVU2093,-0.044,0.017,0.251,0.043,-0.095,-0.027,-0.06,-0.02
DVU2094,-0.016,0.005,0.218,0.014,-0.064,-0.021,-0.052,0.023
DVU2095,0.041,0.026,0.348,0.064,-0.232,-0.059,-0.033,-0.039
DVU2097,0,0.028,0.254,0.009,-0.119,-0.053,-0.097,-0.016
DVU2098,0.022,0.027,0.271,0.039,-0.114,-0.043,-0.127,-0.026
DVU2099,0.039,0.023,0.29,0.024,-0.165,-0.041,-0.148,-0.032
DVU2100,0.038,0.087,0.284,0.04,-0.207,-0.088,-0.12,-0.053
DVU2101,0.009,0.013,0.223,-0.006,-0.1,-0.004,-0.084,0
DVU2102,-0.019,-0.012,0.24,0.02,-0.098,-0.003,-0.08,0.003
DVU2103,0,0.025,0.199,0.028,-0.113,-0.05,-0.065,-0.022
DVU2104,0,0.038,0.207,-0.035,-0.14,-0.04,-0.07,0.01
DVU2105,0.042,0.022,0.227,0.016,-0.138,-0.007,-0.123,-0.029
DVU2106,0.038,0.042,0.205,0.014,-0.13,-0.043,-0.103,-0.013
DVU2107,0.035,0.018,0.352,0.1,-0.103,-0.042,-0.121,-0.041
DVU2108,0.053,-0.014,0.222,-0.033,-0.151,-0.018,-0.086,0.043
DVU2109,-0.012,0.02,0.204,-0.008,-0.075,-0.022,-0.071,-0.002
DVU2110,-0.024,-0.027,0.193,-0.006,-0.098,0.015,-0.035,0.018
DVU2111,0.044,0.028,0.237,0.01,-0.126,-0.034,-0.14,-0.016
DVU2112,0.05,0.025,0.283,0.058,-0.173,-0.047,-0.14,-0.03
DVU2113,-0.009,-0.027,0.224,0.056,-0.094,-0.006,-0.037,-0.008
DVU2114,0.046,0.048,0.276,0.015,-0.143,-0.047,-0.129,-0.01
DVU2115,0.24,0.141,0.555,0.289,0.029,0.086,0.118,0.166
DVU2116,-0.006,-0.056,0.194,0.008,-0.147,0.015,-0.019,0.049
DVU2117,0.001,-0.025,0.308,0.031,-0.1,0.051,-0.105,-0.004
DVU2118,-0.015,-0.027,0.154,-0.013,-0.036,0.023,-0.076,0.014
DVU2119,0.015,0.039,0.239,0.045,-0.105,-0.06,-0.086,-0.023
DVU2120,0.051,0.018,0.237,0.017,-0.136,-0.03,-0.132,-0.012
DVU2121,0.018,0.016,0.238,0.013,-0.125,-0.036,-0.1,0.023
DVU2122,0.026,0.001,0.21,-0.017,-0.1,-0.004,-0.137,0.001
DVU2123,0.02,-0.009,0.234,0.041,-0.111,-0.014,-0.125,-0.021
DVU2124,0.041,0.019,0.258,0.035,-0.122,0.003,-0.12,-0.017
DVU2125,0.002,-0.028,0.227,-0.011,-0.086,0.026,-0.08,0.03
DVU2126,0.013,-0.005,0.247,0.031,-0.098,0.016,-0.085,-0.034
DVU2127,0.026,0.032,0.176,0.002,-0.117,-0.024,-0.104,-0.013
DVU2128,0.1,-0.025,0.325,0.055,-0.186,-0.012,-0.188,-0.01
DVU2129,0.001,-0.004,0.213,-0.01,-0.096,0.002,-0.094,0.022
DVU2130,0.006,0.014,0.221,-0.002,-0.132,0.015,-0.074,-0.02
DVU2131,-0.001,0.002,0.17,0.028,-0.081,-0.012,-0.072,-0.001
DVU2132,-0.04,0.019,0.36,0.033,-0.12,-0.041,-0.132,0.004
DVU2133,-0.003,0.002,0.229,0.03,-0.125,-0.014,-0.082,-0.023
DVU2134,0.26,0.006,0.585,0.123,-0.304,-0.046,-0.255,-0.002
DVU2135,0.056,0.008,0.257,0.041,-0.113,0.008,-0.183,-0.061
DVU2136,0.001,0.081,0.27,0.08,-0.149,-0.091,-0.134,-0.062
DVU2137,0.007,0.031,0.218,0.031,-0.123,-0.041,-0.071,-0.016
DVU2138,-0.004,-0.013,0.211,0.022,-0.108,-0.016,-0.09,-0.002
DVU2139,-0.005,0.006,0.227,0.011,-0.09,-0.013,-0.07,-0.004
DVU2140,-0.008,-0.031,0.239,-0.006,-0.091,0.035,-0.068,0.001
DVU2141,0.035,0.045,0.272,0.038,-0.132,-0.044,-0.128,-0.032
DVU2142,0.01,0.002,0.197,-0.007,-0.087,-0.011,-0.094,0.029
DVU2143,0.033,-0.013,0.226,0.014,-0.129,-0.003,-0.097,0.02
DVU2144,-0.001,-0.014,0.188,0.006,-0.075,-0.002,-0.086,-0.001
DVU2145,0.063,0.048,0.379,0.077,-0.159,-0.049,-0.113,-0.03
DVU2146,0.194,0.12,0.667,0.171,-0.28,-0.101,-0.279,-0.059
DVU2147,0.001,0.004,0.237,-0.034,-0.105,-0.001,-0.064,0.007
DVU2148,-0.003,0.049,0.228,0.041,-0.104,-0.051,-0.097,-0.03
DVU2149,0.015,0.026,0.201,0.011,-0.112,-0.028,-0.078,-0.013
DVU2150,0.01,-0.022,0.236,0.026,-0.122,-0.017,-0.088,-0.01
DVU2151,0.086,0.038,0.284,0.002,-0.127,-0.019,-0.166,-0.021
DVU2152,0.022,0.019,0.325,0.082,-0.103,-0.065,-0.124,-0.052
DVU2153,-0.005,-0.026,0.162,-0.024,-0.068,0.034,-0.06,0.008
DVU2154,-0.012,-0.016,0.132,-0.017,-0.058,0.003,-0.055,0.004
DVU2155,-0.047,-0.021,0.177,0.028,-0.075,0.013,-0.078,-0.019
DVU2156,-0.015,-0.01,0.188,-0.06,-0.105,0.015,-0.075,0.043
DVU2157,0.002,0.011,0.234,-0.007,-0.093,-0.001,-0.114,0.006
DVU2158,0.058,0.091,0.29,0.071,-0.161,-0.075,-0.194,-0.072
DVU2159,0.007,0.008,0.205,0.005,-0.124,-0.022,-0.086,0.002
DVU2160,0.009,-0.024,0.156,-0.023,-0.068,0.01,-0.076,0.019
DVU2161,0.004,0.013,0.267,0.004,-0.095,0.021,-0.108,-0.034
DVU2162,-0.006,-0.005,0.212,-0.034,-0.127,-0.012,-0.076,0.01
DVU2163,0,0.025,0.149,-0.054,-0.112,-0.008,-0.033,0.023
DVU2164,0.013,0.032,0.287,0.036,-0.108,-0.032,-0.123,-0.008
DVU2165,-0.004,-0.005,0.236,0.02,-0.118,-0.012,-0.055,-0.011
DVU2166,0.003,0.114,0.21,-0.011,-0.119,-0.078,-0.06,-0.032
DVU2167,0.055,0.185,0.22,0.006,-0.237,-0.165,-0.205,-0.019
DVU2168,0.034,-0.011,0.213,0.02,-0.109,0.002,-0.14,-0.006
DVU2169,-0.008,-0.031,0.213,-0.01,-0.113,0.046,-0.1,-0.02
DVU2170,0.014,0.012,0.252,-0.041,-0.11,0.022,-0.134,-0.007
DVU2171,0.013,-0.026,0.238,-0.018,-0.094,0.025,-0.105,0.02
DVU2172,0.012,0.042,0.244,0.029,-0.121,-0.005,-0.146,-0.065
DVU2173,0.189,0.065,0.697,0.396,-0.501,-0.373,-0.241,-0.241
DVU2174,0.171,0.152,0.659,0.258,-0.249,-0.19,-0.08,-0.057
DVU2175,0.07,0.051,0.48,0.139,-0.172,-0.07,-0.176,-0.079
DVU2176,0.081,-0.111,0.372,0.044,-0.171,-0.096,-0.242,0.054
DVU2177,0.131,0.16,0.559,0.144,-0.21,-0.146,-0.117,-0.128
DVU2178,0.005,0.016,0.308,0.004,-0.152,-0.016,-0.141,-0.084
DVU2179,0.025,0.056,0.449,0.14,-0.234,-0.06,-0.221,-0.19
DVU2180,0.215,0.046,0.712,0.176,-0.266,-0.114,-0.188,-0.069
DVU2181,0.058,-0.02,0.323,0.073,-0.156,-0.067,-0.164,-0.02
DVU2182,0.394,0.401,0.697,0.365,-0.479,-0.351,-0.536,-0.404
DVU2183,0.276,0.119,0.64,0.236,-0.34,-0.171,-0.412,-0.248
DVU2184,-0.011,0.012,0.206,-0.06,-0.13,0.025,-0.037,-0.02
DVU2185,0.002,-0.022,0.242,-0.013,-0.125,0.018,-0.105,0.013
DVU2186,0.024,0.007,0.243,0.004,-0.151,-0.015,-0.131,-0.012
DVU2187,-0.002,-0.058,0.26,0,-0.122,0.037,-0.105,-0.002
DVU2188,0.009,-0.013,0.232,0,-0.108,0,-0.096,0.004
DVU2189,0.014,-0.034,0.354,0.074,-0.168,-0.006,-0.15,-0.007
DVU2190,0.034,0.105,0.293,-0.113,-0.192,-0.024,-0.169,-0.012
DVU4014,0.048,-0.022,0.326,0.028,-0.156,0.002,-0.138,0.004
DVU2191,0.14,0.15,0.554,0.241,-0.027,0.015,-0.025,0.02
DVU2192,0.023,0.033,0.112,-0.044,-0.108,-0.054,-0.086,0.006
DVU2193,0.037,-0.018,0.26,-0.043,-0.091,0.054,-0.118,0.03
DVU2194,0,-0.01,0.194,-0.024,-0.066,0.012,-0.096,0.018
DVU2195,-0.026,0.001,0.289,-0.019,-0.081,0.024,-0.102,-0.017
DVU2196,0.076,0.017,0.356,0.006,-0.222,-0.032,-0.202,-0.004
DVU2197,-0.023,0.044,0.227,0.053,-0.077,-0.046,-0.052,-0.029
DVU2198,0.045,0.066,0.443,0.099,-0.157,-0.068,-0.179,-0.032
DVU2199,0.028,-0.034,0.513,0.117,-0.174,0.025,-0.181,-0.06
DVU2200,-0.1,0.13,0.315,0.019,-0.126,-0.087,-0.092,-0.059
DVU2201,0.024,0.047,0.28,0.062,-0.134,-0.058,-0.107,-0.082
DVU2202,0.02,0.044,0.249,0.045,-0.141,-0.032,-0.069,-0.032
DVU2203,-0.011,0.026,0.26,0.073,-0.103,-0.053,-0.061,-0.031
DVU2204,-0.019,0.002,0.231,0.006,-0.118,-0.02,-0.09,0.012
DVU2205,-0.011,-0.027,0.224,0.023,-0.111,0.015,-0.06,-0.008
DVU2206,-0.008,0.031,0.255,0.086,-0.125,-0.041,-0.089,-0.017
DVU2207,0.09,0.026,0.468,0.168,0.025,0.124,0.072,0.134
DVU2208,-0.026,-0.074,0.424,0.098,-0.003,0.16,0.104,0.132
DVU2209,0.034,0.011,0.231,0.018,-0.105,-0.012,-0.1,-0.032
DVU2210,0.008,0.041,0.231,0.009,-0.122,-0.054,-0.09,-0.004
DVU2211,0.03,0.04,0.31,0.052,-0.158,-0.056,-0.126,-0.037
DVU2212,0.128,0.027,0.413,0.14,-0.167,-0.044,-0.257,-0.086
DVU2213,-0.021,0.067,0.203,0.031,-0.068,-0.036,-0.115,-0.059
DVU2214,0.053,0.033,0.282,0.083,-0.147,-0.106,-0.185,-0.034
DVU2215,0.044,0.15,0.34,0.034,-0.23,-0.098,-0.046,-0.046
DVU2216,0.158,0.142,0.363,0.09,-0.25,-0.092,-0.312,-0.15
DVU2217,-0.046,-0.013,0.277,-0.004,-0.098,-0.058,-0.062,-0.023
DVU2218,0.033,0.045,0.269,0.014,-0.152,-0.032,-0.105,-0.037
DVU2219,0.177,0.215,0.454,0.205,-0.289,-0.207,-0.302,-0.2
DVU2220,-0.001,0.065,0.264,0.137,-0.124,-0.058,-0.096,-0.118
DVU2221,0.011,0.093,0.292,0.044,-0.129,-0.152,-0.144,-0.004
DVU2222,0.028,0.044,0.255,0.012,-0.139,-0.033,-0.109,-0.038
DVU2223,0.007,0.008,0.33,-0.015,-0.121,0.037,-0.191,-0.033
DVU2224,0.032,0.026,0.219,0.015,-0.127,-0.046,-0.075,-0.006
DVU2225,0.014,-0.007,0.246,0.023,-0.113,0.001,-0.081,-0.018
DVU2226,0.027,0.029,0.24,0.013,-0.124,-0.014,-0.108,-0.028
DVU2227,0.034,0.015,0.349,-0.022,-0.183,-0.006,-0.141,0.009
DVU2228,0.012,0.039,0.293,0.068,-0.11,-0.059,-0.104,-0.032
DVU2229,-0.024,0.019,0.28,0.067,-0.092,-0.056,-0.092,-0.034
DVU2230,0.069,0.016,0.263,0.032,-0.161,-0.011,-0.147,-0.029
DVU2231,0.016,-0.021,0.228,0.023,-0.096,-0.015,-0.088,0.003
DVU2232,0.022,0.02,0.27,-0.056,-0.114,-0.015,-0.126,0.052
DVU2233,0,0.006,0.244,0.071,-0.112,-0.018,-0.076,-0.029
DVU2234,-0.022,-0.022,0.199,-0.024,-0.086,0.011,-0.072,0.034
DVU2235,0.017,0.048,0.252,0.064,-0.128,-0.07,-0.148,-0.037
DVU2236,0.017,-0.049,0.195,-0.033,-0.173,0.053,-0.102,-0.009
DVU2237,-0.02,0.004,0.229,-0.043,-0.077,0.024,-0.062,0.012
DVU2238,0,-0.032,0.239,0.061,-0.049,-0.001,-0.053,0.015
DVU2239,-0.021,0.015,0.209,0.044,-0.063,-0.028,-0.053,-0.027
DVU2240,-0.016,-0.012,0.189,-0.004,-0.072,0.005,-0.08,0.01
DVU2241,0.021,0.021,0.282,0.024,-0.102,-0.011,-0.072,0.03
DVU2242,-0.007,-0.057,0.214,-0.021,-0.081,0.026,-0.064,0.043
DVU2243,-0.017,0.001,0.264,0.02,-0.104,-0.021,-0.083,0
DVU2244,0.01,-0.023,0.261,0.014,-0.092,-0.007,-0.099,0.012
DVU2245,-0.014,-0.031,0.263,0.037,-0.063,-0.01,-0.018,0.025
DVU4006,0.002,0.056,0.228,0.006,-0.13,-0.034,-0.117,-0.025
DVU2246,0.019,0.028,0.216,-0.017,-0.109,-0.019,-0.104,0.001
DVU2247,0.003,0.045,0.264,-0.027,-0.139,-0.019,-0.076,-0.001
DVU2248,-0.076,-0.044,0.371,0.121,-0.05,0.063,-0.141,-0.068
DVU2249,0.091,0.193,0.465,0.14,-0.033,-0.02,-0.11,-0.308
DVU2250,0.023,0.001,0.25,-0.005,-0.104,-0.012,-0.091,0.01
DVU2251,0.027,0.093,0.242,0.01,-0.154,-0.117,-0.036,0.006
DVU2252,0.027,0.031,0.294,0.044,-0.128,-0.047,-0.117,-0.03
DVU2253,-0.018,0.03,0.349,0.048,0.002,-0.16,-0.102,0.002
DVU2254,0.016,0.026,0.264,0,-0.104,-0.052,-0.085,-0.002
DVU2255,0.027,0.037,0.241,0.021,-0.132,-0.036,-0.101,-0.01
DVU2256,0.024,-0.009,0.196,0.012,-0.082,-0.019,-0.078,0.006
DVU2257,0.052,0.065,0.331,0.004,-0.129,-0.079,-0.088,0.047
DVU2258,-0.009,0.021,0.225,-0.034,-0.091,0.009,-0.081,-0.022
DVU2259,0.033,-0.013,0.253,-0.026,-0.128,0.017,-0.13,0.027
DVU2260,0.074,0.006,0.365,0.125,-0.187,-0.087,-0.167,-0.028
DVU2261,-0.017,0.025,0.177,-0.007,-0.064,-0.018,-0.079,0.007
DVU2262,-0.019,-0.019,0.38,0.232,-0.196,-0.042,-0.218,-0.109
DVU2263,0.028,0.052,0.379,0.079,-0.151,-0.031,-0.124,-0.074
DVU2264,0.125,-0.081,0.526,0.222,-0.172,-0.054,-0.076,0.082
DVU2265,-0.018,-0.199,0.421,0.141,0.043,0.123,0.106,0.175
DVU2266,0.093,-0.093,0.511,0.217,-0.168,-0.043,-0.036,0.012
DVU2267,0.022,-0.001,0.203,0.028,-0.177,-0.043,-0.086,0.001
DVU2268,-0.114,-0.055,0.062,-0.11,-0.07,0.067,0.004,0.017
DVU2269,0.094,0.193,0.375,0.108,-0.251,-0.131,-0.097,-0.109
DVU2270,-0.002,0.036,0.214,0.128,-0.167,-0.089,-0.101,-0.041
DVU2271,0.024,0.021,0.278,0.064,-0.153,-0.051,-0.109,-0.025
DVU2272,0.017,-0.002,0.222,0.008,-0.114,-0.009,-0.123,-0.007
DVU2273,0.187,0.143,0.587,0.31,-0.048,-0.039,-0.042,-0.015
DVU2274,0.38,0.338,0.718,0.433,-0.206,-0.087,-0.105,-0.156
DVU2275,0.025,0.012,0.249,0.041,-0.132,-0.018,-0.096,-0.017
DVU2276,-0.03,-0.017,0.23,0.006,-0.096,-0.001,-0.072,0.007
DVU2277,0.026,0.018,0.281,0.016,-0.165,-0.036,-0.128,0.023
DVU2278,0.005,-0.014,0.253,0.018,-0.057,0.033,-0.043,0.023
DVU2279,0.16,0.176,0.665,0.394,-0.348,-0.268,-0.263,-0.281
DVU2280,0.012,0.017,0.215,0.055,-0.125,-0.033,-0.09,-0.033
DVU2281,-0.015,0.032,0.251,0.029,-0.123,-0.04,-0.061,-0.005
DVU2282,0.019,-0.004,0.213,0.01,-0.093,0.014,-0.093,-0.004
DVU2283,-0.018,-0.162,0.201,-0.046,-0.109,0.063,0.016,-0.177
DVU2284,-0.011,-0.035,0.265,-0.021,-0.059,0.015,-0.06,0.019
DVU2285,-0.014,0.02,0.236,0.018,-0.071,-0.018,-0.064,-0.02
DVU2286,0.004,-0.022,0.192,-0.013,-0.074,0.02,-0.07,0.021
DVU2288,0.015,-0.004,0.206,-0.008,-0.09,0.011,-0.095,-0.004
DVU2289,-0.027,-0.028,0.182,-0.072,-0.038,0.041,-0.063,0.055
DVU2290,-0.025,-0.037,0.172,-0.037,-0.071,0.007,-0.084,0.05
DVU2291,0.022,-0.013,0.192,0.022,-0.097,-0.009,-0.081,-0.006
DVU2292,0.001,0.078,0.19,0.014,-0.075,-0.049,-0.112,-0.045
DVU2293,0.018,0.04,0.19,-0.003,-0.065,-0.032,-0.067,0
DVU2294,0.012,-0.014,0.275,0.016,-0.139,-0.013,-0.112,0.001
DVU2295,-0.007,0.045,0.259,0.072,-0.1,-0.056,-0.094,-0.034
DVU2296,0.017,0.056,0.24,0.049,-0.124,-0.069,-0.138,-0.044
DVU2297,0.016,0.026,0.234,0.03,-0.14,-0.051,-0.13,-0.002
DVU2298,-0.015,0.001,0.168,-0.012,-0.057,0.002,-0.065,-0.004
DVU2299,0.035,0.004,0.191,0.014,-0.076,-0.007,-0.11,-0.025
DVU2300,0.008,0.109,0.484,0.09,-0.017,-0.187,0.043,0.042
DVU2301,-0.049,-0.091,0.184,-0.094,-0.02,0.092,-0.001,0.095
DVU2302,-0.02,0.004,0.192,-0.001,-0.081,-0.004,-0.059,-0.011
DVU2303,-0.004,-0.012,0.219,-0.035,-0.076,0.02,-0.106,0.025
DVU2304,0.216,0.108,0.512,0.225,-0.317,-0.112,-0.346,-0.208
DVU2305,0.061,0.031,0.292,0.053,-0.124,-0.027,-0.173,-0.057
DVU2306,-0.011,-0.017,0.228,0.045,-0.048,-0.018,-0.065,-0.023
DVU2307,0.037,0.027,0.262,-0.015,-0.164,0.024,-0.127,-0.019
DVU2308,-0.008,0.004,0.263,0.033,-0.093,0.01,-0.064,-0.013
DVU2309,0.015,0.008,0.201,0.006,-0.095,-0.001,-0.098,-0.02
DVU2310,0.029,0.011,0.246,0.034,-0.126,-0.019,-0.124,0.001
DVU4009,0.068,0.045,0.315,0.047,-0.134,-0.054,-0.171,-0.036
DVU2312,0.047,0.017,0.319,0.037,-0.156,-0.03,-0.113,-0.024
DVU2313,0.016,0.018,0.302,0.041,-0.105,-0.018,-0.12,0.005
DVU2314,-0.01,-0.025,0.299,-0.025,-0.036,0.05,-0.116,0.009
DVU2315,-0.039,0.018,0.207,-0.003,-0.127,-0.029,-0.039,0.002
DVU2316,0.043,0.013,0.259,0.029,-0.128,-0.023,-0.142,-0.019
DVU2317,0.024,-0.001,0.266,0.037,-0.109,-0.028,-0.121,-0.019
DVU2318,0.049,0.047,0.322,0.023,-0.172,-0.089,-0.179,0
DVU2319,0.065,0.04,0.183,-0.03,-0.116,-0.008,-0.148,-0.002
DVU2320,0.011,-0.023,0.203,-0.004,-0.078,0.007,-0.077,0.014
DVU2321,0.113,0.052,0.368,0.113,-0.214,-0.065,-0.152,-0.033
DVU2322,-0.007,0.008,0.251,0.033,-0.091,-0.019,-0.076,-0.018
DVU2323,0.11,0.051,0.291,0.023,-0.205,-0.068,-0.177,-0.033
DVU2324,-0.015,-0.004,0.187,-0.014,-0.1,-0.01,-0.06,0.014
DVU2325,0.081,0.015,0.252,-0.056,-0.141,0.004,-0.152,0.04
DVU2326,0.046,-0.014,0.237,-0.052,-0.16,0.04,-0.144,0.005
DVU4016,-0.029,0.029,0.265,0.067,-0.093,-0.025,-0.068,-0.053
DVU2328,0.107,0.095,0.335,0.022,-0.227,-0.11,-0.183,-0.042
DVU2329,0.041,0.016,0.235,-0.017,-0.1,-0.023,-0.105,0.006
DVU2330,-0.006,-0.025,0.201,0.012,-0.064,0.027,-0.089,0.014
DVU2331,0.029,0.023,0.26,0.033,-0.14,-0.032,-0.136,-0.027
DVU2332,-0.035,-0.01,0.226,-0.05,-0.118,0.054,-0.03,0.016
DVU2333,0.026,0.065,0.341,0,-0.21,-0.094,-0.11,0.023
DVU2334,0.011,-0.006,0.19,0.05,-0.07,-0.032,-0.057,-0.019
DVU2335,-0.014,0.012,0.222,0.011,-0.101,-0.016,-0.084,-0.017
DVU2336,0.043,0.04,0.255,0.04,-0.157,-0.042,-0.127,-0.035
DVU2337,0.044,0.013,0.308,0.075,-0.149,-0.041,-0.131,-0.022
DVU2338,0.016,0.012,0.252,0.018,-0.143,-0.013,-0.074,-0.003
DVU2339,-0.002,0.001,0.254,0.015,-0.083,0.003,-0.114,-0.007
DVU2340,0.021,0.07,0.374,0.132,-0.17,-0.155,-0.15,-0.053
DVU2341,0.04,0.012,0.313,0.055,-0.148,-0.058,-0.123,-0.006
DVU2342,0.011,0.028,0.197,-0.014,-0.145,-0.027,-0.071,-0.026
DVU2343,0.047,0.009,0.245,0.044,-0.15,-0.045,-0.121,-0.01
DVU2344,0.205,0.339,0.58,0.323,-0.389,-0.339,-0.438,-0.248
DVU2345,-0.018,-0.01,0.252,0.077,-0.15,-0.032,-0.053,-0.026
DVU2346,-0.001,0.039,0.383,0.094,-0.142,-0.108,-0.085,0.014
DVU2347,-0.029,-0.003,0.241,0.004,-0.113,-0.015,-0.072,0.016
DVU2348,0.006,0.005,0.261,0.021,-0.097,-0.036,-0.068,-0.008
DVU2349,0.014,-0.005,0.241,0.022,-0.1,-0.013,-0.109,-0.01
DVU2350,0.021,0.02,0.219,0.016,-0.109,-0.043,-0.104,-0.007
DVU2351,0.12,0.049,0.407,0.11,-0.157,-0.03,-0.167,-0.088
DVU2352,0.007,-0.008,0.186,-0.024,-0.095,0.005,-0.042,0.012
DVU2353,-0.001,-0.018,0.192,-0.014,-0.057,-0.005,-0.052,0.033
DVU2354,0.018,0.021,0.225,-0.013,-0.085,-0.01,-0.127,-0.005
DVU2355,-0.045,0.033,0.232,0.04,-0.079,-0.045,-0.065,-0.056
DVU2356,-0.012,0.002,0.254,0.071,-0.112,-0.017,-0.078,-0.029
DVU2357,0.005,-0.008,0.243,0.023,-0.058,-0.008,-0.052,-0.002
DVU2359,0.037,0.023,0.261,0.051,-0.114,-0.039,-0.137,-0.021
DVU2360,0,0.043,0.259,0.022,-0.149,-0.029,-0.093,-0.014
DVU2361,0.001,0.025,0.211,0.127,-0.106,-0.132,-0.037,-0.045
DVU2362,-0.05,-0.033,0.15,-0.033,-0.05,0.029,-0.041,0.004
DVU2363,-0.032,-0.045,0.169,0.004,-0.05,0.007,-0.055,0.034
DVU2364,0.018,-0.004,0.27,0.035,-0.109,0.002,-0.065,0.001
DVU2365,-0.027,0.001,0.207,-0.027,-0.033,0.008,-0.03,0.043
DVU2366,-0.032,-0.014,0.215,0.018,-0.078,-0.005,-0.09,0.029
DVU2367,0.039,0.005,0.221,-0.017,-0.088,-0.003,-0.094,-0.01
