PseDNC_Xc1.AA,PseDNC_Xc1.AC,PseDNC_Xc1.AG,PseDNC_Xc1.AT,PseDNC_Xc1.CA,PseDNC_Xc1.CC,PseDNC_Xc1.CG,PseDNC_Xc1.CT,PseDNC_Xc1.GA,PseDNC_Xc1.GC,PseDNC_Xc1.GG,PseDNC_Xc1.GT,PseDNC_Xc1.TA,PseDNC_Xc1.TC,PseDNC_Xc1.TG,PseDNC_Xc1.TT,PseDNC_Xc2.lambda.1,PseDNC_Xc2.lambda.2,PseDNC_Xc2.lambda.3
DVU2219,0.064,0.018,0.059,0.05,0.05,0.059,0.041,0.059,0.055,0.069,0.064,0.046,0.018,0.064,0.073,0.027,0.072,0.058,0.051
DVU2220,0.039,0.051,0.06,0.054,0.06,0.042,0.072,0.042,0.078,0.066,0.063,0.036,0.027,0.057,0.048,0.012,0.081,0.059,0.057
DVU2221,0.035,0.052,0.035,0.041,0.064,0.081,0.081,0.052,0.052,0.081,0.07,0.023,0.012,0.064,0.041,0.029,0.075,0.055,0.056
DVU2222,0.044,0.055,0.055,0.023,0.067,0.069,0.093,0.027,0.052,0.085,0.07,0.049,0.012,0.047,0.04,0.02,0.077,0.063,0.052
DVU2223,0.04,0.043,0.048,0.021,0.038,0.059,0.095,0.057,0.067,0.088,0.079,0.04,0.007,0.059,0.052,0.024,0.07,0.056,0.055
DVU2224,0.036,0.053,0.055,0.029,0.051,0.042,0.084,0.04,0.065,0.071,0.079,0.055,0.02,0.051,0.052,0.025,0.079,0.056,0.058
DVU2225,0.027,0.048,0.045,0.032,0.059,0.07,0.093,0.041,0.049,0.088,0.068,0.045,0.016,0.057,0.045,0.023,0.079,0.057,0.058
DVU2226,0.032,0.053,0.044,0.031,0.06,0.063,0.094,0.046,0.052,0.081,0.073,0.042,0.016,0.066,0.037,0.018,0.077,0.057,0.058
DVU2227,0.037,0.048,0.049,0.035,0.055,0.051,0.08,0.038,0.066,0.079,0.079,0.042,0.011,0.048,0.057,0.037,0.075,0.058,0.056
DVU2228,0.039,0.054,0.04,0.023,0.044,0.055,0.095,0.047,0.063,0.07,0.063,0.054,0.01,0.062,0.052,0.041,0.074,0.059,0.053
DVU2229,0.029,0.036,0.041,0.049,0.068,0.075,0.08,0.047,0.043,0.087,0.058,0.036,0.015,0.071,0.046,0.027,0.079,0.061,0.053
DVU2230,0.025,0.046,0.029,0.033,0.062,0.083,0.087,0.046,0.037,0.093,0.077,0.043,0.009,0.056,0.058,0.022,0.078,0.056,0.06
DVU2231,0.034,0.062,0.037,0.027,0.055,0.079,0.111,0.04,0.061,0.081,0.051,0.042,0.011,0.063,0.036,0.018,0.078,0.058,0.056
DVU2232,0.026,0.06,0.033,0.02,0.04,0.102,0.11,0.06,0.062,0.117,0.053,0.018,0.009,0.033,0.055,0.015,0.075,0.057,0.055
DVU2233,0.018,0.049,0.024,0.03,0.045,0.062,0.096,0.049,0.044,0.082,0.08,0.057,0.015,0.059,0.062,0.03,0.081,0.058,0.058
DVU2234,0.021,0.05,0.035,0.028,0.059,0.077,0.098,0.047,0.045,0.104,0.075,0.037,0.01,0.05,0.052,0.02,0.079,0.06,0.054
DVU2235,0.039,0.047,0.039,0.027,0.047,0.078,0.102,0.059,0.063,0.09,0.043,0.035,0.004,0.07,0.047,0.027,0.071,0.065,0.046
DVU2236,0.039,0.063,0.031,0.039,0.071,0.063,0.063,0.055,0.063,0.055,0.063,0.031,0,0.071,0.055,0.055,0.07,0.053,0.06
DVU2237,0.013,0.032,0.026,0.025,0.033,0.07,0.08,0.059,0.038,0.108,0.106,0.054,0.013,0.031,0.093,0.025,0.079,0.058,0.056
DVU2238,0.012,0.061,0.029,0.032,0.061,0.091,0.091,0.051,0.046,0.083,0.071,0.037,0.015,0.059,0.046,0.025,0.078,0.056,0.058
DVU2239,0.019,0.042,0.028,0.032,0.054,0.066,0.097,0.047,0.041,0.096,0.083,0.049,0.009,0.06,0.06,0.023,0.079,0.06,0.054
DVU2240,0.02,0.052,0.025,0.03,0.056,0.073,0.103,0.036,0.043,0.096,0.086,0.049,0.008,0.048,0.06,0.016,0.082,0.058,0.057
DVU2241,0.017,0.044,0.027,0.027,0.042,0.085,0.098,0.047,0.043,0.102,0.08,0.046,0.013,0.042,0.066,0.028,0.079,0.057,0.059
DVU2242,0.018,0.06,0.022,0.027,0.048,0.077,0.11,0.037,0.051,0.095,0.088,0.043,0.009,0.04,0.059,0.021,0.081,0.059,0.055
DVU2243,0.02,0.054,0.027,0.027,0.05,0.073,0.085,0.052,0.042,0.085,0.092,0.045,0.015,0.048,0.061,0.028,0.077,0.059,0.058
DVU2244,0.015,0.055,0.029,0.028,0.054,0.087,0.088,0.059,0.042,0.096,0.079,0.031,0.016,0.051,0.052,0.024,0.077,0.058,0.058
DVU2245,0.017,0.05,0.023,0.037,0.05,0.085,0.118,0.027,0.052,0.101,0.083,0.035,0.008,0.044,0.046,0.027,0.079,0.059,0.056
DVU4006,0.045,0.045,0.045,0.031,0.038,0.062,0.086,0.048,0.069,0.073,0.069,0.045,0.014,0.055,0.055,0.035,0.074,0.053,0.059
DVU2246,0.028,0.055,0.034,0.023,0.054,0.086,0.104,0.043,0.05,0.096,0.069,0.041,0.007,0.05,0.05,0.021,0.077,0.056,0.056
DVU2247,0.033,0.039,0.053,0.029,0.051,0.055,0.063,0.041,0.054,0.068,0.08,0.067,0.014,0.047,0.075,0.037,0.077,0.058,0.056
DVU2248,0.038,0.038,0.031,0.054,0.046,0.054,0.062,0.038,0.054,0.038,0.062,0.069,0.023,0.069,0.069,0.054,0.081,0.058,0.06
DVU2249,0.035,0.041,0.052,0.041,0.052,0.035,0.035,0.058,0.064,0.07,0.105,0.035,0.023,0.035,0.076,0.058,0.074,0.054,0.057
DVU2250,0.024,0.053,0.038,0.028,0.052,0.074,0.097,0.045,0.052,0.087,0.069,0.043,0.014,0.054,0.048,0.029,0.078,0.058,0.057
DVU2251,0.029,0.05,0.043,0.037,0.05,0.059,0.085,0.046,0.057,0.073,0.07,0.046,0.021,0.057,0.05,0.029,0.079,0.057,0.061
DVU2252,0.03,0.044,0.039,0.029,0.053,0.069,0.102,0.049,0.05,0.089,0.047,0.05,0.009,0.07,0.049,0.032,0.077,0.059,0.055
DVU2253,0.048,0.075,0.061,0.053,0.105,0.044,0.018,0.044,0.053,0.044,0.044,0.031,0.031,0.048,0.048,0.053,0.081,0.059,0.061
DVU2254,0.023,0.035,0.045,0.036,0.058,0.06,0.092,0.042,0.048,0.095,0.058,0.049,0.01,0.061,0.056,0.038,0.078,0.058,0.058
DVU2255,0.02,0.05,0.04,0.035,0.056,0.071,0.099,0.047,0.052,0.091,0.067,0.039,0.017,0.061,0.042,0.014,0.08,0.059,0.06
DVU2256,0.027,0.045,0.04,0.021,0.048,0.048,0.104,0.052,0.047,0.095,0.088,0.048,0.011,0.064,0.047,0.027,0.077,0.053,0.057
DVU2257,0.01,0.015,0.026,0.021,0.021,0.103,0.046,0.087,0.026,0.098,0.041,0.072,0.015,0.041,0.123,0.067,0.076,0.05,0.062
DVU2258,0.019,0.04,0.037,0.026,0.048,0.058,0.102,0.04,0.038,0.099,0.096,0.056,0.016,0.051,0.054,0.019,0.08,0.06,0.059
DVU2259,0.059,0.053,0.058,0.028,0.064,0.06,0.087,0.028,0.066,0.087,0.07,0.039,0.008,0.039,0.049,0.013,0.076,0.06,0.054
DVU2260,0.042,0.049,0.057,0.028,0.054,0.061,0.075,0.042,0.063,0.07,0.069,0.046,0.016,0.053,0.048,0.038,0.073,0.059,0.055
DVU2261,0.018,0.069,0.026,0.024,0.06,0.1,0.099,0.056,0.049,0.099,0.053,0.028,0.01,0.047,0.052,0.018,0.079,0.058,0.055
DVU2262,0.057,0.064,0.064,0.032,0.051,0.019,0.045,0.064,0.089,0.057,0.076,0.032,0.019,0.038,0.07,0.038,0.073,0.054,0.058
DVU2263,0.034,0.058,0.031,0.037,0.058,0.055,0.079,0.043,0.042,0.08,0.082,0.042,0.025,0.042,0.055,0.034,0.083,0.061,0.059
DVU2264,0.044,0.039,0.034,0.088,0.059,0.024,0.024,0.029,0.024,0.049,0.049,0.064,0.083,0.024,0.073,0.034,0.109,0.07,0.076
DVU2265,0.023,0.03,0.03,0.068,0.053,0.03,0.061,0.045,0.045,0.068,0.038,0.068,0.023,0.061,0.099,0.045,0.091,0.059,0.061
DVU2266,0.025,0.013,0.038,0.075,0.038,0.031,0.05,0.063,0.05,0.063,0.069,0.038,0.038,0.075,0.069,0.069,0.082,0.057,0.061
DVU2267,0.052,0.063,0.038,0.038,0.049,0.038,0.082,0.041,0.074,0.06,0.052,0.052,0.016,0.049,0.066,0.03,0.081,0.058,0.061
DVU2268,0.014,0.034,0.034,0.027,0.041,0.068,0.095,0.034,0.054,0.061,0.068,0.088,0,0.075,0.075,0.041,0.076,0.062,0.054
DVU2269,0.044,0.058,0.068,0.024,0.039,0.039,0.068,0.044,0.087,0.053,0.073,0.053,0.024,0.039,0.058,0.039,0.076,0.057,0.058
DVU2270,0.043,0.057,0.057,0.029,0.036,0.021,0.1,0.05,0.093,0.093,0.057,0.043,0.014,0.036,0.071,0.007,0.081,0.056,0.057
DVU2271,0.03,0.039,0.036,0.034,0.051,0.076,0.087,0.049,0.05,0.088,0.062,0.049,0.009,0.06,0.064,0.026,0.077,0.056,0.057
DVU2272,0.043,0.059,0.05,0.028,0.065,0.079,0.08,0.05,0.056,0.081,0.048,0.036,0.016,0.055,0.043,0.018,0.076,0.059,0.056
DVU2273,0.035,0.04,0.028,0.045,0.065,0.108,0.063,0.055,0.038,0.068,0.04,0.03,0.01,0.075,0.045,0.08,0.07,0.053,0.053
DVU2274,0.091,0.012,0.049,0.049,0.03,0.012,0.036,0.049,0.067,0.036,0.116,0.061,0.018,0.067,0.073,0.067,0.065,0.053,0.049
DVU2275,0.032,0.054,0.038,0.034,0.058,0.076,0.092,0.041,0.054,0.085,0.076,0.036,0.014,0.052,0.045,0.02,0.078,0.056,0.058
DVU2276,0.004,0.041,0.011,0.033,0.042,0.065,0.084,0.06,0.024,0.085,0.105,0.063,0.019,0.06,0.077,0.027,0.083,0.061,0.056
DVU2277,0.027,0.045,0.044,0.032,0.049,0.072,0.089,0.041,0.06,0.09,0.092,0.036,0.012,0.044,0.053,0.027,0.074,0.056,0.057
DVU2278,0.007,0.023,0.03,0.028,0.042,0.07,0.084,0.071,0.022,0.109,0.087,0.052,0.015,0.066,0.07,0.035,0.077,0.057,0.054
DVU2279,0.072,0.019,0.043,0.053,0.043,0.019,0.024,0.039,0.029,0.048,0.048,0.082,0.043,0.039,0.091,0.096,0.086,0.067,0.058
DVU2280,0.019,0.034,0.025,0.037,0.055,0.08,0.077,0.072,0.027,0.093,0.061,0.043,0.014,0.077,0.06,0.034,0.077,0.059,0.055
DVU2281,0.024,0.043,0.037,0.038,0.053,0.06,0.082,0.045,0.053,0.079,0.083,0.05,0.012,0.056,0.065,0.026,0.078,0.058,0.058
DVU2282,0.023,0.058,0.03,0.03,0.06,0.092,0.099,0.047,0.048,0.1,0.067,0.03,0.008,0.049,0.049,0.017,0.078,0.058,0.056
DVU2283,0,0.024,0.024,0.032,0.048,0.12,0.048,0.088,0.024,0.088,0.04,0.064,0.008,0.072,0.104,0.024,0.073,0.063,0.055
DVU2284,0.016,0.036,0.02,0.028,0.043,0.069,0.083,0.072,0.027,0.104,0.08,0.046,0.017,0.058,0.071,0.035,0.08,0.059,0.055
DVU2285,0.018,0.04,0.029,0.042,0.076,0.073,0.073,0.055,0.023,0.091,0.068,0.042,0.012,0.073,0.055,0.034,0.08,0.062,0.054
DVU2286,0.013,0.041,0.024,0.03,0.057,0.081,0.086,0.065,0.026,0.109,0.075,0.041,0.011,0.059,0.066,0.023,0.079,0.058,0.056
DVU2288,0.028,0.05,0.028,0.035,0.052,0.092,0.105,0.037,0.044,0.09,0.063,0.048,0.017,0.053,0.05,0.009,0.083,0.06,0.057
DVU2289,0.024,0.057,0.028,0.019,0.062,0.115,0.103,0.045,0.033,0.107,0.053,0.038,0.009,0.046,0.047,0.022,0.078,0.059,0.055
DVU2290,0.025,0.071,0.025,0.028,0.055,0.12,0.105,0.043,0.061,0.093,0.044,0.027,0.009,0.039,0.05,0.012,0.079,0.059,0.055
DVU2291,0.025,0.054,0.031,0.038,0.057,0.083,0.1,0.039,0.05,0.093,0.05,0.046,0.014,0.05,0.058,0.01,0.084,0.058,0.061
DVU2292,0.022,0.06,0.04,0.031,0.058,0.071,0.093,0.042,0.06,0.093,0.058,0.04,0.013,0.04,0.06,0.022,0.082,0.057,0.057
DVU2293,0.034,0.037,0.056,0.028,0.065,0.09,0.082,0.034,0.048,0.111,0.051,0.048,0.006,0.032,0.071,0.012,0.08,0.052,0.062
DVU2294,0.025,0.055,0.033,0.03,0.05,0.067,0.095,0.045,0.051,0.091,0.081,0.038,0.016,0.045,0.053,0.03,0.079,0.057,0.06
DVU2295,0.03,0.043,0.05,0.034,0.056,0.05,0.09,0.038,0.062,0.084,0.079,0.048,0.01,0.055,0.055,0.025,0.077,0.059,0.054
DVU2296,0.046,0.055,0.041,0.036,0.064,0.063,0.092,0.047,0.059,0.087,0.061,0.03,0.01,0.061,0.042,0.016,0.077,0.057,0.054
DVU2297,0.032,0.049,0.034,0.033,0.049,0.067,0.087,0.043,0.055,0.087,0.083,0.043,0.011,0.043,0.065,0.024,0.078,0.06,0.056
DVU2298,0.017,0.029,0.029,0.042,0.066,0.074,0.082,0.05,0.026,0.1,0.079,0.05,0.008,0.069,0.065,0.019,0.08,0.06,0.054
DVU2299,0.026,0.047,0.037,0.031,0.057,0.072,0.093,0.049,0.052,0.09,0.073,0.044,0.007,0.063,0.054,0.016,0.076,0.058,0.055
DVU2300,0.031,0.026,0.051,0.072,0.072,0.036,0.026,0.036,0.057,0.057,0.041,0.046,0.021,0.051,0.082,0.093,0.081,0.056,0.067
DVU2301,0.017,0.028,0.028,0.078,0.05,0.011,0.028,0.039,0.039,0.061,0.05,0.084,0.045,0.028,0.134,0.045,0.105,0.055,0.076
DVU2302,0.014,0.046,0.03,0.028,0.054,0.084,0.094,0.065,0.04,0.092,0.063,0.042,0.01,0.075,0.05,0.027,0.076,0.06,0.05
DVU2303,0.029,0.06,0.043,0.024,0.061,0.093,0.093,0.042,0.055,0.099,0.073,0.027,0.012,0.037,0.045,0.017,0.076,0.059,0.053
DVU2304,0.069,0.043,0.036,0.073,0.083,0.046,0.056,0.03,0.03,0.069,0.033,0.04,0.036,0.056,0.05,0.03,0.091,0.062,0.066
DVU2305,0.053,0.05,0.05,0.044,0.069,0.063,0.082,0.044,0.07,0.075,0.048,0.026,0.006,0.069,0.039,0.026,0.073,0.058,0.056
DVU2306,0.019,0.043,0.025,0.039,0.073,0.077,0.075,0.06,0.022,0.08,0.074,0.046,0.01,0.085,0.05,0.034,0.077,0.061,0.051
DVU2307,0.026,0.022,0.081,0.026,0.033,0.066,0.074,0.033,0.077,0.096,0.096,0.055,0.015,0.022,0.077,0.015,0.074,0.055,0.056
DVU2308,0.018,0.039,0.029,0.046,0.042,0.083,0.091,0.054,0.044,0.088,0.057,0.039,0.028,0.06,0.051,0.031,0.082,0.059,0.058
DVU2309,0.039,0.054,0.047,0.035,0.073,0.068,0.095,0.036,0.054,0.087,0.064,0.035,0.009,0.062,0.034,0.017,0.077,0.061,0.052
DVU2310,0.04,0.07,0.044,0.047,0.074,0.081,0.073,0.038,0.068,0.064,0.06,0.024,0.018,0.052,0.039,0.012,0.079,0.059,0.057
DVU4009,0.038,0.071,0.047,0.033,0.07,0.072,0.081,0.042,0.065,0.082,0.056,0.024,0.015,0.04,0.043,0.028,0.078,0.057,0.057
DVU2312,0.03,0.047,0.031,0.038,0.044,0.098,0.072,0.059,0.054,0.073,0.073,0.03,0.017,0.054,0.056,0.038,0.072,0.057,0.055
DVU2313,0.033,0.053,0.034,0.023,0.05,0.101,0.095,0.061,0.048,0.093,0.053,0.03,0.011,0.059,0.045,0.026,0.074,0.056,0.056
DVU2314,0.023,0.023,0.075,0.057,0.097,0.063,0.052,0.034,0.04,0.097,0.063,0.029,0.017,0.063,0.046,0.023,0.078,0.058,0.061
DVU2315,0.009,0.044,0.034,0.036,0.051,0.063,0.094,0.036,0.049,0.094,0.095,0.051,0.014,0.043,0.066,0.024,0.083,0.06,0.054
DVU2316,0.037,0.059,0.039,0.025,0.061,0.098,0.096,0.044,0.055,0.09,0.062,0.032,0.008,0.052,0.041,0.015,0.074,0.057,0.054
DVU2317,0.035,0.058,0.06,0.031,0.072,0.063,0.086,0.038,0.066,0.088,0.066,0.031,0.01,0.049,0.04,0.017,0.076,0.058,0.055
DVU2318,0.057,0.046,0.053,0.03,0.054,0.112,0.071,0.041,0.054,0.08,0.044,0.038,0.018,0.039,0.051,0.023,0.074,0.058,0.057
DVU2319,0.02,0.06,0.022,0.025,0.048,0.097,0.092,0.06,0.047,0.097,0.063,0.034,0.012,0.043,0.064,0.022,0.078,0.056,0.06
DVU2320,0.018,0.063,0.025,0.03,0.061,0.089,0.098,0.051,0.043,0.088,0.067,0.036,0.014,0.058,0.045,0.02,0.079,0.059,0.056
DVU2321,0.024,0.008,0.028,0.064,0.052,0.028,0.056,0.048,0.024,0.08,0.08,0.072,0.02,0.068,0.096,0.04,0.087,0.058,0.064
DVU2322,0.026,0.057,0.033,0.037,0.072,0.092,0.087,0.049,0.044,0.093,0.054,0.028,0.01,0.06,0.044,0.022,0.078,0.058,0.056
DVU2323,0.046,0.059,0.054,0.033,0.075,0.059,0.061,0.067,0.05,0.081,0.059,0.025,0.019,0.063,0.042,0.015,0.074,0.06,0.057
DVU2324,0.015,0.038,0.031,0.03,0.046,0.064,0.095,0.042,0.047,0.099,0.096,0.054,0.007,0.046,0.074,0.022,0.079,0.058,0.057
DVU2325,0.049,0.049,0.053,0.049,0.061,0.053,0.065,0.037,0.065,0.053,0.061,0.053,0.02,0.061,0.057,0.016,0.08,0.057,0.06
DVU2326,0.047,0.039,0.063,0.015,0.057,0.093,0.086,0.036,0.053,0.099,0.072,0.046,0.006,0.042,0.05,0.015,0.071,0.058,0.051
DVU4016,0.028,0.057,0.044,0.034,0.059,0.047,0.095,0.042,0.063,0.083,0.066,0.034,0.015,0.055,0.042,0.042,0.078,0.057,0.059
DVU2328,0.042,0.042,0.046,0.028,0.042,0.063,0.088,0.051,0.065,0.074,0.076,0.046,0.009,0.065,0.051,0.03,0.071,0.051,0.06
DVU2329,0.034,0.066,0.039,0.021,0.065,0.073,0.097,0.053,0.056,0.088,0.056,0.035,0.005,0.06,0.044,0.024,0.075,0.059,0.051
DVU2330,0.03,0.043,0.039,0.029,0.059,0.075,0.097,0.048,0.043,0.097,0.074,0.042,0.009,0.064,0.046,0.015,0.077,0.059,0.053
DVU2331,0.034,0.055,0.043,0.028,0.062,0.09,0.095,0.034,0.053,0.095,0.065,0.034,0.01,0.042,0.044,0.024,0.077,0.057,0.058
DVU2332,0.02,0.036,0.03,0.027,0.044,0.056,0.098,0.052,0.043,0.099,0.084,0.055,0.006,0.059,0.069,0.03,0.078,0.058,0.056
DVU2333,0.04,0.035,0.048,0.042,0.05,0.075,0.083,0.042,0.056,0.075,0.06,0.046,0.021,0.065,0.044,0.023,0.077,0.059,0.058
DVU2334,0.017,0.083,0.022,0.028,0.078,0.069,0.1,0.028,0.033,0.061,0.058,0.064,0.022,0.061,0.036,0.028,0.089,0.062,0.061
DVU2335,0.03,0.049,0.05,0.026,0.055,0.068,0.097,0.033,0.057,0.091,0.078,0.05,0.013,0.044,0.051,0.016,0.079,0.056,0.058
DVU2336,0.034,0.048,0.051,0.025,0.058,0.063,0.091,0.04,0.056,0.089,0.069,0.047,0.009,0.052,0.05,0.026,0.076,0.056,0.057
DVU2337,0.027,0.039,0.054,0.027,0.05,0.062,0.085,0.042,0.053,0.1,0.082,0.048,0.015,0.038,0.064,0.021,0.079,0.056,0.059
DVU2338,0.018,0.04,0.029,0.031,0.036,0.083,0.092,0.066,0.051,0.086,0.071,0.044,0.011,0.068,0.062,0.026,0.074,0.054,0.058
DVU2339,0.024,0.048,0.037,0.024,0.05,0.079,0.101,0.051,0.052,0.093,0.077,0.039,0.007,0.061,0.047,0.028,0.074,0.056,0.053
DVU2340,0.024,0.038,0.027,0.047,0.052,0.058,0.082,0.059,0.04,0.084,0.066,0.04,0.02,0.071,0.057,0.035,0.08,0.058,0.061
DVU2341,0.018,0.049,0.029,0.039,0.061,0.052,0.081,0.064,0.028,0.074,0.041,0.054,0.027,0.083,0.048,0.048,0.085,0.058,0.063
DVU2342,0.039,0.051,0.055,0.022,0.057,0.076,0.078,0.044,0.066,0.065,0.061,0.055,0.006,0.064,0.052,0.026,0.071,0.058,0.052
DVU2343,0.039,0.043,0.052,0.04,0.07,0.06,0.083,0.041,0.057,0.079,0.057,0.042,0.008,0.072,0.043,0.022,0.075,0.057,0.058
DVU2344,0.099,0.082,0.033,0.025,0.058,0.049,0.074,0.049,0.066,0.058,0.041,0.033,0.016,0.041,0.049,0.033,0.076,0.061,0.055
DVU2345,0.02,0.033,0.038,0.046,0.046,0.058,0.071,0.048,0.058,0.073,0.096,0.048,0.013,0.058,0.071,0.033,0.075,0.061,0.054
DVU2346,0.022,0.043,0.028,0.056,0.037,0.056,0.077,0.043,0.062,0.077,0.093,0.028,0.028,0.037,0.065,0.043,0.081,0.063,0.06
DVU2347,0.025,0.049,0.042,0.032,0.061,0.066,0.084,0.045,0.051,0.092,0.08,0.04,0.009,0.049,0.059,0.024,0.078,0.059,0.055
DVU2348,0.012,0.042,0.033,0.025,0.042,0.072,0.112,0.058,0.046,0.1,0.074,0.044,0.012,0.07,0.044,0.023,0.076,0.057,0.057
DVU2349,0.028,0.058,0.038,0.033,0.067,0.081,0.085,0.049,0.048,0.089,0.067,0.031,0.013,0.053,0.046,0.019,0.078,0.057,0.059
DVU2350,0.031,0.053,0.036,0.023,0.052,0.091,0.105,0.048,0.051,0.099,0.058,0.035,0.009,0.054,0.044,0.023,0.076,0.058,0.053
DVU2351,0.033,0.056,0.03,0.035,0.061,0.052,0.08,0.052,0.037,0.074,0.072,0.046,0.024,0.063,0.046,0.039,0.081,0.056,0.064
DVU2352,0.012,0.046,0.032,0.022,0.045,0.067,0.092,0.052,0.046,0.107,0.094,0.045,0.008,0.037,0.075,0.029,0.078,0.057,0.056
DVU2353,0.018,0.062,0.023,0.021,0.059,0.087,0.104,0.057,0.038,0.108,0.057,0.035,0.009,0.049,0.054,0.023,0.081,0.057,0.058
DVU2354,0.03,0.063,0.029,0.022,0.059,0.087,0.094,0.059,0.045,0.103,0.07,0.026,0.008,0.046,0.051,0.021,0.077,0.057,0.053
DVU2355,0.02,0.054,0.046,0.034,0.067,0.082,0.08,0.039,0.046,0.082,0.054,0.05,0.02,0.05,0.053,0.023,0.083,0.06,0.056
DVU2356,0.023,0.046,0.019,0.036,0.06,0.081,0.073,0.069,0.032,0.079,0.063,0.044,0.01,0.077,0.063,0.036,0.076,0.059,0.053
DVU2357,0.019,0.039,0.029,0.036,0.053,0.082,0.087,0.052,0.042,0.095,0.073,0.043,0.009,0.058,0.064,0.031,0.077,0.058,0.057
DVU2359,0.027,0.052,0.04,0.028,0.059,0.078,0.094,0.045,0.051,0.098,0.068,0.036,0.009,0.048,0.052,0.023,0.077,0.056,0.057
DVU2360,0.03,0.06,0.028,0.031,0.063,0.088,0.106,0.033,0.051,0.084,0.054,0.045,0.005,0.058,0.046,0.024,0.079,0.057,0.055
DVU2361,0.006,0.028,0.044,0.033,0.044,0.077,0.099,0.028,0.039,0.094,0.088,0.072,0.017,0.05,0.066,0.022,0.084,0.048,0.064
DVU2362,0.012,0.036,0.023,0.032,0.041,0.073,0.103,0.036,0.041,0.11,0.097,0.053,0.008,0.034,0.079,0.019,0.082,0.058,0.06
DVU2363,0.016,0.046,0.029,0.027,0.052,0.056,0.102,0.032,0.044,0.099,0.101,0.064,0.006,0.041,0.076,0.012,0.083,0.058,0.056
DVU2364,0.023,0.039,0.039,0.036,0.056,0.081,0.096,0.039,0.043,0.093,0.061,0.048,0.014,0.059,0.05,0.025,0.08,0.059,0.059
DVU2365,0.015,0.037,0.04,0.031,0.051,0.066,0.101,0.045,0.05,0.104,0.091,0.039,0.007,0.056,0.052,0.027,0.075,0.058,0.054
DVU2366,0.006,0.05,0.019,0.056,0.075,0.093,0.075,0.037,0.05,0.081,0.056,0.037,0.006,0.056,0.075,0.025,0.083,0.062,0.06
DVU2367,0.034,0.05,0.035,0.032,0.063,0.067,0.089,0.047,0.041,0.087,0.064,0.045,0.012,0.062,0.05,0.025,0.079,0.058,0.056
DVU2368,0.035,0.049,0.043,0.035,0.061,0.071,0.075,0.043,0.052,0.073,0.059,0.049,0.014,0.057,0.056,0.035,0.078,0.06,0.055
DVU2369,0.031,0.042,0.041,0.033,0.054,0.069,0.088,0.035,0.05,0.074,0.087,0.056,0.012,0.06,0.052,0.024,0.077,0.057,0.056
DVU2370,0.048,0.039,0.071,0.033,0.062,0.087,0.085,0.034,0.071,0.09,0.043,0.036,0.008,0.053,0.042,0.016,0.072,0.058,0.051
DVU2371,0.035,0.04,0.046,0.036,0.049,0.056,0.093,0.043,0.057,0.091,0.07,0.045,0.016,0.053,0.054,0.02,0.079,0.058,0.056
DVU2372,0.022,0.051,0.031,0.033,0.055,0.082,0.077,0.057,0.044,0.079,0.044,0.051,0.015,0.06,0.066,0.037,0.08,0.06,0.055
DVU2373,0.037,0.06,0.046,0.031,0.061,0.062,0.089,0.048,0.059,0.076,0.055,0.041,0.016,0.064,0.041,0.023,0.077,0.06,0.054
DVU2374,0.029,0.053,0.039,0.038,0.054,0.073,0.089,0.045,0.06,0.077,0.067,0.037,0.015,0.058,0.047,0.028,0.077,0.06,0.054
DVU2375,0.018,0.042,0.027,0.043,0.06,0.065,0.09,0.048,0.037,0.083,0.075,0.052,0.015,0.073,0.055,0.021,0.081,0.061,0.056
DVU2376,0.034,0.052,0.046,0.031,0.049,0.066,0.094,0.05,0.065,0.079,0.056,0.039,0.016,0.063,0.042,0.027,0.076,0.057,0.057
DVU2377,0.024,0.018,0.043,0.03,0.018,0.018,0.079,0.03,0.067,0.085,0.079,0.103,0.012,0.024,0.128,0.036,0.088,0.056,0.06
DVU2378,0.014,0.053,0.028,0.034,0.06,0.109,0.093,0.054,0.036,0.095,0.05,0.036,0.02,0.059,0.045,0.016,0.081,0.058,0.059
DVU2379,0.029,0.064,0.038,0.023,0.06,0.09,0.102,0.044,0.055,0.098,0.062,0.031,0.01,0.044,0.045,0.016,0.078,0.057,0.055
DVU2380,0.016,0.057,0.028,0.035,0.061,0.081,0.086,0.054,0.05,0.093,0.069,0.035,0.009,0.052,0.063,0.015,0.079,0.059,0.056
DVU2381,0.019,0.048,0.013,0.028,0.042,0.086,0.095,0.079,0.031,0.122,0.066,0.023,0.016,0.047,0.067,0.022,0.08,0.059,0.057
DVU2382,0.03,0.059,0.034,0.018,0.054,0.094,0.098,0.057,0.048,0.103,0.055,0.033,0.009,0.048,0.051,0.023,0.076,0.058,0.052
DVU2383,0.031,0.079,0.034,0.027,0.07,0.074,0.095,0.043,0.054,0.078,0.066,0.033,0.016,0.051,0.035,0.017,0.08,0.061,0.057
DVU2384,0.017,0.066,0.026,0.021,0.059,0.094,0.109,0.045,0.042,0.098,0.063,0.038,0.012,0.049,0.043,0.021,0.081,0.057,0.057
DVU2385,0.014,0.044,0.024,0.035,0.058,0.067,0.094,0.061,0.034,0.104,0.078,0.038,0.012,0.066,0.057,0.023,0.08,0.06,0.053
DVU2386,0.016,0.057,0.014,0.027,0.049,0.08,0.094,0.063,0.038,0.092,0.079,0.04,0.011,0.057,0.062,0.029,0.078,0.061,0.054
