DCC_Twist.Tilt.lag.1,DCC_Twist.Tilt.lag.2,DCC_Tilt.Twist.lag.1,DCC_Tilt.Twist.lag.2
DVUA0007,-0.313,0.02,-0.261,-0.006
DVUA0008,-0.341,0.041,-0.354,0.074
DVUA0009,-0.265,0.022,-0.288,0.024
DVUA0010,-0.248,0.032,-0.23,-0.016
DVUA0011,-0.292,0.019,-0.309,0
DVUA0012,-0.279,0.011,-0.316,0.015
DVUA0013,-0.199,-0.122,-0.304,-0.05
DVUA0014,-0.233,-0.05,-0.336,0.008
DVUA0015,-0.301,-0.02,-0.281,-0.029
DVUA0016,-0.322,0.034,-0.246,0.041
DVUA0017,-0.268,-0.082,-0.28,-0.012
DVUA0018,-0.247,-0.053,-0.297,-0.052
DVUA0019,-0.27,-0.01,-0.313,-0.003
DVUA0020,-0.304,0.02,-0.278,0.048
DVUA204,-0.304,0.014,-0.339,0.043
DVUA0021,-0.281,0.036,-0.256,0.022
DVUA0022,-0.298,0.055,-0.207,-0.008
DVUA0023,-0.311,-0.004,-0.285,-0.024
DVUA0024,-0.275,0.008,-0.294,0.001
DVUA0025,-0.253,-0.003,-0.299,-0.052
DVUA0026,-0.388,0.003,-0.408,0.05
DVUA0027,-0.508,0.319,-0.577,0.31
DVUA0028,-0.294,0.085,-0.333,0.107
DVUA0029,-0.325,-0.001,-0.318,0.047
DVUA0030,-0.308,0.014,-0.218,-0.068
DVUA0031,-0.267,-0.031,-0.332,-0.02
DVUA0032,-0.258,-0.064,-0.314,-0.046
DVUA0033,-0.317,-0.042,-0.255,-0.112
DVUA0034,-0.288,0.006,-0.295,0.015
DVUA0035,-0.298,0.062,-0.357,0.07
DVUA0036,-0.271,0.018,-0.245,-0.024
DVUA0037,-0.29,-0.024,-0.282,-0.006
DVUA0038,-0.284,-0.008,-0.268,-0.069
DVUA0039,-0.229,-0.012,-0.236,-0.01
DVUA0040,-0.305,-0.008,-0.293,-0.028
DVUA0041,-0.281,0.019,-0.23,-0.031
DVUA0042,-0.265,-0.049,-0.285,-0.028
DVUA0043,-0.232,-0.009,-0.336,0.039
DVUA0044,-0.296,0.045,-0.281,0.028
DVUA0045,-0.369,0.037,-0.282,0.003
DVUA0046,-0.327,0.039,-0.323,0.02
DVUA0047,-0.321,0.014,-0.289,0.016
DVUA0048,-0.307,0.016,-0.251,-0.038
DVUA0049,-0.333,0.067,-0.282,0.049
DVUA0050,-0.33,0.058,-0.284,0.027
DVUA0051,-0.327,0.073,-0.258,0.05
DVUA0052,-0.343,0.089,-0.254,-0.005
DVUA0053,-0.342,0.01,-0.287,-0.014
DVUA0054,-0.323,0.062,-0.307,0.043
DVUA0055,-0.335,0.032,-0.282,0.012
DVUA0056,-0.276,0.018,-0.282,-0.022
DVUA0057,-0.269,-0.018,-0.23,-0.04
DVUA0058,-0.314,0.031,-0.317,0.011
DVUA0059,-0.33,0.071,-0.287,0.037
DVUA0060,-0.31,0.009,-0.268,-0.051
DVUA0061,-0.317,0.044,-0.31,0.038
DVUA0062,-0.343,0.042,-0.307,0.042
DVUA0063,-0.337,0.041,-0.272,-0.01
DVUA0064,-0.333,0.071,-0.271,0.015
DVUA0065,-0.302,0.032,-0.243,-0.004
DVUA0066,-0.33,0.021,-0.268,-0.001
DVUA0067,-0.315,0.044,-0.369,0.02
DVUA0068,-0.324,0.076,-0.332,0.073
