kmer_3_AAA,kmer_3_AAC,kmer_3_AAG,kmer_3_AAT,kmer_3_ACA,kmer_3_ACC,kmer_3_ACG,kmer_3_ACT,kmer_3_AGA,kmer_3_AGC,kmer_3_AGG,kmer_3_AGT,kmer_3_ATA,kmer_3_ATC,kmer_3_ATG,kmer_3_ATT,kmer_3_CAA,kmer_3_CAC,kmer_3_CAG,kmer_3_CAT,kmer_3_CCA,kmer_3_CCC,kmer_3_CCG,kmer_3_CCT,kmer_3_CGA,kmer_3_CGC,kmer_3_CGG,kmer_3_CGT,kmer_3_CTA,kmer_3_CTC,kmer_3_CTG,kmer_3_CTT,kmer_3_GAA,kmer_3_GAC,kmer_3_GAG,kmer_3_GAT,kmer_3_GCA,kmer_3_GCC,kmer_3_GCG,kmer_3_GCT,kmer_3_GGA,kmer_3_GGC,kmer_3_GGG,kmer_3_GGT,kmer_3_GTA,kmer_3_GTC,kmer_3_GTG,kmer_3_GTT,kmer_3_TAA,kmer_3_TAC,kmer_3_TAG,kmer_3_TAT,kmer_3_TCA,kmer_3_TCC,kmer_3_TCG,kmer_3_TCT,kmer_3_TGA,kmer_3_TGC,kmer_3_TGG,kmer_3_TGT,kmer_3_TTA,kmer_3_TTC,kmer_3_TTG,kmer_3_TTT
DVU2038,4,3,10,0,8,6,6,1,1,11,5,2,1,5,3,0,11,7,4,6,7,9,5,6,5,9,3,2,5,7,9,6,1,9,5,1,9,6,2,12,8,5,3,3,0,5,1,2,2,2,0,2,4,6,6,8,2,4,8,1,0,7,2,2
DVU2039,0,3,6,1,8,7,2,4,6,1,4,2,0,6,5,1,5,9,5,7,8,10,7,6,5,6,3,5,2,9,9,2,5,7,2,3,5,5,5,7,3,8,4,3,0,5,5,2,0,2,1,0,5,9,5,5,3,7,7,2,1,4,0,0
DVU2040,4,2,4,4,10,9,6,4,4,7,8,4,2,3,5,1,1,12,8,4,5,7,7,2,10,6,2,3,3,4,7,1,9,10,10,2,7,2,5,6,11,3,3,3,1,2,4,4,1,5,1,0,3,3,3,3,6,4,7,1,1,3,2,2
DVU2041,7,3,26,2,11,21,14,4,24,21,17,4,5,19,16,6,11,18,17,20,20,23,22,21,14,21,19,16,7,16,28,15,20,17,21,18,24,31,16,22,18,31,24,15,6,8,22,12,0,12,2,5,11,11,18,19,21,20,28,13,1,16,16,8
DVU2042,1,11,10,2,11,12,12,9,10,22,16,4,5,16,19,9,10,9,18,27,17,11,19,15,15,16,13,14,7,6,14,17,12,10,18,15,24,24,14,13,17,16,9,12,7,12,8,10,1,14,6,4,12,15,13,7,14,21,16,7,6,13,17,9
DVU2043,19,24,26,9,23,21,36,19,15,34,14,10,8,28,33,13,29,36,27,45,38,39,31,23,30,34,45,26,7,32,45,20,26,27,16,21,45,37,42,42,33,53,28,17,8,25,25,11,4,12,4,6,31,34,26,20,13,45,44,16,3,26,15,6
DVU2044,1,1,2,1,0,2,0,2,1,1,4,1,0,5,4,0,2,0,1,2,1,4,3,1,2,4,0,3,1,1,3,4,2,2,4,4,1,3,1,4,4,1,3,0,1,3,1,1,0,1,0,2,3,0,5,2,6,3,1,1,1,1,3,3
DVU2045,1,1,6,1,3,2,1,2,3,3,8,1,1,1,4,2,3,1,4,1,2,2,0,4,3,2,2,1,1,3,6,3,5,5,5,3,4,3,1,5,6,4,3,5,2,1,7,2,0,1,1,2,0,1,6,2,6,4,5,5,0,4,3,2
DVU2046,5,2,5,2,2,6,4,0,3,2,3,0,1,4,3,2,4,6,2,5,1,6,7,0,2,8,7,2,1,0,1,1,4,2,1,1,11,2,5,2,2,5,2,4,3,0,2,1,1,2,1,1,3,0,3,1,1,5,1,0,0,3,1,2
DVU2047,0,0,2,1,2,2,3,2,4,1,3,0,2,4,3,1,1,3,2,3,3,1,2,5,2,3,4,2,3,9,3,4,2,4,3,4,2,0,4,6,4,3,3,1,0,3,1,1,1,2,1,1,2,8,2,6,3,5,1,2,0,2,4,2
DVU2048,2,0,7,2,3,0,3,0,6,2,3,2,3,6,2,3,4,2,3,5,4,4,2,1,6,5,1,3,0,2,1,2,5,4,3,4,3,3,5,1,3,0,0,2,0,6,1,2,0,0,1,3,4,4,5,3,1,5,1,1,1,2,4,3
DVU2051,61,9,31,45,9,5,10,15,32,13,21,19,36,15,34,45,19,3,13,14,8,3,5,9,16,11,6,17,17,9,8,19,29,9,17,38,18,6,16,15,16,13,11,18,24,11,23,26,37,18,25,32,14,11,19,14,29,18,20,30,35,23,32,73
DVU2052,4,13,14,3,7,20,17,4,9,10,9,2,6,8,16,3,15,16,9,14,13,9,25,11,17,27,21,20,1,11,15,15,15,14,5,10,18,19,22,15,11,20,7,8,4,19,7,5,0,5,2,5,16,10,21,12,8,17,9,5,1,21,1,5
DVU2053,0,10,2,4,13,16,13,5,4,9,4,4,4,14,6,5,9,19,14,19,9,9,19,16,5,31,24,15,8,19,10,13,5,11,3,3,25,15,19,14,5,20,12,11,2,10,14,9,2,7,3,2,14,13,24,15,8,13,8,5,0,23,4,8
DVU2054,0,0,1,0,1,0,2,0,2,2,1,0,0,1,1,2,0,1,2,0,1,2,2,1,3,4,1,3,2,0,3,3,1,1,2,2,1,3,4,3,1,3,2,0,0,4,1,1,0,1,0,2,0,1,3,4,1,2,2,2,1,3,2,3
DVU2055,7,33,38,9,29,37,43,22,17,28,34,24,6,27,26,8,38,32,32,27,28,30,59,39,62,57,54,34,18,37,39,32,38,43,30,18,50,56,52,38,31,62,41,31,17,34,45,19,4,23,4,13,22,33,53,27,19,49,36,25,3,37,19,12
DVU2056,0,2,0,0,3,1,4,1,0,0,1,0,0,4,3,2,0,3,1,5,1,3,5,2,0,8,3,2,2,2,5,0,2,2,0,2,3,3,3,4,4,2,2,2,1,2,1,0,0,2,0,1,2,4,1,2,3,3,4,0,0,1,1,1
DVU2057,7,14,24,8,16,23,29,7,26,29,30,10,10,18,25,8,23,12,34,23,17,23,54,23,46,57,47,31,4,22,29,12,23,38,34,18,40,51,64,28,19,59,19,22,9,23,26,12,0,11,4,11,19,20,34,9,22,38,23,7,3,19,10,6
DVU2058,2,13,14,3,8,14,14,9,10,8,10,3,4,10,13,2,8,17,10,19,17,17,20,10,18,22,17,9,1,11,11,5,20,13,6,6,18,28,18,5,11,23,7,1,0,7,7,3,3,2,1,1,11,5,14,4,6,16,8,3,2,6,2,4
DVU2059,1,13,11,0,17,25,19,11,9,7,10,5,2,13,8,1,11,23,13,17,19,26,47,23,28,55,24,24,6,24,29,14,12,28,7,3,22,49,26,26,7,30,20,12,5,20,18,5,1,8,1,3,6,15,39,13,6,31,15,7,0,16,4,1
DVU2060,0,2,0,0,0,0,3,2,2,1,1,1,0,1,2,1,1,0,1,2,1,1,4,2,2,1,6,2,1,3,2,1,1,3,3,1,2,4,3,2,3,5,1,2,1,1,3,1,0,0,2,0,1,3,1,1,1,4,3,1,0,1,2,1
DVU2061,5,24,23,7,20,21,33,18,11,14,17,8,5,39,16,2,27,22,15,47,32,39,44,22,38,51,42,25,7,28,24,16,26,28,11,7,24,58,35,22,12,45,14,21,9,27,21,5,2,18,1,0,35,19,44,13,11,29,19,8,0,17,6,4
DVU2062,15,43,46,15,44,74,93,31,42,32,55,20,14,34,51,13,35,75,52,59,58,117,135,72,102,153,94,63,16,59,83,60,65,96,47,31,83,145,100,69,64,118,61,33,12,53,53,13,4,28,4,6,36,46,84,46,32,94,66,15,0,66,20,12
DVU2063,9,41,34,5,39,71,77,27,37,28,56,6,8,24,38,7,21,71,48,44,34,105,126,75,92,111,77,54,9,71,80,42,58,80,43,19,72,116,72,66,52,92,63,41,16,33,60,20,1,22,2,8,39,48,59,34,20,95,52,28,0,52,17,6
DVU2064,9,9,34,6,8,15,19,5,20,21,21,7,1,34,18,4,21,15,14,36,26,19,31,15,34,45,19,27,3,17,21,15,27,20,20,10,29,41,32,20,13,24,15,19,6,21,22,9,2,3,1,4,23,16,43,16,10,32,16,5,0,26,2,4
DVU2065,2,0,3,3,0,2,0,1,2,3,1,2,1,1,8,1,1,1,5,2,2,7,8,5,1,6,7,5,0,5,5,2,4,1,0,5,5,9,3,3,3,7,3,4,2,5,5,5,1,1,0,1,2,4,8,3,5,4,6,5,0,6,2,4
DVU2066,7,9,16,5,10,25,33,10,14,21,19,12,7,15,21,6,11,19,24,24,19,40,49,21,32,51,51,35,8,22,35,20,15,37,26,10,35,42,53,34,21,53,38,17,11,29,32,13,4,13,1,9,14,22,34,20,21,39,21,21,1,24,14,8
DVU2067,2,9,13,5,13,16,32,6,9,8,18,5,4,18,33,5,12,16,15,33,20,18,33,15,37,41,27,30,5,15,21,15,14,36,11,16,26,36,41,25,16,41,21,13,5,19,28,10,2,6,1,5,17,16,29,10,15,38,25,14,0,20,10,5
DVU2068,1,11,10,4,10,14,18,10,8,5,15,3,3,10,18,4,11,12,11,17,16,14,16,17,16,32,27,16,5,21,16,12,14,20,10,8,18,22,26,15,12,23,17,27,6,15,19,12,0,9,0,5,7,13,31,12,17,21,20,6,0,17,11,5
DVU4011,1,5,3,0,3,6,4,3,6,3,6,1,2,2,11,2,4,3,5,8,3,10,17,4,8,11,8,6,0,4,4,5,4,7,7,6,10,13,9,3,4,13,9,6,2,4,8,4,0,1,1,2,4,5,3,3,7,8,9,5,0,5,6,5
DVU2069,6,14,22,6,23,24,41,18,25,23,34,8,8,21,34,9,14,33,30,39,22,65,71,25,42,72,69,54,5,32,40,19,26,50,31,18,57,68,81,31,37,69,68,36,12,35,58,19,2,9,8,8,14,26,44,22,21,73,39,26,2,18,27,7
DVU2070,1,10,19,2,3,15,22,7,7,11,21,4,0,8,12,1,14,13,16,7,18,10,20,21,14,35,13,21,7,12,20,10,17,15,8,5,21,34,23,14,14,23,17,9,7,10,15,10,0,9,0,6,8,10,18,7,11,23,12,8,1,13,7,3
DVU2071,2,5,4,2,12,14,10,12,4,7,7,1,1,6,24,4,8,19,14,24,18,35,33,26,7,48,28,17,6,34,33,21,3,16,1,3,26,47,24,38,6,37,9,13,6,14,20,3,0,8,0,5,9,16,33,18,7,43,21,12,0,22,6,3
DVU2072,21,43,61,14,31,63,48,28,53,56,69,12,13,70,63,14,48,42,61,77,50,64,106,64,101,96,102,60,8,77,60,38,68,73,62,49,85,103,99,57,54,121,44,47,17,67,45,10,2,12,6,19,62,54,106,34,45,71,51,20,1,42,19,10
DVU2073,5,6,15,0,4,10,7,3,9,6,8,0,4,8,9,2,8,3,3,14,5,4,8,8,8,3,7,12,4,12,1,5,10,11,5,5,6,5,3,6,7,8,5,5,3,9,4,2,3,4,1,3,13,6,12,5,7,3,5,1,0,7,2,0
DVU2074,5,7,5,7,7,11,11,7,8,6,20,3,4,18,9,1,5,9,18,12,9,3,18,9,14,17,19,15,2,7,16,5,14,14,11,6,13,15,20,8,16,19,19,19,10,12,13,8,0,6,4,6,15,10,16,6,7,14,15,6,0,10,4,6
DVU2075,2,9,18,2,5,15,15,9,5,10,15,2,5,12,15,4,14,7,9,22,13,8,19,14,15,34,18,14,6,10,26,6,14,20,4,4,22,24,26,20,15,25,17,16,4,13,16,9,1,8,1,7,12,7,21,5,8,23,23,10,2,10,7,3
DVU2076,5,17,20,3,12,15,18,10,13,22,18,9,5,29,8,1,20,9,23,18,14,5,17,12,19,29,20,11,14,15,22,8,19,12,18,13,20,22,21,21,15,12,15,18,10,9,11,12,1,17,2,9,24,6,23,16,15,21,7,3,0,16,5,3
DVU2077,4,24,38,7,18,25,40,14,27,29,38,9,6,42,33,7,28,18,27,48,27,36,44,44,59,70,50,41,7,47,39,27,41,48,37,23,48,59,74,41,34,69,34,23,4,29,42,9,0,7,1,9,28,31,62,21,30,54,38,11,0,24,19,4
DVU2078,10,8,21,5,11,19,20,7,15,18,18,8,8,18,27,4,14,24,18,25,25,30,30,17,25,37,29,20,3,14,16,13,18,17,19,19,26,42,34,14,12,31,20,24,7,18,28,13,2,8,2,8,19,11,27,8,21,30,20,13,2,15,13,4
DVU2079,11,27,39,18,27,44,47,19,25,30,47,21,12,38,52,19,25,35,49,54,30,43,66,43,52,71,75,55,10,35,52,42,55,54,33,31,73,60,75,39,58,79,85,51,18,49,76,27,4,21,2,18,33,35,65,38,39,67,66,43,5,49,35,15
DVU4018,0,5,6,1,4,4,8,5,6,5,3,1,5,9,3,2,4,5,2,9,3,6,13,8,11,16,6,8,2,9,7,5,8,4,6,4,6,11,10,7,2,8,2,2,5,2,4,4,0,7,2,4,7,9,10,3,3,5,3,4,1,9,1,3
DVU2081,6,1,5,3,1,3,7,4,11,1,10,1,1,4,8,4,2,4,5,6,4,5,3,4,5,5,7,5,0,4,6,5,7,8,11,4,10,2,5,4,10,10,8,3,2,3,2,6,0,2,2,4,2,6,7,3,5,5,6,4,5,7,4,10
DVU2082,1,19,11,7,12,22,22,14,14,14,16,3,3,19,11,3,19,20,27,15,26,9,20,17,20,30,28,17,3,28,17,8,18,19,8,12,23,27,26,14,12,31,13,9,9,16,10,3,0,12,2,1,20,14,27,11,11,15,8,9,0,9,5,3
DVU2083,6,23,48,6,39,35,47,23,28,31,51,13,11,49,32,8,42,44,33,60,36,34,63,34,68,96,49,33,15,39,37,22,32,56,38,28,71,64,68,36,36,69,35,31,7,38,37,7,3,21,4,5,33,34,68,20,23,43,36,12,0,29,8,5
DVU2084,5,21,26,5,24,40,34,13,15,29,35,9,9,34,31,3,31,22,38,33,29,33,48,32,44,45,45,39,16,24,25,23,18,41,23,22,46,41,47,33,33,52,49,29,20,18,37,16,4,27,1,16,25,28,44,10,12,41,34,14,3,31,8,13
DVU2085,10,52,69,12,50,76,67,33,65,55,57,21,16,55,35,8,60,48,73,63,54,79,97,82,97,102,63,55,27,88,57,46,70,81,54,33,74,98,66,57,55,72,39,41,11,44,58,27,3,45,3,5,66,59,87,46,21,66,48,23,2,71,8,9
DVU2086,5,12,15,6,14,16,28,14,16,19,33,9,6,18,35,3,8,22,28,27,13,21,29,22,23,41,48,30,11,15,36,23,25,24,28,19,40,31,51,32,30,54,49,29,12,27,35,18,0,14,7,9,18,17,34,17,27,40,32,24,1,26,17,8
DVU2087,1,4,13,1,19,23,14,11,13,6,16,6,3,11,17,3,11,25,17,16,12,13,21,15,12,21,24,17,7,17,14,12,7,26,11,8,21,13,25,15,19,26,20,10,6,14,14,8,0,12,0,8,17,12,14,9,9,21,15,9,4,10,9,1
DVU2088,1,9,6,2,13,20,15,11,4,17,12,4,4,20,18,4,7,22,22,31,17,9,20,30,15,26,20,29,4,16,27,16,8,20,8,6,30,31,24,8,13,22,17,10,8,26,14,7,2,8,1,6,22,16,31,14,11,28,13,12,1,21,5,5
DVU2089,10,2,3,3,3,5,1,2,4,3,1,1,4,3,2,3,5,2,6,5,5,7,5,2,2,1,1,3,0,3,2,1,1,5,0,2,4,4,0,1,1,1,0,0,2,1,3,1,2,2,1,2,6,3,1,1,1,4,0,2,1,4,0,4
DVU2090,2,15,17,2,18,15,25,11,23,15,24,3,2,5,17,3,17,17,27,12,11,4,25,8,30,15,32,7,1,10,19,6,16,34,19,12,35,22,23,10,18,46,39,4,3,8,5,4,1,3,2,0,9,7,11,7,11,14,12,6,0,11,2,3
DVU2091,4,5,8,1,14,8,11,7,8,5,12,4,9,15,12,3,7,8,11,23,14,12,17,6,16,16,29,15,2,8,17,5,6,19,8,10,13,25,27,8,12,31,16,13,5,14,18,2,1,8,3,4,8,4,21,11,7,21,15,7,0,7,3,0
DVU2092,1,9,4,2,0,13,8,5,4,6,10,3,3,7,17,0,6,7,7,10,13,19,23,8,16,20,21,15,3,9,15,7,8,9,9,10,13,25,22,16,7,27,22,16,4,15,22,4,1,1,4,4,4,6,19,5,9,23,19,11,0,3,8,3
DVU2093,0,12,9,2,16,26,31,9,10,19,23,11,6,15,29,7,14,25,29,31,28,27,46,18,29,52,46,25,10,20,27,12,9,29,23,16,38,46,50,25,22,56,33,19,7,20,24,16,0,16,3,7,17,20,25,17,16,32,28,12,3,24,8,8
DVU2094,2,6,5,2,14,10,22,2,9,4,12,0,2,20,15,1,8,18,6,19,10,17,31,14,19,38,36,18,4,12,12,11,5,18,13,13,19,37,35,17,13,41,20,9,3,6,21,1,0,6,1,3,8,8,23,6,9,25,15,4,1,7,5,5
DVU2095,1,3,3,1,4,3,5,1,2,1,6,2,1,2,3,1,0,2,2,4,1,4,3,3,6,3,5,8,1,3,3,3,6,6,5,1,1,3,5,5,5,8,8,2,2,5,4,3,2,2,1,0,2,1,9,1,5,2,4,2,1,3,3,2
DVU2097,3,16,6,4,26,10,10,8,13,9,8,4,6,17,17,5,12,10,18,22,5,6,12,13,15,9,14,10,6,14,8,17,13,19,7,11,18,8,15,7,10,17,13,5,7,10,7,3,1,9,3,7,13,12,11,17,13,13,10,8,1,12,12,5
DVU2098,11,27,23,12,31,32,41,13,16,18,29,8,7,32,40,16,36,40,29,47,38,43,71,29,50,71,45,46,8,34,30,18,21,41,15,26,56,76,60,31,21,78,40,17,13,28,39,10,5,9,5,9,27,30,40,17,16,56,42,19,0,20,24,6
DVU2099,7,16,8,5,17,18,18,8,6,9,15,6,2,12,20,6,12,21,20,26,13,21,22,19,13,27,18,15,3,19,22,11,15,19,7,3,30,30,16,16,15,31,24,12,5,17,12,8,2,5,1,5,19,6,17,12,11,25,25,9,3,6,16,3
DVU2100,2,2,12,1,7,3,6,2,5,5,10,9,1,6,7,4,7,5,6,11,11,5,5,5,11,12,5,12,1,3,8,5,8,9,9,2,3,15,8,8,5,9,6,11,3,15,13,7,0,2,2,3,8,3,21,2,8,8,10,6,2,10,4,1
DVU2101,11,39,52,13,52,64,104,38,34,50,106,32,11,40,98,16,40,78,91,73,45,93,147,97,99,168,241,128,15,86,122,84,61,110,75,55,132,165,237,104,97,255,233,115,28,117,142,57,3,31,4,23,53,60,148,68,72,165,120,69,7,86,64,27
DVU2102,2,17,17,2,23,47,68,10,19,26,39,13,5,21,38,9,13,37,44,37,31,51,86,42,64,99,88,54,18,25,32,31,22,63,33,27,52,76,97,30,35,83,83,55,17,44,63,29,1,31,3,7,25,36,54,24,28,47,46,30,2,49,18,11
DVU2103,1,10,9,2,17,16,16,5,5,11,14,5,1,11,16,8,8,22,15,23,13,12,26,13,19,27,32,18,3,14,16,13,13,14,11,6,25,26,29,19,12,34,15,16,8,18,18,9,0,8,0,4,13,10,25,9,9,27,16,14,0,14,16,3
DVU2104,4,11,11,3,5,16,16,11,6,9,20,3,2,9,18,2,11,15,13,17,18,10,26,15,19,24,23,25,1,11,28,10,12,20,11,6,22,38,28,16,12,39,21,24,8,13,35,12,2,2,3,4,11,5,21,8,13,32,32,16,0,12,12,2
DVU2105,2,6,4,3,5,7,11,5,8,3,10,1,1,0,10,1,5,6,11,2,4,10,23,5,7,11,29,16,2,6,10,4,8,13,4,4,13,21,16,5,9,26,26,15,4,15,17,4,0,3,3,2,2,4,13,7,6,15,11,8,1,5,3,0
DVU2106,5,24,16,7,19,35,37,13,14,15,17,6,3,20,16,6,18,36,20,30,18,39,50,33,38,63,41,26,4,24,37,14,29,38,14,5,39,46,56,25,22,43,28,12,3,14,28,13,0,6,2,2,28,20,25,8,13,45,19,14,0,23,10,1
DVU2107,7,8,8,3,13,11,17,5,5,6,11,3,4,6,8,4,7,19,9,14,11,9,15,8,17,18,13,11,2,7,13,6,11,12,7,3,19,15,15,11,8,18,5,7,3,10,10,3,1,7,2,1,6,8,12,4,3,18,9,5,2,7,4,6
DVU2108,2,5,4,2,8,12,5,3,1,2,7,1,2,6,6,1,4,11,5,9,4,13,19,7,12,15,10,8,0,6,6,3,7,10,1,2,8,15,11,4,5,12,15,3,2,6,5,2,0,2,1,1,9,3,10,1,3,9,3,3,0,5,1,0
DVU2109,4,32,22,3,19,43,38,11,14,20,16,4,5,18,17,6,20,39,21,32,28,59,58,19,41,56,48,36,2,23,30,12,36,31,10,10,44,47,47,24,17,53,28,25,5,30,35,6,1,9,1,1,21,15,38,13,16,33,31,10,0,16,8,5
DVU2110,0,11,13,1,17,23,30,9,8,18,13,13,4,32,34,5,15,33,24,53,35,33,43,33,25,61,51,36,10,37,38,33,9,19,14,14,32,70,44,43,8,67,42,31,11,33,39,18,1,16,2,6,41,18,56,33,15,43,42,21,0,46,10,1
DVU2111,4,9,9,3,10,12,16,6,14,13,12,9,3,10,17,1,4,14,24,13,7,20,31,20,16,52,24,17,4,20,21,11,15,16,12,9,23,35,34,23,12,26,22,14,8,16,17,10,2,5,3,5,15,11,28,7,11,24,16,11,0,15,7,3
DVU2112,9,7,6,2,5,11,12,4,2,7,6,3,1,3,14,1,6,8,6,9,6,15,14,10,16,13,6,6,2,8,10,6,9,13,6,8,15,14,8,4,11,8,3,1,2,5,7,1,1,4,0,0,3,5,7,8,7,13,8,4,0,7,1,1
DVU2113,2,14,12,2,7,23,24,19,6,13,13,5,5,31,28,7,20,26,15,46,28,30,31,32,19,38,44,32,6,34,21,23,8,22,10,14,29,50,30,18,11,49,27,27,7,18,40,19,0,11,1,9,43,18,48,15,18,27,30,19,3,41,5,7
DVU2114,9,25,27,6,15,24,37,16,19,21,17,3,4,27,19,5,20,19,17,36,28,30,46,23,41,70,31,32,4,28,31,18,38,36,14,6,27,55,49,28,18,37,29,14,12,18,21,7,0,12,3,6,22,18,42,14,16,31,21,9,1,23,6,6
DVU2115,3,3,4,0,3,1,5,0,4,2,5,1,1,1,7,1,2,1,4,4,2,2,2,2,2,2,3,7,1,2,3,2,4,3,3,5,2,4,4,3,6,4,10,0,1,5,3,4,1,2,1,0,4,1,3,3,4,5,2,5,1,3,3,9
DVU2116,0,0,6,1,1,4,1,6,3,2,4,1,2,4,2,1,3,6,1,6,6,5,5,2,2,4,3,5,0,7,4,1,4,3,2,1,2,7,0,2,3,1,2,3,3,5,1,1,1,3,1,0,7,2,8,2,2,4,0,1,0,3,0,0
DVU2117,0,5,3,0,4,7,15,3,0,4,4,2,3,8,12,4,3,10,5,20,12,5,11,20,7,12,27,9,3,14,19,12,3,8,2,6,9,18,18,15,8,28,17,10,2,13,5,7,2,6,1,0,13,18,11,10,4,16,15,6,1,17,5,8
DVU2118,1,13,12,1,10,22,20,5,10,6,22,6,4,12,9,2,14,16,16,14,5,29,38,11,30,30,26,14,2,16,14,5,12,23,15,10,25,22,21,14,12,28,13,22,1,20,16,6,0,5,1,1,20,10,21,7,9,18,14,1,0,10,3,2
DVU2119,2,21,22,4,17,30,47,14,14,23,24,7,3,21,22,9,19,33,32,35,33,28,37,26,36,54,44,31,5,25,27,18,27,39,14,12,40,45,46,22,24,45,26,29,10,28,33,5,1,15,1,3,29,21,35,13,18,31,30,9,2,24,6,7
DVU2120,1,10,9,4,8,8,15,3,4,7,6,4,2,3,6,1,11,13,8,4,9,18,14,6,12,13,14,7,2,5,6,3,12,9,3,2,13,15,11,5,6,15,5,4,1,4,5,5,0,2,2,1,6,6,6,2,4,9,5,0,0,8,1,0
DVU2121,5,17,17,2,22,19,22,14,14,22,21,2,1,16,20,4,12,26,25,31,25,30,37,28,40,50,27,25,3,30,25,17,24,29,17,6,29,51,49,17,7,47,31,13,3,21,15,8,0,5,1,1,18,20,34,16,15,27,19,7,0,21,8,5
DVU2122,6,30,19,4,24,32,44,11,13,21,28,9,4,33,15,2,27,28,27,39,27,39,48,27,47,66,35,24,6,30,26,17,25,47,22,8,38,54,36,27,23,42,15,17,2,28,20,5,1,6,3,3,32,16,44,14,20,26,19,4,1,15,8,3
DVU2123,4,16,11,5,10,19,21,11,7,9,13,2,3,21,23,3,13,17,14,32,16,21,25,22,23,43,24,17,3,26,22,11,19,23,6,10,24,30,37,22,12,38,19,9,1,8,20,7,0,5,0,2,26,14,24,7,17,23,22,8,0,16,5,3
DVU2124,5,13,10,4,7,19,17,9,6,12,15,5,0,18,15,2,14,19,20,24,21,16,22,16,21,38,21,13,2,24,14,15,13,17,8,6,29,31,30,12,9,30,22,10,1,14,13,4,0,3,0,0,20,9,24,18,9,22,13,4,0,15,6,4
DVU2125,0,25,12,1,23,17,33,10,6,16,18,2,1,6,14,5,18,25,17,20,14,30,46,32,33,63,33,21,7,29,17,19,19,24,12,3,33,59,40,19,14,43,29,8,5,17,14,0,1,9,2,1,10,16,31,11,5,29,14,5,0,16,8,4
DVU2126,3,4,4,2,4,11,7,2,4,4,10,3,1,6,11,1,5,9,10,11,9,6,13,2,7,16,9,10,3,12,3,3,5,7,7,2,10,8,13,10,6,14,9,4,3,11,5,2,0,4,1,3,12,5,9,7,4,7,5,4,1,4,1,0
DVU2127,3,19,26,3,16,24,39,17,16,19,26,6,6,19,18,3,26,24,25,31,29,26,34,20,30,42,34,22,11,27,30,11,22,36,16,8,34,43,22,34,22,39,27,19,3,22,25,6,0,17,1,3,27,16,33,8,14,33,20,9,1,16,3,0
DVU2128,4,8,6,5,7,10,15,3,5,7,11,3,3,5,3,2,6,11,6,3,3,16,17,8,14,15,18,11,4,7,10,4,13,6,13,2,10,15,14,12,13,17,12,11,4,8,12,4,1,10,1,2,6,3,12,2,2,12,12,3,3,3,4,1
DVU2129,7,34,37,8,48,51,58,20,38,36,39,14,12,36,50,3,28,59,48,65,45,64,74,50,80,80,71,43,4,48,43,33,50,68,40,23,72,83,75,30,37,82,55,31,7,44,35,17,1,16,2,5,35,35,67,28,27,62,40,14,1,37,15,10
DVU2130,0,6,6,1,13,15,11,7,4,5,9,3,2,13,19,7,8,18,12,21,10,10,18,13,10,16,20,16,5,12,15,8,5,17,2,12,17,17,17,12,13,22,7,9,5,16,15,3,0,5,1,6,19,9,16,8,10,20,15,11,0,11,7,1
DVU2131,1,5,3,1,8,16,10,7,7,4,4,4,1,6,11,1,5,21,8,12,11,17,14,7,11,14,14,9,3,10,13,6,3,13,6,2,18,9,13,11,3,14,9,8,4,10,6,2,1,2,2,3,9,7,11,7,4,19,7,1,0,8,1,1
DVU2132,0,2,1,1,4,2,6,2,3,3,6,2,2,0,5,2,2,3,7,3,5,5,4,2,3,9,4,8,4,1,7,2,1,5,4,2,4,8,9,7,2,15,13,4,3,6,9,3,1,4,3,2,2,1,5,3,4,1,11,7,1,4,2,0
DVU2133,2,15,45,9,14,23,19,16,27,20,33,8,8,39,35,9,35,23,23,48,40,28,44,29,28,41,39,36,8,26,44,27,31,20,18,27,35,66,30,37,24,60,46,35,8,26,49,22,3,14,3,6,40,24,51,23,17,47,47,26,2,47,9,4
DVU2134,8,4,0,3,3,3,1,3,2,0,0,1,2,2,2,6,5,4,3,4,2,1,1,1,1,1,1,0,1,0,1,3,1,2,0,2,7,1,1,1,1,0,1,2,0,0,3,1,1,0,1,3,4,0,0,0,1,9,2,0,2,2,6,4
DVU2135,7,17,11,4,17,7,12,5,12,13,13,4,2,13,4,1,12,8,23,11,3,3,17,6,14,14,20,9,0,8,7,3,20,12,8,4,25,8,16,4,12,19,11,11,1,10,10,5,0,4,0,0,9,11,12,3,7,7,9,2,1,4,4,1
DVU2136,8,15,21,7,16,23,26,4,13,24,16,6,5,10,25,6,19,22,24,21,31,37,36,24,31,36,27,26,1,13,38,14,23,29,11,12,28,46,39,23,11,38,12,15,5,24,22,10,1,3,4,5,11,22,19,15,20,38,21,14,2,20,8,4
DVU2137,7,23,19,7,16,30,39,20,13,15,39,6,6,29,33,9,20,31,26,41,22,54,70,27,47,74,88,53,5,25,48,30,29,40,26,19,56,64,101,36,28,99,80,51,12,34,69,21,0,11,3,10,24,25,52,25,26,69,51,26,1,38,22,8
DVU2138,2,11,13,5,9,13,17,5,10,6,6,6,2,12,11,1,18,8,6,12,10,9,22,13,20,21,14,20,2,13,13,7,11,20,9,5,14,22,15,11,9,12,11,12,4,12,21,6,0,5,0,3,11,10,21,6,7,23,13,5,0,11,3,3
