,DACC_Twist.lag1,DACC_Twist.lag2,DACC_Tilt.lag1,DACC_Tilt.lag2,DACC_Twist.Tilt.lag.1,DACC_Twist.Tilt.lag.2,DACC_Tilt.Twist.lag.1,DACC_Tilt.Twist.lag.2
DVU2011,-0.205,-0.067,-0.164,-0.041,-0.159,-0.048,-0.183,-0.038
DVU2012,-0.237,-0.026,-0.148,-0.047,-0.168,-0.029,-0.175,-0.02
DVU2013,-0.319,-0.065,-0.209,-0.035,-0.286,-0.032,-0.25,-0.046
DVU2014,-0.361,-0.005,-0.204,0.015,-0.307,0.021,-0.274,0.007
DVU2015,-0.349,0.017,-0.232,0.12,-0.286,0.003,-0.354,0.091
DVU2016,-0.319,-0.004,-0.17,-0.019,-0.248,-0.02,-0.262,0.009
DVU2017,-0.278,-0.077,-0.18,-0.034,-0.228,-0.046,-0.203,-0.061
DVU2019,-0.285,-0.081,-0.177,-0.021,-0.213,-0.036,-0.233,-0.046
DVU2020,-0.281,-0.103,-0.208,-0.05,-0.266,-0.035,-0.211,-0.089
DVU2021,-0.187,-0.03,-0.134,-0.014,-0.155,-0.031,-0.173,0.007
DVU2022,-0.293,-0.051,-0.192,-0.048,-0.248,-0.042,-0.242,-0.048
DVU2023,-0.342,-0.041,-0.196,-0.065,-0.279,-0.032,-0.24,-0.021
DVU2024,-0.275,-0.061,-0.182,-0.049,-0.234,-0.024,-0.214,-0.068
DVU2025,-0.274,-0.074,-0.182,-0.05,-0.218,-0.048,-0.226,-0.056
DVU2026,-0.289,-0.045,-0.172,-0.017,-0.217,-0.049,-0.25,-0.027
DVU2027,-0.3,-0.096,-0.209,-0.033,-0.255,-0.024,-0.222,-0.085
DVU2028,-0.319,-0.038,-0.163,0.037,-0.252,-0.028,-0.265,0.009
DVU2029,-0.282,-0.08,-0.181,-0.027,-0.233,-0.036,-0.207,-0.009
DVU2030,-0.388,0.017,-0.218,0.018,-0.284,0.039,-0.313,0.031
DVU2031,-0.405,0.061,-0.238,0.115,-0.296,0.084,-0.372,0.095
DVU2032,-0.36,-0.009,-0.215,-0.008,-0.269,-0.016,-0.315,0.012
DVU2033,-0.354,0.013,-0.192,0.011,-0.263,0.001,-0.296,0.031
DVU2034,-0.438,0.054,-0.221,0.016,-0.346,0.039,-0.303,0.078
DVU2035,-0.407,0.02,-0.227,0.009,-0.342,0.034,-0.308,0.06
DVU2036,-0.244,-0.116,-0.214,-0.061,-0.259,-0.077,-0.202,-0.08
DVU2037,-0.35,-0.032,-0.181,-0.02,-0.256,-0.03,-0.293,0
DVU2038,-0.314,-0.005,-0.157,-0.028,-0.243,0.049,-0.216,-0.011
DVU2039,-0.362,-0.008,-0.169,-0.011,-0.233,-0.001,-0.289,0.003
DVU2040,-0.399,0.034,-0.184,0.023,-0.29,0.005,-0.303,0.087
DVU2041,-0.357,0.045,-0.173,0.032,-0.265,0.024,-0.27,0.053
DVU2042,-0.362,-0.031,-0.211,-0.019,-0.262,-0.03,-0.323,0.002
DVU2043,-0.371,0.006,-0.203,-0.004,-0.307,0.019,-0.29,0.027
DVU2044,-0.225,-0.197,-0.115,-0.054,-0.128,-0.18,-0.226,-0.041
DVU2045,-0.346,0.015,-0.143,-0.055,-0.312,-0.013,-0.166,-0.024
DVU2046,-0.384,0.027,-0.215,0.043,-0.296,0.105,-0.334,0.022
DVU2047,-0.327,0.107,-0.137,0.042,-0.221,0.075,-0.236,0.11
DVU2048,-0.298,0.042,-0.151,0.028,-0.177,-0.008,-0.255,0.051
DVU2051,-0.353,-0.011,-0.221,-0.043,-0.322,-0.011,-0.279,-0.026
DVU2052,-0.363,0.003,-0.21,0.014,-0.253,-0.004,-0.305,0.031
DVU2053,-0.384,0.028,-0.213,0.02,-0.272,0.045,-0.329,0.023
DVU2054,-0.378,-0.014,-0.178,-0.054,-0.247,-0.094,-0.335,0.038
DVU2055,-0.34,-0.027,-0.2,-0.004,-0.295,-0.002,-0.266,-0.03
DVU2056,-0.469,0.105,-0.232,0.01,-0.399,0.119,-0.352,0.081
DVU2057,-0.325,-0.027,-0.208,-0.024,-0.283,-0.008,-0.255,-0.035
DVU2058,-0.327,0.002,-0.197,0.049,-0.239,0.002,-0.292,0.085
DVU2059,-0.35,-0.03,-0.206,-0.011,-0.263,-0.039,-0.306,-0.002
DVU2060,-0.315,-0.042,-0.238,0.02,-0.373,0.041,-0.206,-0.034
DVU2061,-0.349,-0.053,-0.22,-0.022,-0.279,-0.049,-0.305,-0.025
DVU2062,-0.333,-0.001,-0.179,-0.014,-0.268,0.008,-0.259,0.007
DVU2063,-0.357,0.025,-0.167,-0.006,-0.271,0.021,-0.264,0.011
DVU2064,-0.31,-0.042,-0.18,-0.038,-0.213,-0.025,-0.252,-0.019
DVU2065,-0.317,0.021,-0.186,0.028,-0.283,0.063,-0.253,0.002
DVU2066,-0.369,0.038,-0.191,0.02,-0.3,0.055,-0.295,0.019
DVU2067,-0.42,0.008,-0.224,-0.006,-0.338,0.043,-0.306,-0.004
DVU2068,-0.341,-0.026,-0.194,-0.001,-0.298,0.034,-0.228,-0.024
DVU4011,-0.335,0.005,-0.182,0.027,-0.281,0.041,-0.259,-0.012
DVU2069,-0.384,0.049,-0.181,0.026,-0.313,0.038,-0.285,0.033
DVU2070,-0.366,-0.009,-0.189,-0.041,-0.267,-0.031,-0.293,0.006
DVU2071,-0.369,0.014,-0.204,0.011,-0.301,0.027,-0.309,0.005
DVU2072,-0.293,-0.083,-0.181,-0.048,-0.224,-0.043,-0.236,-0.058
DVU2073,-0.363,-0.045,-0.17,0,-0.225,0.007,-0.272,-0.043
DVU2074,-0.368,-0.015,-0.196,-0.039,-0.292,-0.041,-0.284,0.012
DVU2075,-0.356,-0.005,-0.215,0.051,-0.297,0.038,-0.28,0.045
DVU2076,-0.327,-0.025,-0.201,-0.041,-0.27,-0.048,-0.27,-0.023
DVU2077,-0.311,-0.046,-0.172,-0.014,-0.252,-0.007,-0.216,-0.021
DVU2078,-0.369,-0.017,-0.204,-0.002,-0.294,-0.005,-0.291,0.013
DVU2079,-0.369,0.005,-0.182,0.035,-0.297,0.025,-0.27,0.035
DVU4018,-0.392,0.058,-0.219,0.032,-0.309,0.056,-0.372,0.028
DVU2081,-0.307,0.069,-0.121,0.037,-0.197,0.063,-0.241,0.088
DVU2082,-0.355,-0.004,-0.221,0,-0.255,-0.015,-0.314,0.011
DVU2083,-0.341,-0.008,-0.198,0.016,-0.267,0.026,-0.272,-0.001
DVU2084,-0.385,0.019,-0.197,0.02,-0.308,0.039,-0.308,0.028
DVU2085,-0.323,0.001,-0.169,-0.014,-0.232,-0.005,-0.257,0.011
DVU2086,-0.386,0.063,-0.183,0.002,-0.323,0.043,-0.279,0.049
DVU2087,-0.41,0.041,-0.206,0.001,-0.287,0.021,-0.347,0.05
DVU2088,-0.422,0.03,-0.207,0.013,-0.267,0.003,-0.357,0.078
DVU2089,-0.39,-0.001,-0.181,-0.045,-0.246,-0.033,-0.375,-0.011
DVU2090,-0.324,-0.045,-0.168,-0.055,-0.278,-0.035,-0.218,-0.055
DVU2091,-0.417,0.039,-0.239,0.005,-0.374,0.02,-0.323,0.022
DVU2092,-0.351,-0.081,-0.204,-0.045,-0.312,-0.048,-0.264,-0.078
DVU2093,-0.38,0.037,-0.217,0.033,-0.307,0.049,-0.321,0.033
DVU2094,-0.414,0.061,-0.231,0.01,-0.357,0.054,-0.308,0.043
DVU2095,-0.396,-0.107,-0.161,-0.004,-0.301,-0.042,-0.269,-0.02
DVU2097,-0.419,0.053,-0.197,0.011,-0.329,0.05,-0.305,0.017
DVU2098,-0.394,0.027,-0.224,0.029,-0.312,0.05,-0.322,0.027
DVU2099,-0.377,-0.027,-0.189,-0.027,-0.276,-0.045,-0.294,-0.001
DVU2100,-0.366,-0.12,-0.212,0.021,-0.275,-0.052,-0.285,0.009
DVU2101,-0.351,0.005,-0.179,-0.013,-0.305,-0.004,-0.245,0.002
DVU2102,-0.394,0.006,-0.2,-0.004,-0.321,0.013,-0.295,-0.001
DVU2103,-0.409,0.004,-0.237,-0.011,-0.315,-0.005,-0.341,0.018
DVU2104,-0.398,0.006,-0.236,-0.041,-0.34,0.019,-0.282,0.008
DVU2105,-0.394,0.019,-0.204,-0.066,-0.354,-0.032,-0.275,-0.027
DVU2106,-0.36,0.019,-0.185,-0.023,-0.268,0.002,-0.279,0.001
DVU2107,-0.441,0.036,-0.233,-0.002,-0.331,0.023,-0.352,0.044
DVU2108,-0.364,-0.016,-0.167,-0.026,-0.235,-0.054,-0.331,0.002
DVU2109,-0.376,-0.033,-0.202,-0.03,-0.28,-0.024,-0.297,-0.016
DVU2110,-0.393,-0.01,-0.22,-0.015,-0.305,-0.013,-0.328,0.016
DVU2111,-0.341,0.041,-0.184,0.02,-0.282,0.049,-0.271,0.031
DVU2112,-0.361,0.025,-0.168,-0.006,-0.293,0.054,-0.242,0.02
DVU2113,-0.381,-0.037,-0.213,-0.038,-0.283,-0.021,-0.322,-0.008
DVU2114,-0.347,0.017,-0.192,0.013,-0.272,0.01,-0.285,0.037
DVU2115,-0.452,0.15,-0.126,0.118,-0.291,0.107,-0.308,0.109
DVU2116,-0.329,-0.137,-0.193,-0.036,-0.175,-0.139,-0.379,0.003
DVU2117,-0.362,-0.009,-0.198,0.022,-0.302,0.009,-0.267,0.025
DVU2118,-0.301,-0.103,-0.175,-0.044,-0.229,-0.06,-0.221,-0.07
DVU2119,-0.391,-0.02,-0.214,-0.031,-0.304,-0.01,-0.293,-0.011
DVU2120,-0.357,-0.034,-0.19,-0.066,-0.305,0.003,-0.268,-0.06
DVU2121,-0.325,0.011,-0.168,0.004,-0.231,0.005,-0.261,0.031
DVU2122,-0.331,-0.08,-0.192,-0.023,-0.241,-0.063,-0.257,-0.022
DVU2123,-0.348,-0.006,-0.191,-0.007,-0.269,0.005,-0.266,0.012
DVU2124,-0.294,-0.064,-0.173,-0.051,-0.194,-0.084,-0.252,-0.002
DVU2125,-0.351,0.04,-0.183,0.016,-0.284,0.036,-0.273,0.016
DVU2126,-0.39,-0.043,-0.207,0.01,-0.228,-0.047,-0.374,0.022
DVU2127,-0.373,-0.05,-0.201,-0.03,-0.288,-0.049,-0.294,-0.008
DVU2128,-0.383,-0.003,-0.201,0.003,-0.331,-0.034,-0.292,0.028
DVU2129,-0.354,-0.028,-0.178,-0.024,-0.266,-0.017,-0.267,-0.01
DVU2130,-0.451,0.014,-0.246,-0.025,-0.332,0.004,-0.365,0.033
DVU2131,-0.389,-0.025,-0.2,-0.054,-0.278,0,-0.323,-0.039
DVU2132,-0.51,0.12,-0.235,0.054,-0.428,0.112,-0.392,0.058
DVU2133,-0.348,-0.028,-0.194,-0.023,-0.268,-0.019,-0.278,-0.019
DVU2134,-0.305,0.063,-0.239,0.06,-0.245,0.071,-0.28,0.125
DVU2135,-0.333,-0.022,-0.19,-0.054,-0.269,-0.03,-0.235,-0.011
DVU2136,-0.375,0.005,-0.197,-0.014,-0.292,0.034,-0.273,-0.016
DVU2137,-0.36,0.007,-0.189,-0.013,-0.311,0.019,-0.261,-0.011
DVU2138,-0.379,-0.066,-0.214,-0.02,-0.315,-0.013,-0.26,-0.055
DVU2139,-0.406,0.046,-0.199,0.02,-0.31,0.028,-0.326,0.042
DVU2140,-0.37,0.033,-0.207,0.001,-0.306,0.045,-0.298,-0.002
DVU2141,-0.347,-0.008,-0.195,-0.043,-0.293,-0.006,-0.268,-0.036
DVU2142,-0.428,-0.006,-0.236,0.01,-0.329,0,-0.385,0.019
DVU2143,-0.347,-0.049,-0.228,-0.054,-0.258,-0.042,-0.295,-0.036
DVU2144,-0.352,-0.092,-0.236,-0.036,-0.274,-0.049,-0.283,-0.061
DVU2145,-0.421,0.084,-0.202,0.059,-0.333,0.116,-0.293,0.052
DVU2146,-0.357,-0.002,-0.265,0.032,-0.292,-0.004,-0.342,0.058
DVU2147,-0.406,0.05,-0.213,0.016,-0.346,0.042,-0.302,0.064
DVU2148,-0.381,0.014,-0.199,-0.016,-0.286,0.029,-0.291,-0.008
DVU2149,-0.387,0.048,-0.191,0.026,-0.313,0.042,-0.282,0.03
DVU2150,-0.295,-0.084,-0.174,-0.04,-0.212,-0.026,-0.228,-0.066
DVU2151,-0.343,0.124,-0.18,0.105,-0.264,0.122,-0.29,0.121
DVU2152,-0.451,-0.002,-0.269,-0.045,-0.422,-0.007,-0.345,-0.016
DVU2153,-0.445,0.019,-0.239,0,-0.354,0.017,-0.355,0.01
DVU2154,-0.415,-0.026,-0.229,-0.029,-0.359,-0.015,-0.326,-0.041
DVU2155,-0.427,-0.005,-0.224,-0.043,-0.266,-0.004,-0.357,-0.009
DVU2156,-0.443,0.125,-0.194,0.042,-0.367,0.066,-0.292,0.098
DVU2157,-0.351,-0.014,-0.208,0.005,-0.289,0.011,-0.274,0.001
DVU2158,-0.311,-0.039,-0.191,0.035,-0.236,0.049,-0.224,-0.038
DVU2159,-0.346,-0.052,-0.191,-0.05,-0.277,-0.001,-0.25,-0.078
DVU2160,-0.436,0.024,-0.234,-0.006,-0.339,0.022,-0.323,0.01
DVU2161,-0.306,0.024,-0.177,0.022,-0.255,0.036,-0.241,0.036
DVU2162,-0.379,-0.039,-0.237,0.009,-0.348,-0.019,-0.283,-0.023
DVU2163,-0.343,-0.171,-0.192,-0.103,-0.257,-0.116,-0.253,-0.088
DVU2164,-0.363,0.032,-0.199,-0.028,-0.281,-0.006,-0.304,0.037
DVU2165,-0.381,0.031,-0.192,-0.012,-0.315,0.022,-0.279,0.024
DVU2166,-0.404,0.024,-0.202,0.014,-0.287,0.061,-0.317,0.018
DVU2167,-0.256,-0.165,-0.144,-0.092,-0.241,-0.11,-0.185,-0.12
DVU2168,-0.303,-0.083,-0.198,-0.016,-0.23,-0.032,-0.255,-0.043
DVU2169,-0.423,0.02,-0.256,0.014,-0.323,0.024,-0.365,0.045
DVU2170,-0.373,-0.022,-0.227,0.001,-0.303,0.002,-0.318,0.004
DVU2171,-0.339,-0.007,-0.208,-0.007,-0.28,0.007,-0.277,0.008
DVU2172,-0.282,-0.014,-0.177,0.025,-0.219,-0.002,-0.237,0.054
DVU2173,-0.389,0.086,-0.182,0.141,-0.311,0.088,-0.265,0.194
DVU2174,-0.403,0.084,-0.277,0.083,-0.397,0.06,-0.326,0.092
DVU2175,-0.367,0.018,-0.208,0.011,-0.312,0.02,-0.29,0.021
DVU2176,-0.431,-0.005,-0.251,-0.028,-0.39,0.043,-0.298,-0.011
DVU2177,-0.387,0.017,-0.232,0.01,-0.352,0.019,-0.287,0.03
DVU2178,-0.388,0.017,-0.218,0.018,-0.284,0.039,-0.313,0.031
DVU2179,-0.282,-0.08,-0.181,-0.027,-0.233,-0.036,-0.207,-0.009
DVU2180,-0.339,0.062,-0.163,-0.158,-0.297,-0.048,-0.303,-0.033
DVU2181,-0.361,-0.003,-0.205,-0.008,-0.252,-0.007,-0.322,0.006
DVU2182,-0.547,0.173,-0.292,0.06,-0.452,0.137,-0.352,0.142
DVU2183,-0.386,-0.004,-0.228,-0.02,-0.329,-0.011,-0.279,-0.002
DVU2184,-0.423,0.044,-0.237,-0.081,-0.489,-0.01,-0.227,0.005
DVU2185,-0.38,0.002,-0.231,-0.009,-0.325,0.025,-0.293,-0.009
DVU2186,-0.306,-0.024,-0.183,-0.012,-0.31,0.009,-0.196,-0.041
DVU2187,-0.343,0.07,-0.19,0.044,-0.325,0.064,-0.265,0.055
DVU2188,-0.327,-0.017,-0.188,0.006,-0.252,0.009,-0.263,0.003
DVU2189,-0.233,-0.082,-0.155,-0.036,-0.183,-0.05,-0.188,-0.031
DVU2190,-0.294,-0.061,-0.196,-0.084,-0.264,-0.101,-0.236,-0.038
DVU4014,-0.333,0.017,-0.183,-0.002,-0.218,0.009,-0.299,0.022
DVU2191,-0.331,-0.069,-0.171,-0.073,-0.26,-0.043,-0.237,-0.034
DVU2192,-0.509,0.116,-0.237,0.014,-0.428,0.116,-0.351,0.039
DVU2193,-0.367,0.004,-0.219,-0.003,-0.277,-0.016,-0.341,0.044
DVU2194,-0.353,-0.048,-0.219,-0.002,-0.29,0.009,-0.276,-0.024
DVU2195,-0.398,0.101,-0.219,0.019,-0.272,0.062,-0.33,0.104
DVU2196,-0.339,0.033,-0.19,0.038,-0.279,0.023,-0.261,0.037
DVU2197,-0.4,0.028,-0.217,0.028,-0.33,0.039,-0.276,0.035
DVU2198,-0.301,-0.044,-0.218,-0.011,-0.335,0.017,-0.206,-0.027
DVU2199,-0.425,0.026,-0.23,-0.039,-0.367,-0.007,-0.357,0.026
DVU2200,-0.484,-0.017,-0.286,-0.032,-0.459,0.033,-0.316,-0.026
DVU2201,-0.374,-0.008,-0.188,0.01,-0.266,0.016,-0.302,0.034
DVU2202,-0.361,0.009,-0.182,-0.017,-0.273,-0.005,-0.283,0.024
DVU2203,-0.278,-0.053,-0.178,-0.021,-0.2,-0.065,-0.279,-0.036
DVU2204,-0.354,-0.04,-0.206,-0.043,-0.219,-0.061,-0.331,-0.006
DVU2205,-0.402,0.005,-0.231,-0.014,-0.289,-0.011,-0.365,0.005
DVU2206,-0.364,-0.037,-0.177,-0.026,-0.284,0.002,-0.23,-0.021
DVU2207,-0.417,-0.016,-0.226,-0.063,-0.411,-0.015,-0.285,-0.132
DVU2208,-0.342,-0.008,-0.188,-0.056,-0.312,0.002,-0.207,-0.029
DVU2209,-0.374,-0.003,-0.193,-0.001,-0.235,0.001,-0.315,0.028
DVU2210,-0.347,0.021,-0.181,0.012,-0.28,0.03,-0.265,0.025
DVU2211,-0.329,-0.005,-0.165,0.003,-0.241,0.014,-0.258,0.01
DVU2212,-0.339,-0.003,-0.188,0.005,-0.245,0.035,-0.271,-0.003
DVU2213,-0.414,0.079,-0.215,0.022,-0.299,0.055,-0.346,0.049
DVU2214,-0.472,0.121,-0.22,0.068,-0.382,0.101,-0.317,0.113
DVU2215,-0.353,-0.06,-0.198,-0.003,-0.296,0.016,-0.24,-0.019
DVU2216,-0.374,0.004,-0.18,0.093,-0.271,0.069,-0.311,0.03
DVU2217,-0.382,-0.011,-0.206,-0.012,-0.309,-0.028,-0.299,0.009
DVU2218,-0.372,-0.03,-0.188,-0.004,-0.314,-0.008,-0.253,0
DVU2219,-0.29,-0.025,-0.164,-0.04,-0.262,0.012,-0.186,-0.016
DVU2220,-0.404,0.113,-0.179,0.01,-0.321,0.065,-0.307,0.048
DVU2221,-0.363,0.044,-0.135,0.003,-0.282,0.019,-0.25,0.011
DVU2222,-0.351,-0.084,-0.201,-0.054,-0.253,-0.058,-0.283,-0.04
DVU2223,-0.27,-0.058,-0.15,-0.032,-0.246,-0.003,-0.155,-0.076
DVU2224,-0.404,0.069,-0.188,0.027,-0.314,0.029,-0.294,0.07
DVU2225,-0.361,0.026,-0.195,0.02,-0.273,0.012,-0.297,0.028
DVU2226,-0.334,0.024,-0.177,0.007,-0.256,0.014,-0.26,0.035
DVU2227,-0.34,-0.047,-0.173,0.003,-0.29,0.03,-0.225,-0.02
DVU2228,-0.33,-0.08,-0.165,-0.046,-0.256,-0.025,-0.2,-0.076
DVU2229,-0.336,-0.036,-0.2,-0.022,-0.227,-0.026,-0.302,0
DVU2230,-0.376,0.039,-0.184,0.018,-0.271,0.022,-0.306,0.044
DVU2231,-0.35,-0.04,-0.203,0.017,-0.239,-0.012,-0.306,0.009
DVU2232,-0.313,0.038,-0.177,0.004,-0.278,0.028,-0.218,0.028
DVU2233,-0.418,0.054,-0.212,0.012,-0.349,0.062,-0.302,0.026
DVU2234,-0.354,-0.011,-0.22,-0.025,-0.28,-0.017,-0.304,-0.005
DVU2235,-0.277,-0.19,-0.171,-0.164,-0.214,-0.166,-0.194,-0.195
DVU2236,-0.279,0.043,-0.148,-0.022,-0.248,0.042,-0.148,0.022
DVU2237,-0.379,0.044,-0.198,0.024,-0.384,0.094,-0.235,0.013
DVU2238,-0.358,0.02,-0.18,0.005,-0.228,-0.053,-0.331,0.076
DVU2239,-0.371,-0.008,-0.194,-0.013,-0.287,0.011,-0.281,0.015
DVU2240,-0.414,0.032,-0.229,0.004,-0.334,0.041,-0.327,0.021
DVU2241,-0.363,0.029,-0.184,0.01,-0.285,-0.001,-0.3,0.051
DVU2242,-0.403,-0.01,-0.206,-0.015,-0.325,0.014,-0.294,0
DVU2243,-0.359,0,-0.187,-0.027,-0.317,0.017,-0.268,-0.017
DVU2244,-0.346,0.014,-0.175,-0.01,-0.284,0.005,-0.273,0.009
DVU2245,-0.32,-0.03,-0.214,0.03,-0.264,0.02,-0.278,0.006
DVU4006,-0.289,0.046,-0.149,0.041,-0.286,0.072,-0.153,0.016
DVU2246,-0.36,0.006,-0.195,0.032,-0.273,0.019,-0.282,0.033
DVU2247,-0.392,0.013,-0.192,-0.034,-0.328,0.034,-0.265,-0.019
DVU2248,-0.498,0.13,-0.19,-0.013,-0.408,0.047,-0.323,0.052
DVU2249,-0.421,0.163,-0.153,0.057,-0.335,0.12,-0.279,0.125
DVU2250,-0.36,0.002,-0.194,0.005,-0.26,-0.017,-0.303,0.037
DVU2251,-0.338,0.028,-0.188,0.039,-0.28,0.023,-0.266,0.059
DVU2252,-0.323,-0.057,-0.192,-0.034,-0.219,-0.047,-0.274,-0.041
DVU2253,-0.476,0.088,-0.179,-0.026,-0.3,0.044,-0.357,0.038
DVU2254,-0.33,-0.023,-0.183,-0.015,-0.231,-0.019,-0.298,0.018
DVU2255,-0.354,0,-0.213,0.013,-0.257,-0.021,-0.309,0.063
DVU2256,-0.342,0.05,-0.181,0.042,-0.272,0.026,-0.251,0.039
DVU2257,-0.419,0.177,-0.142,0.025,-0.37,0.083,-0.241,0.06
DVU2258,-0.372,-0.018,-0.212,-0.007,-0.304,-0.018,-0.292,-0.001
DVU2259,-0.332,-0.058,-0.213,-0.037,-0.288,-0.023,-0.247,-0.024
DVU2260,-0.306,-0.065,-0.169,-0.056,-0.222,-0.067,-0.233,-0.065
DVU2261,-0.394,0.033,-0.202,-0.009,-0.298,0.028,-0.314,0.014
DVU2262,-0.334,-0.003,-0.161,-0.043,-0.348,0.031,-0.177,-0.024
DVU2263,-0.407,0.031,-0.225,0.003,-0.375,0.043,-0.294,-0.002
DVU2264,-0.636,0.223,-0.389,0.018,-0.64,0.097,-0.484,0.119
DVU2265,-0.53,0.059,-0.302,0.047,-0.449,0.087,-0.41,0.006
DVU2266,-0.38,0.176,-0.203,0.16,-0.321,0.141,-0.308,0.155
DVU2267,-0.443,0.056,-0.206,0.013,-0.358,0.048,-0.293,0.086
DVU2268,-0.432,-0.115,-0.178,-0.106,-0.284,0.009,-0.255,-0.108
DVU2269,-0.432,0.004,-0.211,0.005,-0.401,0.068,-0.242,0.012
DVU2270,-0.349,0.029,-0.22,0.057,-0.337,0.03,-0.216,0.061
DVU2271,-0.345,0.016,-0.182,0.006,-0.272,0.033,-0.246,-0.008
DVU2272,-0.321,-0.028,-0.193,-0.03,-0.237,-0.014,-0.28,-0.022
DVU2273,-0.328,0.042,-0.136,0.055,-0.21,0.039,-0.275,0.096
DVU2274,-0.277,-0.011,-0.087,0.056,-0.24,0.053,-0.128,0.028
DVU2275,-0.358,0.051,-0.174,0.047,-0.287,0.062,-0.284,0.043
DVU2276,-0.46,0.047,-0.236,0.008,-0.399,0.018,-0.361,0.046
DVU2277,-0.304,0.005,-0.134,0.036,-0.226,0.009,-0.238,0.038
DVU2278,-0.353,0.026,-0.173,-0.007,-0.281,-0.005,-0.304,0.028
DVU2279,-0.427,0.055,-0.235,-0.08,-0.314,-0.072,-0.372,0.037
DVU2280,-0.341,0.008,-0.193,-0.027,-0.273,-0.007,-0.29,0.006
DVU2281,-0.372,0.005,-0.186,-0.003,-0.305,0.029,-0.259,0.002
DVU2282,-0.366,0.007,-0.201,-0.014,-0.284,-0.005,-0.295,0.012
DVU2283,-0.381,-0.006,-0.142,-0.18,-0.194,-0.091,-0.291,-0.104
DVU2284,-0.374,0.035,-0.197,-0.02,-0.317,-0.027,-0.307,0.042
DVU2285,-0.393,-0.001,-0.215,-0.017,-0.258,-0.035,-0.354,0.041
DVU2286,-0.372,0.005,-0.205,0.018,-0.305,0.029,-0.295,0.015
DVU2288,-0.446,0.021,-0.224,0.03,-0.316,0.017,-0.383,0.047
DVU2289,-0.348,0.012,-0.198,-0.007,-0.278,-0.01,-0.3,0.018
DVU2290,-0.375,-0.03,-0.189,-0.039,-0.273,-0.015,-0.292,0.009
DVU2291,-0.43,0.055,-0.233,0.023,-0.339,0.056,-0.35,0.023
DVU2292,-0.404,0.02,-0.198,0.01,-0.307,0.06,-0.271,-0.004
DVU2293,-0.385,0.105,-0.2,0.091,-0.284,0.104,-0.309,0.123
DVU2294,-0.365,0.053,-0.196,0.035,-0.322,0.055,-0.274,0.06
DVU2295,-0.339,-0.019,-0.195,-0.026,-0.27,-0.005,-0.252,-0.006
DVU2296,-0.361,0.065,-0.187,0.003,-0.28,0.042,-0.266,0.043
DVU2297,-0.341,-0.048,-0.212,-0.018,-0.318,-0.002,-0.234,-0.022
DVU2298,-0.379,-0.043,-0.226,-0.028,-0.3,0.007,-0.299,-0.029
DVU2299,-0.357,-0.029,-0.185,0.014,-0.26,0.015,-0.262,0.007
DVU2300,-0.412,0.109,-0.187,0.09,-0.297,0.086,-0.326,0.109
DVU2301,-0.708,0.329,-0.392,0.195,-0.615,0.28,-0.508,0.26
DVU2302,-0.333,-0.045,-0.185,-0.049,-0.229,-0.043,-0.287,-0.013
DVU2303,-0.342,-0.015,-0.179,-0.01,-0.262,-0.013,-0.279,-0.003
DVU2304,-0.49,0.064,-0.244,0.102,-0.375,0.078,-0.403,0.108
DVU2305,-0.271,-0.057,-0.17,-0.026,-0.163,-0.057,-0.225,-0.037
DVU2306,-0.35,-0.061,-0.197,-0.027,-0.229,-0.067,-0.305,0.008
DVU2307,-0.327,0.022,-0.174,-0.026,-0.294,-0.007,-0.235,0.008
DVU2308,-0.373,0.031,-0.191,0.034,-0.305,0.002,-0.312,0.07
DVU2309,-0.314,-0.099,-0.205,-0.043,-0.231,-0.074,-0.268,-0.054
DVU2310,-0.384,0.028,-0.18,0.008,-0.284,0.015,-0.31,0.04
DVU4009,-0.368,0.056,-0.187,0.012,-0.284,0.027,-0.283,0.042
DVU2312,-0.316,-0.007,-0.126,-0.017,-0.255,-0.007,-0.199,-0.021
DVU2313,-0.333,0.003,-0.177,-0.006,-0.254,0.012,-0.287,-0.001
DVU2314,-0.339,0.065,-0.168,-0.006,-0.2,-0.034,-0.358,0.069
DVU2315,-0.438,0.032,-0.221,0.006,-0.368,0.06,-0.306,-0.011
DVU2316,-0.325,-0.011,-0.168,-0.009,-0.226,0.006,-0.27,-0.009
DVU2317,-0.335,0.014,-0.201,0.009,-0.235,0.011,-0.269,0.04
DVU2318,-0.273,0.004,-0.187,0,-0.234,-0.008,-0.264,-0.004
DVU2319,-0.374,0.024,-0.162,0.013,-0.276,-0.005,-0.293,0.028
DVU2320,-0.378,0.018,-0.201,0.002,-0.278,0.002,-0.328,0.036
DVU2321,-0.451,0.047,-0.213,0.08,-0.366,0.092,-0.315,0.053
DVU2322,-0.354,0.01,-0.178,0.015,-0.268,0.028,-0.288,0.005
DVU2323,-0.292,-0.021,-0.169,-0.05,-0.2,-0.07,-0.259,0.002
DVU2324,-0.403,0.046,-0.212,0.003,-0.342,0.036,-0.281,0.032
DVU2325,-0.472,0.056,-0.185,-0.004,-0.319,0.027,-0.311,0.046
DVU2326,-0.29,-0.065,-0.175,-0.027,-0.225,-0.021,-0.219,-0.066
DVU4016,-0.329,0.003,-0.186,0.013,-0.243,0.022,-0.255,0.01
DVU2328,-0.328,0.057,-0.144,0.054,-0.25,0.065,-0.231,0.073
DVU2329,-0.332,-0.082,-0.207,-0.031,-0.251,-0.025,-0.237,-0.076
