kmer_2_AA,kmer_2_AC,kmer_2_AG,kmer_2_AT,kmer_2_CA,kmer_2_CC,kmer_2_CG,kmer_2_CT,kmer_2_GA,kmer_2_GC,kmer_2_GG,kmer_2_GT,kmer_2_TA,kmer_2_TC,kmer_2_TG,kmer_2_TT
DVU2075,31,44,32,36,52,54,81,48,43,92,73,42,17,45,64,22
DVU2076,45,55,63,43,70,48,79,59,62,84,60,42,29,69,46,24
DVU2077,73,97,103,88,121,151,220,120,150,222,160,84,17,142,133,47
DVU2078,44,57,60,57,81,102,111,46,73,116,87,66,20,65,84,34
DVU2079,95,137,123,121,163,182,253,139,174,247,273,170,45,171,215,104
DVU4018,12,21,16,19,20,30,41,23,22,34,14,15,13,29,15,14
DVU2081,15,15,23,17,17,16,22,15,31,21,31,13,8,18,20,26
DVU2082,38,70,48,36,81,72,95,56,57,90,65,38,15,72,43,17
DVU2083,83,144,123,100,179,167,246,113,155,239,171,89,33,155,114,42
DVU2084,58,111,88,77,124,142,173,88,104,167,163,91,48,107,101,55
DVU2085,143,226,199,114,244,312,317,218,238,295,207,140,56,258,158,90
DVU2086,38,72,78,62,85,85,142,85,96,154,162,92,30,86,123,52
DVU2087,19,67,41,34,69,61,74,50,53,74,75,42,20,52,54,24
DVU2088,18,59,37,46,82,76,90,63,43,93,62,55,17,83,64,32
DVU2089,18,11,10,12,18,19,7,6,8,9,2,7,7,11,7,9
DVU2090,36,69,65,27,73,48,84,36,82,90,107,20,6,34,43,16
DVU2091,18,40,30,39,49,49,76,32,43,73,72,39,16,44,50,10
DVU2092,16,26,24,27,30,63,72,34,36,76,72,45,10,34,62,14
DVU2093,23,82,64,57,99,119,152,69,77,159,130,67,26,79,88,43
DVU2094,15,48,25,38,51,72,111,39,50,108,83,31,10,45,53,18
DVU2095,9,13,11,7,8,11,22,10,18,14,23,14,5,13,13,9
DVU2097,29,54,34,45,62,36,48,45,51,48,45,27,20,53,44,30
DVU2098,73,117,72,95,152,181,212,90,103,223,156,90,28,114,133,50
DVU2099,36,61,36,40,79,75,73,55,45,92,82,42,13,54,70,28
DVU2100,17,18,29,18,29,26,40,17,29,34,31,38,7,34,32,17
DVU2101,115,258,222,165,282,382,636,307,302,638,700,344,61,329,426,184
DVU2102,38,148,97,73,131,210,305,106,146,255,256,153,42,139,151,80
DVU2103,22,54,35,36,68,64,96,46,45,99,77,53,12,57,66,33
DVU2104,29,48,38,31,56,69,91,50,50,104,96,68,11,45,93,26
DVU2105,15,28,22,12,24,42,63,22,30,55,76,40,8,26,40,9
DVU2106,52,104,52,45,104,140,168,79,87,166,105,58,10,81,91,34
DVU2107,26,46,26,22,49,43,59,28,33,60,38,26,11,30,35,19
DVU2108,13,28,11,15,29,43,45,15,21,38,35,15,4,23,18,6
DVU2109,61,111,54,46,112,164,181,67,88,162,123,76,12,87,90,29
DVU2110,25,79,53,75,125,144,173,118,56,189,148,101,25,148,121,57
DVU2111,25,44,48,31,55,78,109,56,53,115,74,51,15,61,62,25
DVU2112,25,32,18,19,29,45,41,26,36,41,23,15,5,23,32,9
DVU2113,30,73,38,71,107,121,133,84,54,127,114,84,21,124,94,56
DVU2114,67,92,61,55,92,127,174,81,94,159,98,58,21,96,77,36
DVU2115,10,9,12,10,11,8,14,8,16,13,20,13,4,11,16,16
DVU2116,8,12,10,9,16,18,14,12,10,11,9,10,5,19,7,3
DVU2117,8,29,11,27,38,48,55,48,19,60,63,27,9,52,41,31
DVU2118,27,57,44,27,60,83,100,37,61,82,75,43,7,58,42,15
DVU2119,49,108,69,55,119,124,165,75,92,153,124,76,20,98,88,39
DVU2120,24,34,22,12,36,47,46,16,26,44,30,15,5,20,18,9
DVU2121,41,77,60,41,94,120,142,75,76,146,98,47,7,88,68,34
DVU2122,59,111,71,54,121,141,172,79,103,155,97,55,13,106,69,27
DVU2123,36,61,31,50,76,84,107,62,59,113,78,36,7,71,70,24
DVU2124,32,52,38,35,77,75,93,55,45,102,71,32,3,71,48,25
DVU2125,38,83,43,26,80,122,150,72,58,151,94,36,13,68,53,28
DVU2126,13,24,22,19,35,30,42,21,21,41,33,21,8,33,20,6
DVU2127,51,96,68,46,106,109,128,79,82,133,107,56,21,84,76,20
DVU2128,24,35,26,13,26,44,58,25,34,51,53,28,14,23,29,11
DVU2129,86,177,127,101,200,233,274,128,182,260,205,103,24,165,143,63
DVU2130,13,46,21,41,59,51,62,40,37,63,51,39,12,52,56,19
DVU2131,10,41,19,19,46,49,48,32,25,51,34,22,8,34,31,10
DVU2132,4,14,15,9,15,16,24,14,12,28,34,21,10,11,23,7
DVU2133,71,72,89,91,129,141,144,105,96,168,165,105,26,138,137,62
DVU2134,15,10,4,12,16,5,3,5,5,10,4,4,5,4,12,14
DVU2135,39,41,42,20,54,29,57,18,45,53,53,26,4,35,25,10
DVU2136,51,69,60,46,86,128,120,66,75,136,76,61,13,67,93,34
DVU2137,56,105,74,77,118,173,262,108,114,257,258,136,24,126,172,69
DVU2138,31,44,28,26,44,54,75,35,46,62,44,43,8,48,48,17
DVU2139,43,103,57,57,106,110,156,63,89,141,114,62,22,81,79,36
DVU2140,13,34,31,27,40,56,77,31,39,79,81,42,14,35,51,24
DVU2141,44,64,54,41,73,91,100,61,68,109,94,54,17,61,78,28
DVU2142,20,68,32,20,64,81,90,40,40,83,67,37,15,43,39,13
DVU2143,39,65,44,38,76,85,111,47,58,104,62,45,13,65,52,19
DVU2144,43,73,36,40,83,93,119,57,54,113,73,50,11,73,63,20
DVU2145,36,24,39,56,44,27,35,37,53,40,33,47,22,52,66,39
DVU2146,18,10,5,14,13,5,4,12,6,10,4,6,9,9,14,16
DVU2147,36,76,63,62,89,122,167,83,83,187,160,94,29,76,134,47
DVU2148,46,86,47,62,92,131,172,87,85,157,95,71,18,108,94,43
DVU2149,48,93,74,61,98,168,196,107,106,214,164,104,23,94,155,34
DVU2150,19,20,29,19,24,24,39,19,37,36,20,14,6,26,20,10
DVU2151,20,23,36,17,36,34,31,15,29,45,17,9,10,14,17,6
DVU2152,45,77,37,48,75,65,112,46,54,113,108,58,32,43,77,26
DVU2153,57,264,159,117,274,359,585,165,206,521,441,278,60,239,261,54
DVU2154,7,28,22,15,30,39,48,22,27,53,42,25,8,19,35,5
DVU2155,5,32,21,16,33,48,51,20,31,40,29,26,5,32,25,11
DVU2156,6,20,18,12,23,30,39,18,22,47,44,23,5,13,35,10
DVU2157,103,181,170,105,229,229,331,135,192,356,301,138,35,158,185,73
DVU2158,15,22,28,10,22,29,40,18,33,43,24,15,4,15,24,8
DVU2159,33,66,46,34,76,86,92,59,59,102,88,41,10,59,65,28
DVU2160,18,33,20,19,37,41,56,20,31,55,44,24,4,25,34,6
DVU2161,19,34,34,22,39,70,88,41,38,88,77,35,13,46,39,27
DVU2162,5,14,13,7,13,19,44,24,17,50,41,23,5,17,32,5
DVU2163,6,9,7,5,6,12,24,7,13,17,16,13,2,11,12,4
DVU2164,10,23,25,15,29,34,45,28,22,54,36,18,11,25,25,10
DVU2165,13,25,19,12,19,46,68,30,27,56,58,39,10,36,35,7
DVU2166,12,17,17,13,23,25,41,31,19,43,33,32,6,35,35,16
DVU2167,12,11,15,5,12,25,17,11,19,24,20,10,0,5,21,2
DVU2168,43,74,59,36,80,101,118,52,77,108,75,46,11,68,55,22
DVU2169,12,21,21,15,32,36,46,13,20,47,31,20,5,23,20,6
DVU2170,45,73,72,41,97,110,139,56,68,160,112,62,21,59,79,26
DVU2171,48,102,74,47,112,147,175,99,92,193,141,69,19,91,105,39
DVU2172,8,14,16,9,15,16,21,13,20,23,19,8,4,12,14,9
DVU2173,10,7,6,9,8,4,11,5,11,11,12,4,3,6,9,9
DVU2174,77,29,44,69,29,9,25,33,53,35,18,45,59,23,65,64
DVU2175,324,256,301,305,348,304,329,236,327,448,333,222,186,209,368,291
DVU2176,14,16,11,11,17,12,12,9,14,14,11,7,7,8,12,4
DVU2177,137,46,83,124,49,24,35,71,104,61,46,92,101,48,138,154
DVU2178,46,47,53,49,64,45,73,41,61,75,53,51,23,56,62,43
DVU2179,32,16,29,21,15,17,40,19,43,27,27,24,8,31,25,24
DVU2180,10,8,5,9,9,13,7,11,5,11,11,4,8,8,9,12
DVU2181,44,67,52,39,87,100,95,35,59,95,49,32,11,55,40,18
DVU2182,25,17,1,13,15,4,4,7,5,4,2,2,11,5,6,10
DVU2183,133,59,49,71,73,17,21,36,47,34,11,14,59,37,25,45
DVU2184,5,10,13,7,10,12,17,16,12,27,30,17,8,6,26,2
DVU2185,59,120,96,70,135,163,221,101,123,236,173,103,28,101,145,51
DVU2186,36,55,58,38,61,66,117,59,76,132,124,36,14,50,69,22
DVU2187,20,22,29,25,28,40,65,26,36,62,70,25,11,35,30,6
DVU2188,95,167,145,80,188,231,275,139,171,282,202,115,32,153,149,68
DVU2189,24,22,32,20,30,34,38,30,38,42,31,15,6,34,25,19
DVU2190,10,12,11,7,12,8,18,19,13,21,15,7,5,16,12,8
DVU4014,14,14,19,11,18,31,34,11,18,27,16,19,7,22,12,11
DVU2191,18,23,28,15,31,20,34,9,31,36,37,14,5,15,18,22
DVU2192,3,17,2,4,12,20,15,13,6,19,9,7,4,4,16,4
DVU2193,24,35,20,21,43,62,63,34,23,75,45,20,10,30,35,14
DVU2194,23,46,30,28,48,73,93,31,49,82,52,30,6,44,39,15
DVU2195,7,16,15,11,23,28,30,14,15,34,14,10,3,17,15,5
DVU2196,37,42,44,21,47,47,50,23,48,56,50,15,11,22,26,6
DVU2197,24,53,49,39,56,62,102,50,67,88,84,70,17,67,75,26
DVU2198,8,11,10,13,14,10,20,9,16,24,18,5,4,8,15,12
DVU2199,14,5,9,20,10,9,12,17,8,20,17,15,16,14,22,16
DVU2200,16,25,19,27,18,12,37,22,35,33,28,25,17,19,38,9
DVU2201,48,78,53,54,87,101,127,64,75,110,92,58,22,90,64,34
DVU2202,51,81,68,67,91,128,161,84,97,154,135,95,28,101,117,59
DVU2203,15,19,24,11,25,51,37,23,20,35,19,23,8,31,18,15
DVU2204,52,101,67,61,118,142,155,78,89,143,91,60,22,107,70,32
DVU2205,30,84,36,62,102,117,131,101,50,132,89,66,29,118,82,48
DVU2206,27,44,34,35,52,49,59,37,55,61,59,32,7,43,54,23
DVU2207,3,8,6,5,9,5,15,10,7,19,32,14,3,7,19,11
DVU2208,4,5,4,5,10,5,8,6,5,12,20,6,0,7,11,5
DVU2209,27,52,30,23,54,65,92,44,46,82,42,38,5,56,44,22
DVU2210,52,123,80,57,119,172,182,120,117,186,138,73,24,112,114,58
DVU2211,108,134,145,121,201,188,222,157,159,268,248,135,39,178,196,119
DVU2212,25,25,15,14,25,23,43,22,24,32,24,20,6,33,18,13
DVU2213,23,63,31,28,66,83,76,35,44,71,43,30,12,43,38,15
DVU2214,9,14,7,10,17,9,15,7,11,16,17,9,3,9,14,6
DVU2215,15,14,12,8,11,22,31,19,18,27,16,17,4,20,20,15
DVU2216,15,15,9,10,15,34,29,14,12,25,15,18,6,18,18,10
DVU2217,14,19,23,20,25,39,50,22,27,49,54,45,9,29,49,32
DVU2218,40,48,65,52,69,47,100,51,81,110,122,63,15,62,89,32
DVU2219,14,4,13,11,11,13,9,13,12,15,14,10,4,14,16,6
DVU2220,13,17,20,18,20,14,24,14,26,22,21,12,9,19,16,4
DVU2221,6,9,6,7,11,14,14,9,9,14,12,4,2,11,7,5
DVU2222,29,36,36,15,44,45,61,18,34,56,46,32,8,31,26,13
DVU2223,17,18,20,9,16,25,40,24,28,37,33,17,3,25,22,10
DVU2224,29,43,44,23,41,34,68,32,52,57,64,44,16,41,42,20
DVU2225,76,135,125,90,166,196,260,114,138,246,189,126,45,159,126,64
DVU2226,56,93,77,54,105,111,165,80,91,142,128,74,28,115,65,31
DVU2227,20,26,27,19,30,28,44,21,36,43,43,23,6,26,31,20
DVU2228,35,49,36,21,40,50,86,42,57,63,57,49,9,56,47,37
DVU2229,27,34,39,46,64,71,75,44,41,82,55,34,14,67,43,25
DVU2230,26,47,30,34,63,85,89,47,38,95,79,44,9,57,59,22
DVU2231,77,141,85,62,125,181,252,92,138,185,116,96,25,143,83,40
DVU2232,12,27,15,9,18,46,50,27,28,53,24,8,4,15,25,7
DVU2233,22,60,29,37,55,75,117,60,53,100,97,69,18,72,76,37
DVU2234,31,73,51,40,85,112,142,68,65,150,109,53,14,72,75,29
DVU2235,10,12,10,7,12,20,26,15,16,23,11,9,1,18,12,7
DVU2236,5,8,4,5,9,8,8,7,8,7,8,4,0,9,7,7
DVU2237,16,38,31,30,39,84,95,70,45,129,127,64,16,37,111,30
DVU2238,7,36,17,19,36,54,54,30,27,49,42,22,9,35,27,15
DVU2239,34,76,51,58,96,118,174,85,73,171,149,88,16,108,107,41
DVU2240,42,108,52,62,116,151,212,75,89,197,177,101,17,98,123,32
DVU2241,26,66,41,41,63,128,149,71,65,154,121,70,19,63,100,43
DVU2242,21,70,26,32,56,91,129,44,60,112,103,51,11,47,69,25
DVU2243,47,129,64,64,120,175,203,124,101,203,220,108,36,115,145,68
DVU2244,28,101,53,51,99,159,161,107,77,174,143,57,29,92,94,44
DVU2245,9,26,12,19,26,44,61,14,27,52,43,18,4,23,24,14
DVU4006,13,13,13,9,11,18,25,14,20,21,20,13,4,16,16,10
DVU2246,74,148,90,61,145,229,279,114,135,257,186,111,20,133,133,56
DVU2247,25,30,40,22,39,42,48,31,41,52,61,51,11,36,57,28
DVU2248,5,5,4,7,6,7,8,5,7,5,8,9,3,9,9,7
DVU2249,6,7,9,7,9,6,6,10,11,12,18,6,4,6,13,10
DVU2250,49,108,78,58,107,152,198,92,107,178,141,89,29,111,99,59
DVU2251,20,35,30,26,35,41,59,32,40,51,49,32,15,40,35,20
DVU2252,54,80,71,53,96,126,185,89,91,163,85,91,17,127,89,58
DVU2253,11,17,14,12,24,10,4,10,12,10,10,7,7,11,11,12
DVU2254,21,32,41,33,53,55,84,38,44,87,53,45,9,56,51,35
DVU2255,24,60,48,42,67,85,119,56,62,109,81,47,21,73,51,17
DVU2256,20,34,30,16,36,36,78,39,35,71,66,36,8,48,35,20
DVU2257,2,3,5,4,4,20,9,17,5,19,8,14,3,8,24,13
DVU2258,12,25,23,16,30,36,64,25,24,62,60,35,10,32,34,12
DVU2259,54,49,53,26,59,55,80,26,61,80,64,36,7,36,45,12
DVU2260,32,37,43,21,41,46,57,32,48,53,52,35,12,40,36,29
DVU2261,41,154,58,55,135,225,222,125,109,223,119,64,22,105,117,40
DVU2262,9,10,10,5,8,3,7,10,14,9,12,5,3,6,11,6
DVU2263,82,139,74,89,141,134,190,104,101,194,199,102,60,102,133,81
DVU2264,9,8,7,18,12,5,5,6,5,10,10,13,17,5,15,7
DVU2265,3,4,4,9,7,4,8,6,6,9,5,9,3,8,13,6
DVU2266,4,2,6,12,6,5,8,10,8,10,11,6,6,12,11,11
DVU2267,19,23,14,14,18,14,30,15,27,22,19,19,6,18,24,11
DVU2268,2,5,5,4,6,10,14,5,8,9,10,13,0,11,11,6
DVU2269,9,12,14,5,8,8,14,9,18,11,15,11,5,8,12,8
DVU2270,6,8,8,4,5,3,14,7,13,13,8,6,2,5,10,1
DVU2271,33,43,40,38,56,84,96,54,55,97,68,54,10,66,70,29
DVU2272,130,178,153,84,197,240,243,153,169,247,147,110,49,168,130,55
DVU2273,14,16,11,18,26,43,25,22,15,27,16,12,4,30,18,32
DVU2274,15,2,8,8,5,2,6,8,11,6,19,10,3,11,12,11
DVU2275,58,98,68,62,105,136,166,73,97,153,137,65,26,93,81,36
DVU2276,4,38,10,31,39,61,78,56,22,79,98,59,18,56,72,25
DVU2277,20,34,33,24,37,54,67,31,45,68,69,27,9,33,40,20
DVU2278,7,24,31,29,44,74,88,75,23,114,91,55,16,69,74,37
DVU2279,15,4,9,11,9,4,5,8,6,10,10,17,9,8,19,20
DVU2280,35,64,47,69,103,150,144,134,50,173,113,80,27,144,112,63
DVU2281,65,118,100,104,144,164,223,122,145,217,227,137,32,154,177,72
DVU2282,44,111,57,57,116,176,190,91,93,191,129,57,16,95,94,33
DVU2283,0,3,3,4,6,15,6,11,3,11,5,8,1,9,13,3
DVU2284,10,23,13,18,27,44,53,46,17,66,51,29,11,37,45,22
DVU2285,34,76,54,80,144,138,138,104,43,172,129,80,23,138,103,64
DVU2286,62,191,111,138,268,378,400,305,120,507,348,192,51,275,309,106
DVU2288,15,27,15,19,28,50,57,20,24,49,34,26,9,29,27,5
DVU2289,19,45,22,15,49,90,81,35,26,84,42,30,7,36,37,17
DVU2290,17,48,17,19,37,81,71,29,41,63,30,18,6,26,34,8
DVU2291,34,74,43,52,79,114,138,54,69,128,69,63,20,69,80,14
DVU2292,10,27,18,14,26,32,42,19,27,42,26,18,6,18,27,10
DVU2293,22,24,36,18,42,58,53,22,31,72,33,31,4,21,46,8
DVU2294,33,74,44,40,67,90,128,61,69,122,108,51,21,60,71,40
DVU2295,86,125,144,99,161,145,258,108,179,243,226,138,29,159,157,73
DVU2296,42,51,38,33,59,58,85,43,54,80,56,28,9,56,39,15
DVU2297,34,52,36,35,52,71,93,46,58,93,88,46,12,46,69,26
DVU2298,18,31,31,44,70,78,87,53,27,106,83,53,8,73,69,20
DVU2299,38,69,55,46,84,106,137,72,76,132,108,64,10,92,80,24
DVU2300,6,5,10,14,14,7,5,7,11,11,8,9,4,10,16,18
DVU2301,3,5,5,14,9,2,5,7,7,11,9,15,8,5,24,8
DVU2302,35,113,75,69,134,209,233,161,99,229,155,104,24,186,124,68
DVU2303,51,106,76,43,108,163,164,74,96,175,128,48,21,65,79,30
DVU2304,21,13,11,22,25,14,17,9,9,21,10,12,11,17,15,9
DVU2305,41,39,39,34,53,49,63,34,54,58,37,20,5,53,30,20
DVU2306,24,53,31,48,91,96,93,75,28,100,92,57,12,106,62,42
DVU2307,7,6,22,7,9,18,20,9,21,26,26,15,4,6,21,4
DVU2308,11,24,18,28,26,51,56,33,27,54,35,24,17,37,31,19
DVU2309,101,140,122,89,188,174,244,94,139,225,165,90,24,161,88,43
DVU2310,37,65,41,44,69,75,68,35,63,59,56,22,17,48,36,11
DVU4009,59,110,73,51,109,113,127,65,101,128,87,38,24,63,67,44
DVU2312,17,27,18,22,25,56,41,34,31,42,42,17,10,31,32,22
DVU2313,30,49,31,21,46,93,87,56,44,86,49,28,10,54,41,24
DVU2314,4,4,13,10,17,11,9,6,7,17,11,5,3,11,8,4
DVU2315,8,40,31,33,46,57,85,33,44,85,86,46,13,39,60,22
DVU2316,119,189,123,81,194,310,306,139,174,285,197,101,25,165,131,49
DVU2317,76,126,130,68,157,138,187,83,144,193,144,67,22,108,88,38
DVU2318,35,28,32,18,33,68,43,25,33,49,27,23,11,24,31,14
DVU2319,16,49,18,20,39,79,75,49,38,79,51,28,10,35,52,18
DVU2320,42,144,56,68,139,203,223,116,98,201,154,82,31,133,102,46
DVU2321,6,2,7,16,13,7,14,12,6,20,20,18,5,17,24,10
DVU2322,47,101,59,66,129,164,155,88,78,165,96,49,18,106,79,39
DVU2323,24,31,28,17,39,31,32,35,26,42,31,13,10,33,22,8
DVU2324,50,128,106,102,155,217,321,141,159,335,325,181,22,154,248,73
DVU2325,12,12,13,12,15,13,16,9,16,13,15,13,5,15,14,4
DVU2326,52,43,69,17,63,102,95,40,58,109,79,51,7,46,55,16
DVU4016,15,30,23,18,31,25,50,22,33,44,35,18,8,29,22,22
DVU2328,18,18,20,12,18,27,38,22,28,32,33,20,4,28,22,13
DVU2329,28,55,32,17,54,60,80,44,46,73,46,29,4,50,36,20
DVU2330,33,47,42,32,64,81,106,52,47,105,80,46,10,70,50,16
DVU2331,51,84,65,43,95,137,145,52,81,144,99,51,15,64,67,36
DVU2332,20,35,30,27,43,55,97,51,42,98,83,54,6,58,68,30
DVU2333,21,18,25,22,26,39,43,22,29,39,31,24,11,34,23,12
DVU2334,6,30,8,10,28,25,36,10,12,22,21,23,8,22,13,10
DVU2335,58,95,96,49,105,131,186,63,110,174,149,96,25,85,98,30
DVU2336,54,76,81,40,92,100,145,63,89,141,110,75,15,83,80,42
DVU2337,38,55,77,38,71,89,121,60,76,143,117,69,22,54,91,30
DVU2338,15,33,24,26,30,69,77,55,43,72,59,37,9,57,52,22
DVU2339,25,50,39,25,52,82,105,53,54,97,80,41,7,63,49,29
DVU2340,21,33,23,41,45,50,71,51,35,73,57,35,17,61,49,30
DVU2341,16,43,26,34,54,46,71,56,25,65,36,48,24,73,42,42
DVU2342,39,51,55,22,57,75,77,44,65,64,61,55,6,63,52,26
DVU2343,35,39,47,36,63,54,75,37,51,71,51,38,7,65,39,20
DVU2344,12,10,4,3,7,6,9,6,8,7,5,4,2,5,6,4
DVU2345,8,13,15,18,18,23,28,19,23,29,38,19,5,23,28,13
DVU2346,7,14,9,18,12,18,25,14,20,25,30,9,9,12,21,14
DVU2347,37,72,62,48,91,98,125,66,76,137,118,60,14,73,87,35
DVU2348,7,24,19,14,24,41,64,33,26,57,42,25,7,40,25,13
DVU2349,88,185,121,104,212,258,271,156,154,285,213,100,43,169,148,60
DVU2350,55,92,63,41,91,160,184,84,90,173,101,62,16,94,77,41
DVU2351,15,26,14,16,28,24,37,24,17,34,33,21,11,29,21,18
DVU2352,24,93,64,45,91,135,187,106,93,217,191,91,17,74,151,58
DVU2353,41,140,51,47,132,195,234,127,86,242,129,79,20,111,122,52
DVU2354,46,96,44,33,91,134,144,90,69,158,107,40,13,71,79,32
DVU2355,15,40,34,25,49,60,59,29,34,60,40,37,15,37,39,17
DVU2356,41,81,34,64,105,143,128,122,56,138,111,77,17,136,110,64
DVU2357,26,53,40,49,72,112,119,71,57,130,100,59,12,79,88,42
DVU2359,56,107,81,57,121,160,193,92,105,201,139,73,18,98,106,48
DVU2360,30,60,28,31,63,88,106,33,51,84,54,45,5,58,46,24
DVU2361,1,5,8,6,8,14,18,5,7,17,16,13,3,9,12,4
DVU2362,10,30,19,26,34,60,85,30,34,91,80,44,7,28,65,16
DVU2363,16,46,29,27,52,56,102,32,44,99,101,64,6,41,76,12
DVU2364,34,57,56,52,81,117,140,57,62,135,89,70,21,86,72,37
DVU2365,15,38,41,31,52,67,102,46,51,105,92,40,7,57,53,27
DVU2366,1,8,3,9,12,15,12,6,8,13,9,6,1,9,12,4
DVU2367,34,50,35,32,63,67,89,47,41,87,64,45,12,62,50,25
DVU2368,20,28,25,20,35,41,43,25,30,42,34,28,8,33,32,20
DVU2369,40,54,52,42,69,88,112,45,64,95,111,72,15,77,67,31
DVU2370,31,25,46,21,40,56,55,22,46,58,28,23,5,34,27,10
DVU2371,71,81,94,72,99,113,188,87,116,185,142,91,33,108,110,41
DVU2372,10,23,14,15,25,37,35,26,20,36,20,23,7,27,30,17
DVU2373,121,193,148,99,199,202,290,157,190,247,179,133,51,206,132,74
DVU2374,25,46,34,33,47,63,77,39,52,67,58,32,13,50,41,24
DVU2375,27,64,42,66,92,100,138,74,57,128,115,80,23,112,85,32
DVU2376,64,99,88,60,94,126,180,96,123,151,106,74,31,120,80,52
DVU2377,4,3,7,5,3,3,13,5,11,14,13,17,2,4,21,6
DVU2378,12,46,24,29,52,94,80,47,31,82,43,31,17,51,39,14
DVU2379,108,239,140,86,223,334,381,164,206,365,231,116,36,164,166,58
DVU2380,18,64,32,39,69,91,97,61,56,105,78,39,10,58,71,17
DVU2381,16,40,11,23,35,71,79,66,26,101,55,19,13,39,56,18
DVU2382,50,99,57,30,91,157,165,95,80,172,92,56,15,80,86,39
DVU2383,103,259,111,87,228,241,312,140,177,254,217,108,52,167,116,55
DVU2384,41,157,62,51,141,224,260,108,100,234,150,91,29,118,103,50
DVU2385,19,61,34,48,80,93,131,85,47,144,108,53,16,91,79,32
DVU2386,20,73,18,34,62,102,120,81,49,117,101,51,14,73,79,37
DVU2387,42,130,64,50,130,220,202,123,101,211,159,68,13,114,114,37
DVU2388,36,67,35,35,83,92,107,53,45,113,87,48,9,63,64,16
DVU2389,9,29,14,19,26,31,47,23,33,35,47,26,3,32,33,6
DVU2390,34,62,53,19,66,86,114,35,59,112,101,50,9,41,54,13
DVU2391,12,5,7,17,9,2,3,8,13,11,5,4,8,4,18,17
DVU2392,19,29,26,28,38,27,37,31,36,49,31,11,9,28,33,20
DVU4010,104,148,105,86,175,182,207,123,130,229,146,93,33,128,141,66
DVU2394,63,86,74,63,107,103,145,61,91,149,115,83,25,78,104,44
DVU2395,47,84,67,52,98,102,131,60,89,118,107,71,16,87,80,47
DVU2396,35,57,42,63,92,89,133,60,63,130,102,63,7,98,81,27
DVU2397,14,33,26,33,37,52,84,48,42,81,85,49,12,55,63,29
DVU2398,17,27,30,22,39,48,56,22,35,62,27,24,4,28,36,14
DVU2399,26,66,29,37,71,81,99,45,50,102,80,46,10,47,71,27
DVU2400,24,73,39,33,67,127,138,58,65,129,91,61,14,61,77,25
DVU2401,55,83,61,47,82,135,177,88,91,175,138,95,18,89,123,27
DVU2402,64,116,92,86,146,174,218,87,114,205,171,138,34,130,147,36
DVU2403,19,54,31,32,49,113,132,58,55,125,108,56,13,60,73,26
DVU2404,18,34,30,25,38,45,53,29,42,56,58,32,9,30,47,14
DVU2405,52,86,54,52,109,134,124,60,69,127,73,51,14,80,69,27
DVU2406,14,7,9,15,7,13,11,10,13,11,14,20,11,10,24,17
DVU2407,3,20,19,21,23,37,52,28,23,58,64,43,13,25,54,17
DVU2408,6,13,11,17,23,26,22,13,13,26,23,19,6,19,25,16
DVU2409,29,58,39,35,52,63,79,48,58,72,82,41,22,49,53,32
DVU2410,38,51,39,22,49,68,65,37,46,67,64,32,16,33,42,17
DVU2411,22,27,27,22,36,53,35,12,33,40,40,12,6,16,24,11
DVU2412,90,150,161,114,186,248,337,189,205,374,320,168,35,188,248,94
DVU2413,50,136,97,73,153,220,256,100,125,261,196,79,28,112,112,44
DVU2414,28,68,77,50,84,162,209,90,97,217,232,126,13,98,155,54
DVU2415,50,134,67,61,128,181,200,115,107,195,134,68,28,114,102,43
DVU2416,25,38,21,18,32,47,53,28,39,43,35,21,6,32,29,15
DVU2417,11,18,19,7,16,14,19,16,24,22,14,6,3,11,15,6
DVU2418,5,14,12,16,16,27,50,28,21,51,51,34,6,29,43,19
DVU2419,6,16,19,21,24,44,68,27,26,82,81,37,6,21,58,18
DVU2420,13,18,22,11,15,29,35,20,28,33,24,19,7,19,24,12
DVU2421,4,10,11,12,16,15,20,9,16,19,16,11,1,16,15,6
DVU2422,15,30,29,21,42,44,52,27,25,58,43,27,12,33,30,21
DVU2423,23,40,27,17,37,48,48,30,40,51,40,13,6,24,30,5
DVU2424,9,41,26,27,50,74,96,62,35,111,115,66,9,56,91,46
DVU2425,16,42,18,30,42,70,88,76,37,98,93,64,12,66,92,43
DVU2426,11,5,6,3,3,8,13,5,9,12,15,5,3,4,7,4
DVU2427,19,47,37,21,49,60,57,37,41,59,60,35,14,37,42,26
DVU2428,20,25,21,15,35,38,54,19,17,54,52,33,8,29,30,8
DVU2429,9,10,8,5,5,8,14,3,13,10,10,3,5,2,4,1
DVU2430,9,11,12,7,8,33,34,19,15,25,16,20,6,25,15,11
DVU2431,10,5,8,10,8,10,13,8,8,14,5,11,6,10,13,10
DVU2432,138,301,169,169,316,412,487,260,262,456,341,194,60,306,257,113
DVU2433,1,3,6,2,3,14,15,6,4,11,12,13,4,10,8,10
DVU2434,11,15,26,10,23,34,57,14,22,54,38,33,6,25,26,13
DVU2435,33,76,34,52,77,113,104,71,64,118,78,32,21,58,76,27
DVU2436,26,60,29,23,59,66,69,36,44,70,46,15,8,34,32,15
DVU2437,26,65,49,43,81,106,139,73,55,149,142,72,20,79,89,32
DVU2439,44,71,81,43,81,113,153,41,96,130,106,85,18,74,77,22
DVU2440,18,45,39,34,46,60,109,49,63,114,107,60,9,45,89,36
