,SOCN_Schneider.lag1,SOCN_Schneider.lag2,SOCN_Schneider.lag3,SOCN_Schneider.lag4,SOCN_Schneider.lag5,SOCN_Schneider.lag6,SOCN_Schneider.lag7,SOCN_Schneider.lag8,SOCN_Schneider.lag9,SOCN_Schneider.lag10,SOCN_Schneider.lag11,SOCN_Schneider.lag12,SOCN_Schneider.lag13,SOCN_Schneider.lag14,SOCN_Schneider.lag15,SOCN_Schneider.lag16,SOCN_Schneider.lag17,SOCN_Schneider.lag18,SOCN_Schneider.lag19,SOCN_Schneider.lag20,SOCN_Schneider.lag21,SOCN_Schneider.lag22,SOCN_Schneider.lag23,SOCN_Schneider.lag24,SOCN_Schneider.lag25,SOCN_Schneider.lag26,SOCN_Schneider.lag27,SOCN_Schneider.lag28,SOCN_Schneider.lag29,SOCN_Schneider.lag30,SOCN_Grantham.lag1,SOCN_Grantham.lag2,SOCN_Grantham.lag3,SOCN_Grantham.lag4,SOCN_Grantham.lag5,SOCN_Grantham.lag6,SOCN_Grantham.lag7,SOCN_Grantham.lag8,SOCN_Grantham.lag9,SOCN_Grantham.lag10,SOCN_Grantham.lag11,SOCN_Grantham.lag12,SOCN_Grantham.lag13,SOCN_Grantham.lag14,SOCN_Grantham.lag15,SOCN_Grantham.lag16,SOCN_Grantham.lag17,SOCN_Grantham.lag18,SOCN_Grantham.lag19,SOCN_Grantham.lag20,SOCN_Grantham.lag21,SOCN_Grantham.lag22,SOCN_Grantham.lag23,SOCN_Grantham.lag24,SOCN_Grantham.lag25,SOCN_Grantham.lag26,SOCN_Grantham.lag27,SOCN_Grantham.lag28,SOCN_Grantham.lag29,SOCN_Grantham.lag30
DVU4003,50.276743,50.679688,56.325681,52.29886,58.319945,59.002922,56.329589,55.886173,53.645161,51.81492,45.202794,47.917693,49.426465,52.613364,48.974614,50.257538,45.613088,52.641443,49.231292,53.407261,45.440512,46.514674,40.063876,45.694439,47.609173,42.16715,40.110921,40.907947,47.923027,47.984322,1622159,1667224,1756094,1815331,1921948,1801485,1864894,1759317,1685041,1645661,1498872,1551180,1546933,1692571,1670741,1540921,1525036,1577363,1594201,1668085,1546126,1487571,1516926,1416023,1442166,1467278,1281015,1259006,1452713,1404580
DVU1294,91.999671,93.716198,85.041852,90.908633,80.422851,85.593439,81.497648,85.753244,82.212295,83.153305,80.966251,82.949409,88.499333,83.975392,86.255753,78.499713,85.588929,84.428506,84.703422,79.938484,76.19027,81.730414,77.95604,78.221508,75.887896,75.779695,70.577241,86.451521,78.540153,76.784355,2375195,2453439,2278456,2241095,2280654,2448378,2270358,2288938,2025395,2418886,2178295,2292263,2384432,2242257,2284531,2181044,2382690,2097214,2225621,2173830,2280718,2302172,2058629,2007732,2014309,2101162,1939974,2113266,2126538,2076702
DVU1295,167.217191,170.131969,171.46457,161.953644,163.894129,160.289796,165.779482,166.127008,163.582796,164.759913,158.688542,152.291586,172.010091,164.141318,151.207361,159.097967,157.621654,162.081465,155.280139,155.324821,156.207691,166.494988,149.918261,155.051293,152.698808,137.878526,150.859206,164.295919,157.011072,158.008951,4542363,4782421,4708578,4595965,4559017,4434905,4724595,4638590,4317742,4433183,4367742,4253569,4380325,4316719,4231648,4411966,4614462,4235550,4526082,4264636,4271614,4387446,4025181,4153470,4210587,4038878,4146102,4321997,4233431,4261895
DVU1296,16.718423,15.843413,15.704241,14.326692,15.785468,13.245893,11.44971,13.486145,14.846825,15.036883,13.530871,11.043027,9.138094,12.404844,10.833541,12.540502,12.383286,10.261024,8.361618,8.218305,7.321153,7.841359,8.000351,9.383101,5.101079,5.195932,7.487835,5.808909,4.739766,6.329013,408795,338488,307751,358242,410839,304581,301602,371913,303394,289804,323271,247734,236476,285395,238456,241696,266253,219620,202853,240779,153852,172369,184132,197261,128642,191238,195399,122698,185861,164965
DVU1297,19.448512,23.045341,17.996808,20.459955,21.66878,20.048142,14.015997,15.369145,17.461391,18.931656,15.671,16.326689,17.149157,12.645365,14.629425,16.223188,14.517224,14.357806,11.790207,12.3712,11.418201,10.487177,9.515586,10.986287,12.721153,5.799993,9.518976,12.232893,8.141669,7.051403,462537,578651,523272,565349,512762,432188,372763,335737,352099,453771,438113,430570,385023,315500,320087,362132,326856,347540,330575,299085,271711,251381,287907,266906,277315,222962,230849,241870,213092,217572
DVU1298,44.724463,50.294517,51.07612,53.829094,46.078475,44.606759,45.409102,49.096383,53.178603,48.840159,42.50375,45.615892,41.691251,44.408191,47.518802,43.430804,44.311561,40.732004,42.207019,35.708268,40.111507,39.263995,42.488741,38.036731,39.949243,33.622824,35.879979,45.014956,41.829476,39.802579,1019884,1093907,1042995,1120774,965646,946509,902095,1020252,1026483,1126238,969825,941627,859592,946573,958972,857855,1007147,962619,909163,862057,933049,920448,920349,854303,844073,810239,801123,904864,794190,742506
DVU1299,66.157226,68.561991,65.4982,56.449072,66.091458,60.087191,58.635486,64.415819,69.920327,61.603552,61.775846,50.300124,67.544871,59.121278,56.94142,53.364926,53.009446,54.276908,52.682946,54.631482,59.51925,56.52853,52.741748,51.952456,55.462744,52.895522,53.229919,52.954725,50.826679,51.290132,1453118,1539407,1468405,1299606,1478206,1375536,1431794,1303869,1475209,1321484,1408951,1181940,1414455,1294391,1314185,1218225,1233556,1170777,1194621,1202451,1379678,1281159,1214125,1260537,1268448,1199646,1204953,1191129,1121367,1159155
DVU1300,256.02964,264.923387,267.226182,259.148798,267.040872,261.122946,260.64832,258.700971,264.528121,266.642908,248.582702,244.455004,255.327007,247.579575,257.549427,251.133561,246.615105,247.531675,255.904867,258.738031,247.975804,256.686605,250.553709,248.986322,244.820529,258.247006,251.401005,247.460757,250.775145,237.33597,7208075,6980444,6914176,6543723,7190147,6905107,7019858,6676793,6796203,6806205,6563461,6743762,6775251,6421773,6840446,6553530,6490648,6712325,6655105,6763460,6444048,6561788,6802115,6817297,6253170,6622828,6373549,6579545,6403002,6550117
DVU1301,23.706257,21.820486,23.75936,20.259003,22.113239,25.865563,20.838438,21.253853,20.492387,19.500056,18.420682,20.068411,20.384924,20.099461,18.237727,16.943865,16.331944,13.697578,16.410401,14.313927,16.56514,13.758615,11.769749,13.476799,12.615162,14.235284,9.552559,12.23281,13.948039,12.324497,586415,573006,626880,618429,551587,636166,596012,609651,574111,556764,493276,528822,587533,508597,506823,440409,465307,376051,411742,364671,371898,402239,338329,385830,372002,362595,304535,334085,363323,348385
DVU1302,44.288407,35.870673,36.096163,34.030506,38.304013,38.642101,36.87706,37.056488,36.790028,31.552315,36.403547,32.970688,37.302256,36.155439,33.91856,36.208573,37.524396,37.701585,31.384546,37.331576,36.52746,35.553916,29.196976,36.524473,32.880113,32.799233,32.144558,33.576736,27.917064,33.223847,1044990,782391,866319,795816,904028,878826,836612,798832,875140,759396,849009,782782,889079,784401,835311,769161,747688,834361,704691,788469,790665,798679,709811,775789,646737,792695,647130,713897,649702,718701
DVU1303,79.82091,81.512856,73.709395,82.004624,78.631589,76.779995,74.149296,68.11224,82.731102,71.709404,70.59984,83.899488,73.947179,71.570487,70.906438,69.850549,72.423216,68.591285,71.453209,73.774016,68.062682,71.552944,69.31654,64.739825,61.732803,65.727222,65.110016,68.456081,70.346882,70.353356,2004685,2018294,1961445,2125527,1989456,1975614,1874746,1824960,2091492,1825668,1787437,2042439,1752102,1813638,1792170,1758346,1801828,1789083,1820064,1894918,1844377,1784975,1760186,1648272,1605179,1728789,1736040,1779775,1833858,1745391
DVU1304,84.554474,75.623334,75.816135,78.621391,75.675269,77.305202,75.356834,74.585035,71.904323,81.715917,61.602566,81.019284,76.845787,70.902172,82.430283,62.324096,73.386859,72.210677,74.679225,68.119501,70.22316,69.134344,68.39695,71.655208,69.4173,71.84833,60.615692,68.834324,65.184179,57.748558,1801848,1758095,1904122,1828934,1749925,1743133,1787352,1779404,1740862,1849602,1520678,1764943,1677331,1712602,1808162,1500713,1689312,1661213,1578011,1696150,1589249,1571465,1653355,1603273,1603092,1638909,1456533,1503880,1504304,1458958
DVU1305,48.962833,50.7085,41.176672,45.892803,43.867583,41.972124,44.195844,48.384035,39.688355,35.999111,43.808809,40.044388,41.766549,45.89404,35.542613,36.921637,42.514666,36.163919,30.123921,37.447671,39.691795,34.518292,35.424444,35.857598,30.845633,34.729509,37.062791,29.5867,30.535054,34.607447,1034757,1071059,920866,912698,1004380,969050,950407,942872,914839,809010,832884,915129,966400,966202,780286,961633,904150,790176,692872,824876,783904,743224,773278,848848,735552,814622,768785,670084,720339,699459
DVU1306,106.960517,107.809664,108.091406,122.619793,105.647815,110.858856,109.412501,106.2242,98.943815,102.961686,102.24321,107.821995,100.074933,98.894007,109.069944,100.702749,97.653621,97.776217,94.799692,104.040107,103.94971,101.784157,104.264853,95.805769,98.517334,103.117986,94.375004,100.163759,93.281208,88.175197,2565590,2505502,2534588,2853241,2569537,2684257,2534089,2611655,2427752,2351844,2480296,2593346,2306449,2366137,2475688,2520637,2587759,2468775,2302929,2352670,2588128,2377916,2681077,2366502,2380981,2557437,2265844,2303009,2197992,2208899
DVU1307,36.681302,41.793406,36.387015,35.674278,33.648065,36.882039,35.739499,32.68273,27.840133,33.448968,32.857344,32.817784,33.77435,26.189584,29.960256,33.287787,27.561412,28.571117,28.853674,28.57025,30.29473,27.092425,25.368481,28.116808,27.6414,24.1762,27.642402,27.495556,23.989853,25.067843,768135,902315,831015,743695,730851,806603,783643,719016,665088,685020,708484,732403,607032,628782,716775,653969,604470,608844,685637,658930,626235,598493,598693,647655,592308,473044,554394,608141,524460,472049
DVU1308,45.229744,44.02204,41.158833,39.937731,40.307223,41.790909,33.46908,44.646148,41.641311,36.769351,34.175683,35.239065,38.273711,30.479088,32.737242,35.044565,35.484382,34.029653,32.613716,31.593649,31.151201,36.113861,29.251799,34.244785,32.985117,27.870317,28.780056,31.435882,32.27672,27.967777,978397,985189,994714,974503,1007110,1050674,954008,883156,932249,814102,800277,833987,897700,740463,846366,895194,890252,750086,775752,817621,810280,856311,695648,758852,843869,719622,781033,677657,813676,800853
DVU1309,97.196879,89.529794,100.677788,87.639362,76.03331,94.763599,85.131094,87.712533,79.787921,85.304029,81.46083,95.323879,87.401021,76.707789,88.596553,82.057218,87.48872,74.633537,82.898257,82.78792,84.544209,81.09134,80.095198,79.901512,79.183651,91.431317,79.311597,79.520474,71.55491,78.610161,2175840,1922234,2260381,1898264,1844001,2023393,1868205,1896247,1874996,1923139,1705796,1931914,1899373,1847899,1923045,1777626,1858141,1676993,1920407,1679375,1819455,1737448,1715101,1720533,1721804,1944501,1733097,1689249,1517514,1829485
DVU1310,60.244047,59.705721,52.269887,51.668863,49.55821,56.265488,53.404537,46.619384,54.101418,49.674337,49.212716,49.124993,51.868261,53.089204,46.911298,50.211329,50.916456,45.992712,45.951989,47.233639,43.790387,46.849281,45.203303,45.879951,39.939861,47.297267,43.144363,41.966255,44.216718,40.878578,1292499,1187493,1185929,1159016,1055115,1202654,1171944,1137986,1128053,1130812,1094802,1104638,1127800,1045374,1156690,1099742,1202092,1051982,1146260,1135793,1077068,998335,1058826,1041831,969283,1055833,912272,983822,1024404,958261
DVU1311,25.378195,23.316752,23.739182,26.474123,20.972666,25.456507,16.881164,22.799937,20.720931,21.265554,21.60585,19.053633,19.438044,16.67841,18.669303,14.609566,17.939332,17.758119,17.478373,18.959094,15.445649,17.533755,15.079581,14.543501,16.618044,16.929007,13.732025,13.350787,13.402988,10.810318,487361,474932,432669,504300,421805,467724,335917,448488,412536,409579,419896,405898,416387,403058,402832,350387,369162,352107,324777,342892,318868,279491,306731,273023,269868,322227,262928,244912,241786,255170
DVU1312,36.091767,38.856953,38.90098,38.8181,31.352219,34.84591,40.043977,36.019283,32.293431,37.252089,28.109963,26.694745,31.951625,36.664316,30.473217,28.642709,26.654327,30.505737,37.343957,29.683012,25.963774,26.60895,26.956479,22.965765,30.057897,27.170853,27.396676,24.334781,23.342674,26.282006,757983,810837,758401,808636,701113,773193,877210,762407,740831,790888,697434,598424,731520,753087,713752,671101,575017,704918,794542,616146,573758,590826,598866,580064,598227,612712,594749,525094,511192,579954
DVU1313,44.30296,45.982971,44.537926,49.837997,44.933672,45.093573,41.507252,41.525851,45.614112,45.92205,44.547806,41.539409,41.085156,38.384612,40.813935,40.606046,40.161937,39.483073,33.890869,37.607356,40.675899,35.39391,40.394874,34.912538,35.656285,35.349185,32.387909,38.328542,36.636196,39.701873,1090903,1235160,1219732,1385074,1186807,1130569,1047847,945922,1009978,1122857,1186942,1154399,1085375,963907,923138,1020145,1008344,1040755,944455,985988,980881,850351,913834,915686,896001,1009150,913916,835951,876231,923883
DVU1314,42.578614,46.683086,39.204284,46.489288,48.737594,40.333764,37.935517,43.62957,36.433784,39.727329,39.336016,40.70113,34.429029,34.24694,34.947618,37.116258,35.306299,39.722173,40.64818,31.839523,37.712044,38.500942,28.311583,31.521513,37.584475,31.449372,32.475751,32.608985,28.096626,31.492949,1074250,1151748,1066694,1223805,1221954,1074923,907221,976892,965608,991231,965750,946115,905549,905109,891180,941298,911245,1031238,1059551,801287,916150,844652,673494,782433,831643,790662,878709,844626,803787,795565
DVU1315,69.515268,69.282132,69.35549,70.667103,69.662234,72.216188,66.302085,59.361452,68.705739,66.020631,70.369574,67.287817,65.562969,58.177902,61.642942,65.86075,60.403162,61.730538,64.968136,58.186176,58.702796,58.455812,56.390346,57.660025,58.736935,66.708042,62.816606,63.690562,58.090915,54.303371,1874832,1678774,1733897,1630627,1690339,1689582,1703885,1435264,1762086,1700053,1552912,1631339,1708062,1456933,1611174,1641500,1531476,1394036,1564691,1564340,1510193,1533942,1410320,1498203,1386961,1541939,1529250,1524730,1347202,1486785
DVU1316,30.473797,27.378205,28.995344,22.669263,22.755815,20.124841,24.193177,22.493384,25.119125,17.527332,25.782155,17.390666,22.628711,19.522855,23.981212,12.485751,18.739951,20.346263,19.542123,17.878692,16.16874,11.875656,14.365367,17.390193,21.378227,11.950264,14.915009,11.932092,12.895184,16.808631,866722,716569,611500,741409,616130,701035,716707,596399,757616,588630,701289,607299,592060,607520,670284,443069,595322,577585,485696,522366,524404,454425,445789,425020,511685,400530,422069,335449,381832,410099
DVU1317,49.061816,53.826363,51.614258,41.777923,49.074045,47.788547,44.315535,46.279177,43.855008,41.18518,44.409172,46.416802,46.109564,36.399914,48.080891,40.730496,41.740771,37.813867,41.742471,39.761354,42.271372,44.845059,40.425175,33.652418,39.248121,37.675745,40.215234,34.27785,38.179302,32.696705,1258506,1389388,1296064,1083842,1176070,1168073,1145972,1196125,1073592,1094335,1099746,1090673,1170143,1063099,1179303,1151773,957243,941126,1045820,1067500,1010420,1009682,1021296,942953,957602,900141,1019770,957259,901941,900722
DVU1318,76.149196,66.28637,61.122615,67.125736,59.617559,70.762322,61.638539,61.765646,63.366206,60.228114,64.421123,54.41822,59.440296,64.365909,57.544186,61.96939,61.749748,60.832465,58.502741,57.472262,62.958385,51.62373,61.361328,59.881261,56.653122,55.079983,53.232852,55.603261,58.120647,56.137591,1888141,1659700,1721353,1586270,1605046,1693999,1597925,1503249,1527165,1573484,1576940,1569790,1595942,1628954,1482842,1490015,1489188,1344288,1517628,1473124,1592148,1288890,1565308,1497143,1503487,1245188,1381003,1403948,1555438,1423679
DVU1319,48.63353,45.598544,48.74716,43.243057,51.317041,45.221799,41.472881,36.889589,41.085128,43.096539,44.926194,44.427477,44.648093,42.514106,43.345579,38.379597,36.475069,33.972946,36.459986,41.413215,38.964559,40.21797,39.755248,37.027579,37.582999,30.599532,37.838859,32.078328,41.042811,37.749106,1039282,1018158,1129068,996384,1004602,1048268,922823,1005007,874465,994525,991778,942327,942024,875507,1005575,851417,920270,899274,757039,951816,864882,939984,746273,797399,841978,717773,864979,671487,915384,785653
DVU1320,63.469858,66.866273,53.180659,54.029641,60.220554,53.8024,58.573141,57.817424,52.971808,52.136845,55.833158,52.595866,53.488573,51.65654,50.713953,58.578707,51.631117,53.565245,53.071541,55.094518,52.627145,48.748353,49.858293,53.278082,50.033582,49.21834,53.718546,47.572255,44.841352,53.978958,1530273,1538625,1336980,1387569,1463372,1313432,1482646,1357701,1266271,1285389,1381642,1231810,1221697,1266970,1312936,1398708,1221187,1370733,1245858,1245090,1249933,1180340,1203251,1201469,1192316,1280004,1257528,1254212,1072153,1243131
DVU1321,21.633242,23.773379,20.155766,19.701833,16.417183,17.795653,21.636404,21.115925,13.088625,13.421608,16.666692,19.883874,17.783704,15.094738,13.848459,18.108754,16.960838,15.843555,13.503397,12.322044,16.135267,13.785582,13.904877,10.96534,11.679963,15.355864,14.301064,9.693883,8.333823,10.184739,491486,624343,514854,526087,528395,512233,570896,587357,475965,521868,544900,525328,452995,439763,391660,399223,391419,307790,326698,373433,377405,337276,326015,286396,253366,359763,387330,282367,282748,275210
DVU1322,60.196676,56.318194,55.557131,54.233457,55.976346,58.196249,58.830011,49.696661,56.417071,52.905983,57.099696,52.065077,54.501335,52.039453,52.514768,50.481593,54.826602,51.106805,51.279706,47.782109,52.00893,50.182151,43.820652,48.787294,47.910278,47.58799,44.648451,43.566673,49.317257,51.030991,1520927,1428333,1280323,1385415,1380663,1359921,1390034,1287673,1274156,1277602,1342223,1302925,1304077,1359402,1325871,1275755,1382226,1340884,1295222,1245659,1373946,1377137,1152159,1277367,1223729,1250554,1290340,1107611,1271604,1351982
DVU1323,122.051258,135.093482,124.122611,115.03877,125.375149,124.5211,120.095956,117.973631,123.667601,132.875661,127.793553,119.93328,124.749991,125.519052,130.306703,127.309697,127.996814,132.037522,118.9844,125.926067,130.029423,125.487928,124.888012,132.201803,122.57079,125.839932,123.461729,125.390218,124.880053,126.935391,3902685,4260045,3770292,3755664,3790950,3918894,3866516,3615828,3809374,3897931,3818619,3707400,3885722,3877731,3929604,4006791,3939224,4044407,3666358,3861817,4008504,3697601,3821583,4274219,3725582,3686017,3766950,3828660,3855076,3899400
DVU1324,100.044598,104.020368,93.554585,90.445084,97.974584,98.897777,87.393031,90.02363,84.319948,87.054352,89.774104,95.429121,89.448061,85.44582,93.737084,92.022779,86.837815,86.665645,95.645848,87.692238,89.771982,87.690925,86.004059,83.224287,88.295699,94.097768,79.56554,85.20068,94.9078,88.434206,2600953,2726636,2695114,2429649,2608701,2621150,2475969,2264660,2393520,2439866,2429812,2406526,2399995,2296045,2489719,2295602,2348994,2302326,2382304,2231569,2409456,2211119,2270500,2062778,2450610,2463384,2150873,2240158,2417030,2339363
DVU1325,17.17663,15.998539,18.399103,12.120452,12.282969,14.093551,12.094035,16.805594,10.238506,12.122486,6.748656,13.29295,10.146903,11.667656,6.844392,5.398144,10.607769,8.555746,9.200736,4.088495,8.820789,4.537005,6.072426,4.18709,5.076973,3.863364,3.424001,5.132972,2.522928,3.778394,412255,419208,389828,423178,380255,384452,327882,374119,309462,354907,325150,353442,229287,269845,187630,106121,247658,207294,248310,199373,186170,170182,140839,140808,119795,138436,80832,84217,59198,47677
DVU1326,54.632178,52.088529,49.566833,51.637094,51.983686,44.122429,54.256313,38.65266,51.313614,46.849888,43.075701,41.305658,49.571558,39.743154,48.943676,39.992592,49.87219,45.17304,42.390894,40.852257,40.953997,35.587479,45.070237,41.106709,49.019491,43.24264,41.069954,40.32669,40.76607,36.475119,1348012,1037725,1066286,1087156,1177040,901482,1223651,825694,1107880,981823,1033633,856124,1202413,825398,1106616,912290,1018816,914329,1029954,904681,1021976,862052,1007061,879194,1081069,906676,956941,921045,934305,881644
DVU1327,42.194945,47.50137,44.881929,40.766174,45.217603,47.01651,44.003854,41.513559,48.304081,48.888261,42.185377,42.785404,41.079027,41.407714,41.079656,37.796092,40.403052,39.278935,36.29737,37.811765,38.141184,40.889423,41.963101,34.998425,35.910586,36.826816,39.766041,39.322896,38.615704,35.667891,1069304,1128002,1041101,1002195,1113732,1213897,996058,1018478,1070909,1102552,979462,983776,949418,1002254,996889,996584,997569,917013,927674,910674,816784,974167,935304,862163,871417,858550,926762,868511,772551,842100
